ROL_SII;NOMBRE;COMUNA;REGION;LAT;LON
"2004-10";"JOSE ARELLANO SIN NUMERO MAZANA 5 SITIO 10 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.541195185675384";"-71.6000596625945"
"2009-13";"LAS CARABELAS SIN NUMERO MANZANA 10 SITIO 13 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539588341704494";"-71.59907846243819"
"2009-14";"LAS CARABELAS SIN NUMERO MANZANA 10 SITIO 14 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539470297324364";"-71.59906751273192"
"2011-11";"JOSE ARELLANO RIVAS SIN NUMERO MANZANA 12 SITIO 11 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54082501376564";"-71.59970292649979"
"2009-20";"LOS NAVIOS SIN NUMERO MANZANA 1 SITIO 20 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.538138260588255";"-71.59876137248476"
"2010-19";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 19 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.540032695865";"-71.59919341413959"
"1061-0004";"SCOLARI 8 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.55329890103276";"-71.61166629361966"
"2009-4";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 4 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53870180513876";"-71.59878772592782"
"2010-14";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 14 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54058238034944";"-71.59933728574993"
"2010-13";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 13 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.540718463002776";"-71.59937607003943"
"2004-11";"JOSE ARELLANO RIVAS SIN NUMERO MANZANA 5 SITIO 11 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54137965215588";"-71.60006941495944"
"4140-2";"EL PERAL SIN NUMERO LOTE B COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53136661372883";"-71.59516907487505"
"2010-20";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 20 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539924931156946";"-71.59916496429157"
"2009-3";"LOS VELEROS SIN NUMERO MANZANA 10 SITIO 3 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.538528600423504";"-71.59873757506553"
"2010-16";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 16 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54035598605821";"-71.59927876196858"
"2009-2";"LAS CARABELAS SIN NUMERO MANZANA 10 SITIO 2 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.538519664145106";"-71.59888039137662"
"877-14";"CRESCENTE ERRAZURIZ 1126-B COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.548596645552834";"-71.5936916326909"
"2001-10";"JOSE ARELLANO RIVAS SIN NUMERO MANZANA 12 SITIO 10 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54071227503894";"-71.5996837966865"
"2010-18";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 18 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54014045953731";"-71.59922186309643"
"SIN ROL";"COSTANERA DEL MAR SIN NUMERO LOTE 4 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.533529299181126";"-71.59948600914048"
"2000-56";"CALLE LOS BERGANTINES 162 MANZANA 1 SITIO 56 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54018498278376";"-71.59790146375386"
"2003-11";"JOSE ARELLANO SIN NUMERO MANZANA 4 SITIO 11 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.541123259968344";"-71.59967839855412"
"2011-9";"JOSE ARELLANO RIVAS SIN NUMERO MANZANA 12 SITIO 9 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54060090515028";"-71.59966664996212"
"1099-9";"RUTA G-98-F INTERIOR LOTE B COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53560585121098";"-71.58840499233932"
"2011-4";"LAS CARABELAS SIN NUMERO MANZANA 12 SITIO 4 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54002977081176";"-71.59948244370112"
"1001-27";"COSTANERA DEL MAR SIN NUMERO LOTE 12 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.542234345921244";"-71.60184348285387"
"2009-11";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 11 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53948339138174";"-71.59884916404731"
"1099-9";"LO ABARCA LOTE A COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53365862285782";"-71.58884783200742"
"2006-13";"JOSE ARELLANO RIVAS SIN NUMERO MANZANA 7 SITIO 13 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539401808738425";"-71.59999887948972"
"1001-40";"COSTANERA DEL MAR SIN NUMERO LOTE 15 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53900711832349";"-71.60114922978048"
"1001-37";"IGNACIO CARRERA PINTO SIN NUMERO LOTE 5 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53633473917803";"-71.59633096684323"
"SIN ROL";"JOSE ARELLANO RIVAS SIN NUMERO LOTE 1 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53744953333429";"-71.59919486853836"
"2000-23";"LOS NAVIOS SIN NUMERO MANZANA 1 SITIO 23 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53777560434014";"-71.59871185108038"
"2009-24";"LOS NAVIOS SIN NUMERO MANZANA 1 SITIO 24 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.5376434135284";"-71.59865813819573"
"2009-6";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 6 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53892470398638";"-71.59880578291806"
"2009-10";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 10 COMUMA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.5393714894743";"-71.59884219036171"
"2009-9";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 9 COMUN A CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53926002818995";"-71.59883300924119"
"2009-7";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 7 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539036639777464";"-71.59881500963954"
"1001-13";"COSTANERA DEL MAR LOTE A-1 (EX LOTE 13) Y LOTE A2 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54018772132603";"-71.60100223880698"
"2009-8";"LOS NAVIOS SIN NUMERO MANZANA 10 SITIO 8 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539148614995334";"-71.59882431694768"
"2000-21";"LOS NAVIOS SIN NUMERO MANZANA 1 SITIO 21 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.538017375482625";"-71.59874486503732"
"550-580";"HUMEDAL CARTAGENA COSTANERA DEL MAR SIN NUMERO LOTE 2 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53492843439568";"-71.60224970188675"
"1001-22";"COSTANERA DEL MAR SECTOR PLAYA GRANDE LOTE 10 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54132054573975";"-71.60106022910384"
"2010-15";"LAS CARABELAS SIN NUMERO MANZANA 11 SITIO 15 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54046782483863";"-71.59930899439962"
"2009-16";"LAS CARABELAS SIN NUMERO MANZANA 10 SITIO 16 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.539250179119804";"-71.59905766949956"
"2009-17";"LAS CARABELAS SIN NUMERO MANZANA 10 SITIO 17 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53913784312527";"-71.59905195578494"
"1001-43/1001-44/1001-45/1001-46/1001-47/1001-48/1001-49";"COSTANERA DEL MAR 124 LOTE 14 (A-2) COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.54034495931782";"-71.60181932205384"
"550-580";"HUMEDAL CARTAGENA COSTANERA DEL MAR SIN NUMERO LOTE 3 COMUNA CARTAGENA";"CARTAGENA";"05- REGION DE VALPARAÍSO";"-33.53550798575098";"-71.60162128812554"
"2272-8";"CATEMU SIN NUMERO LOTE 160-A MANZANA J COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01035267016443";"-71.51053629820844"
"160-180";"SAN MARTIN 928 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01265936620558";"-71.55292484636851"
"1112-149";"VON SCHROEDERS 493 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.027478563943696";"-71.56204521398645"
"1437-5";"ELQUI 7O POBLACION BUENOS AMIGOS COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.03970381867505";"-71.54114433926613"
"1573-10";"DEL CERRO 2632 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.037689491504125";"-71.53188373159549"
"160-159";"SAN MARTIN BODEGA N 59 Y N 928 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01265936620558";"-71.55292484636851"
"477-144";"PRINCIPAL SIN NUMERO LOTE 129 A COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.030345891917165";"-71.51946056841246"
"1062-14";"COQUIMBO MANZANA G SITIO 190 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.0431052691082";"-71.56706963585772"
"2466-462";"TRES NORTE 4462 LOTE 211 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.995932728538584";"-71.5180279376801"
"1050-122";"HUMACAO SIN NUMERO VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.04693566811702";"-71.56583831770628"
"2360-9";"ALESSANDRI SIN NUMERO RESTO DEL PREDIO 8 LOTE 4 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.00118132385362";"-71.51532490016135"
"703-406";"LIMACHE SIN NUMERO LOTE 7 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.03604865837486";"-71.52672314854489"
"2292-25";"COLO COLO SIN NUMERO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.011011677203875";"-71.51312291028907"
"1239-1";"SIMON BOLIVAR 415 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.03062320723916";"-71.54369061846627"
"35-21";"QUILLOTA 198 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02128987867467";"-71.54699155555808"
"886-7";"CONDELL 100 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02709911788206";"-71.57473120150412"
"144-92";"SAN MARTIN 821 DEPARTAMENTO 1208 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01370730867294";"-71.55509298124217"
"646-207";"ARLEGUI 160 DEPARTAMENTO 802 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.022876304541";"-71.560405501785"
"46-11";"TRES NORTE 247 DEPARTAMENTO 24-A COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01949504590143";"-71.55655172706156"
"2467-466";"CINCO SUR COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.99289309863499";"-71.52139921045435"
"646-397";"ARLEGUI 160 ESTACIONAMIENTO 34 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.022876304541";"-71.560405501785"
"2282-29, 2282-30, 2282-31 Y 2282-32";"ANTONIO FERNANDEZ SIN NUMERO LOTE 1, LOTE 2, LOTE 3, Y LOTE 4 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.00735447675649";"-71.51129578891002"
"652-9";"QUILLOTA COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02491919319048";"-71.54944186330744"
"2469-902 / 2469-903 / 2469-904";"VEINTITRES PONIENTE LOTE 1 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.990494335748565";"-71.52650126968543"
"667-4";"VIANA 131 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.024730842804104";"-71.56111202220202"
"2223-21";"LOS RANUNCULOS SIN NUMERO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01490337396711";"-71.4993081623983"
"59-10";"LOS CASTANOS 297 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.020561562096944";"-71.5414762083265"
"2462-440";"SIN NOMBRE LOTE 203 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.997569380353816";"-71.5150961257103"
"2469-954";"22 PONIENTE 5728 LOTE 3 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.98992765835068";"-71.52599563001155"
"280-3 280-155";"19 NORTE 2155 MANZANA 33 SITIO 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.005635776751014";"-71.54252443093583"
"1223-18";"ALVAREZ 1182 AL 1210 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02811594255509";"-71.54601121554805"
"646-396";"ARLEGUI 160 ESTACIONAMIENTO 33 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.022876304541";"-71.560405501785"
"4659-812";"ESMERALDA SIN NUMERO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.99377575751974";"-71.50331652651526"
"2466-461/2466-468/2466-469";"PACIFICO 4321 LOTE 1 2 Y 3 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.99461496420506";"-71.51693881386332"
"3705-2";"SAN PEDRO DE ATACAMA SIN NUMERO LOTE 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.00218511277367";"-71.48998318846667"
"2360-8/2360-17/2360-18";"ALESSANDRI SIN NUMERO RESTO DEL PREDIO 8 LOTE 3 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.002009729829496";"-71.51643367091079"
"1521-308";"ALVAREZ 1926 TORRE X DEPARTAMENTO 26 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.03134441266541";"-71.53647830880725"
"646-398";"ARLEGUI 160 ESTACIONAMIENTO 35 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.023265658980186";"-71.56048662354696"
"1221-25";"BLEST GANA 384 Y 398 LOTE 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02875238506604";"-71.54848576278296"
"2469-666";"19 PONIENTE 5843 LOTE 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.99053128029196";"-71.5252237748091"
"886-7";"CONDELL 154 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.027566691512156";"-71.57452308718659"
"8023-12";"SUBIDA EL SUACE O AVENIDA AMUNATEGUI SIN NUMERO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.028579690588394";"-71.5855269347874"
"708-1";"LIMACHE 4755 EL SALTO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.05308358097807";"-71.49941576792133"
"90-38";"LIBERTAD 428 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01816035161493";"-71.55024289852476"
"609-20";"VON SCHROEDERS 150 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.023167537821514";"-71.56144731445352"
"80-36";"CASTANOS 377 PISO 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01870923441381";"-71.54081003151548"
"2023-66";"RANCAGUA PROYECTADA COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02918517003462";"-71.50776794890349"
"2476-452";"POBLACION ALEJANDRO NAVARRETE MANZANA F11 LOTE 4 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.985040976182255";"-71.53369890168747"
"2380-22";"CARLOS IBANEZ DEL CAMPO SIN NUMERO LOTES A, B, C Y D COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01345216990233";"-71.50002959666274"
"2130-1";"CURIMON SIN NUMERO LOTE 1 LOTE 2 LOTE 3 LOTE 4 LOTE 5 LOTE 6 LOTE 7 LOTE 8 COMUNA VINA DEL MA";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01720965510874";"-71.4939587013114"
"2170-17";"AUGUSTO DHALMAR SIN NUMERO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.0210997700363";"-71.49234046705007"
"704-41 704-42";"ENLACE LAS PALMAS RUTA 60 CH LOTE 9-1 Y 9-A-1 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.047824544090396";"-71.51050221537861"
"104-19";"LUIS BARROS BORGONO 16 LOTE 23 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01650842722211";"-71.55469382291156"
"2442-69";"PADRE ALBERTO HURTADO DEPARTAMENTO 209 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01811366040665";"-71.52317873607883"
"2360-14/2360-19";"ALESSANDRI SIN NUMERO RESTO DEL PREDIO 9 LOTE 9B COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.00379879518116";"-71.5181055008479"
"2473-1";"ALESSANDRI 4169 LOTE 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.99930571030819";"-71.51080328651474"
"185-1";"12 NORTE 1059-A DP 10, 11, 20, 21, 30, 31, 40 Y 41; 12 NORTE 1059-B DP 10, 11, 20, 21, 30, 31";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.011545188515605";"-71.55120548135244"
"366-15";"LAS LLOICAS SIN NUMERO COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.0057260537284";"-71.52702741424831"
"2415-2";"EL ESPINO NUMERO 3660 LOTE 93 LOTE 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02332944341617";"-71.51445017155059"
"22-34";"DOS NORTE 17 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.02017352613889";"-71.55981603899824"
"2309-1";"ESTANISLAO LOAIZA LOTE 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.0070999477074";"-71.51442234259402"
"1502-593";"LAGO ELLI SIN NUMERO LOTE 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.05523519445636";"-71.53512559439037"
"2440-90";"CIRCUNVALACION NORTE SIN NUMERO LOTE 1 Y 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.01859837356508";"-71.51979711781517"
"SIN ROL";"INTERNACIONAL SIN NUMERO MANZANA H SITIO 2 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.005412888444816";"-71.52723268071318"
"2284-16";"CARLOS IBANEZ DEL CAMPO 1000 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.0073084896379";"-71.50781276417045"
"2472-311";"GOMEZ CARRENO ESQUINA INDICO LOTE 236-A COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-32.996910341240586";"-71.51931416605014"
"615-1/612-3/612-4";"CALLAO 398 IBERIA 252 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.020477537838055";"-71.56398640576559"
"324-4";"19 NORTE SIN NUMERO LOTE A-1 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.002197315244246";"-71.54666586067832"
"366-42/366-43";"SANTA INES MANZANA I LOTE 1 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.006098178718396";"-71.52530281774901"
"SIN ROL";"INTERNACIONAL MANZANA H SITIO 1 COMUNA VINA DEL MAR";"VINA DEL MAR";"05- REGION DE VALPARAÍSO";"-33.00509441750461";"-71.52886115169417"
"123-104";"BELLAVISTA SIN NUMERO COMUNA ALGARROBO";"ALGARROBO";"05- REGION DE VALPARAÍSO";"-33.366879815047795";"-71.6794299997516"
"422-4";"LOS CARRERA 1709 LOTE 5 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04838409597018";"-71.42820583522065"
"416-11";"LAUTARO 820 LOTE 2 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04764163140727";"-71.43416704024253"
"3721-198";"PASAJE 610 NUMERO 986 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.05882654552752";"-71.41502606089453"
"34-41";"VENECIA 2114 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.03592889604567";"-71.43165083854335"
"3720-152";"LOS EUCALIPTUS COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.06293215022492";"-71.40303487308884"
"521-16";"COVADONGA 868 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.0505768550298";"-71.44128209307969"
"311-8";"FREIRE 989 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.044949709865094";"-71.43886775386571"
"775-2";"CALLE COOPERACION 290 LOTES 1 Y 2 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.043705128104186";"-71.47100107619497"
"3305-16";"EL BELLOTO 17 LOTE A2 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.042102677517825";"-71.40782443014582"
"348-75";"EL COBRE SIN NUMERO COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04205196473428";"-71.42811860575796"
"3355-89";"LOS CLAVELES 185 LOTE 42 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.034513276595185";"-71.40097891048411"
"351-24";"ZENTENO 790 CASI ESQUINA BLANCO LOCAL NUMERO 1 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.046068811794285";"-71.43893767881308"
"721-15";"VERGARA 172 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04405988997115";"-71.46636033005508"
"3603-16";"SAN FANCISCO DE ASIS Y PAICAVI COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.05190497763875";"-71.46602870532438"
"1297-1";"MARGA MARGA SIN NUMERO LOTE A COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.062774687754114";"-71.42364689549092"
"74-10";"BAQUEDANO 2260 LOTE 9 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.03408302007325";"-71.43174019573036"
"791-6";"BASSO NUMERO DOS 562 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.048968162334766";"-71.46193225025021"
"3624-35";"MARGA MARGA 2204 LOTE 40205 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.06300475677538";"-71.42413104698963"
"346-43";"LAS PALMAS COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04240240944161";"-71.43184164033276"
"3362-15";"VENEZUELA 1237 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04358410658916";"-71.41455809127469"
"3353-29";"LOS NARANJOS 623 LOTE 23 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.03876891752123";"-71.3998761354001"
"422-1";"TRONCAL NUMERO 1710 LOTE 2 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04826780304498";"-71.42819647659654"
"3501-10";"COLINA DE ORO SIN NUMERO LOTE Q1 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.06331435635638";"-71.43632698238382"
"783-2";"PHILLIPI 337 MANZANA 11 SITIO 18 AL 21 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.04921345020649";"-71.45983755198061"
"663-25";"GASTON OSSA S/N COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.03951701419228";"-71.4851952297949"
"3353-22";"PLAYA ANCHA 698 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.03815196259235";"-71.400148778904"
"3624-33";"MARGA MARGA 2204 LOTE 28-1 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.062874875045246";"-71.42420490929659"
"1177-11";"DOCTOR SALAS Y SAN MARTIN LOTE 1 Y 2 COMUNA QUILPUE";"QUILPUE";"05- REGION DE VALPARAÍSO";"-33.054645838832606";"-71.43359307511584"
