ROL_SII;NOMBRE;COMUNA;REGION;LAT;LON
"177-266";"ANIBAL PINTO 450 LOTE 11 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82673967334721";"-73.04923935706064"
"177-223";"ANIBAL PINTO 450 LOTE 27 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826748187229015";"-73.04921110575788"
"177-279";"ANIBAL PINTO 450 LOTE 39 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82663003040767";"-73.04897672556487"
"177-310";"ANIBAL PINTO 450 LOTE 16 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82683040822871";"-73.04940807221385"
"177-9";"ANIBAL PINTO 450 PISO ENTREPISO LOTE 8 PISO 1 LOTE 8 ENTREPISO COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826792573963004";"-73.04912041839997"
"177-278";"ANIBAL PINTO 450 LOTE 38 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82663750779621";"-73.04899461361882"
"177-2, 177-4, 177-7, 177-8";"ANIBAL PINTO 450 PISO ENTREPISO LOTE 4 5 6 15 17 103 Y 104 PISO 1 LOTE 4 5 6 7 15 Y 18 COMUNA";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82693461072552";"-73.04927826478496"
"590-13";"CALLE SERRANO 1312 ESQUINA PRIETO";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82099626426911";"-73.06252919600517"
"143-0002";"SAN MARTIN 1207 DEPARTAMENTO 3 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82527516441633";"-73.04197785473711"
"102-56";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 501 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"102-57";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 502 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"102-49";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 102 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"102-26";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 101 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"SIN ROL";"ESMERALDA SUR SIN NUMERO COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.84048700966692";"-73.05910534955854"
"SIN ROL";"GENERAL OSCAR BONILLA LOTE 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81119156729592";"-73.02549535526117"
"SIN ROL";"CAMINO PUBLICO DE CONCEPCION A PENCO LOTE D COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.80484791780133";"-73.02500300836897"
"68-0048";"COCHRANE 740 DEPARTAMENTO 402 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.829335129812335";"-73.04728134590735"
"212-26";"PAICAVI 575 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82260666234947";"-73.04297336993132"
"177-3";"OHIGGINS 749 LOTE 20 PISO 1 PISO 2 Y PISO 3 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82707418512568";"-73.0490037669293"
"603-1";"PAICAVI 1320 LOTE 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81465885154622";"-73.04687450981041"
"216-9";"BARROS ARANA 1685 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82092069427724";"-73.0376927468614"
"206-134";"BARROS ARANA 645 DEPARTAMENTO 501 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82622778329459";"-73.05052221515743"
"177-256";"ANIBAL PINTO 450 LOTE 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82681442275643";"-73.04941841440234"
"558-1";"ARTURO PRAT 1245 LOTE 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.822471081939035";"-73.06420567049388"
"403-4";"LINCOYAN MANZANA LAS HERAS 337 ANGOL FONDO 940 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82367193581724";"-73.05692123623977"
"177-20";"ANIBAL PINTO 450 LOTE 97 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82644304183859";"-73.04863824005375"
"177-311";"ANIBAL PINTO 450 LOTE 96 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82645542271205";"-73.04866811719054"
"177-255";"COLO COLO 451-B LOTE 103 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82644850388815";"-73.04836563316192"
"177-257";"ANIBAL PINTO 450 LOTE 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826806938882704";"-73.04940050529474"
"177-225";"ANIBAL PINTO 450 LOTE 29 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82673323827741";"-73.0491753006907"
"177-281";"ANIBAL PINTO 450 LOTE 41 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82661508967757";"-73.04894092347182"
"177-241";"ANIBAL PINTO 450 LOTE 60 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826601172356185";"-73.0488589316943"
"177-228";"ANIBAL PINTO 450 LOTE 47 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82669835146057";"-73.04909170546092"
"177-291";"ANIBAL PINTO 450 LOTE 65 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82653533410806";"-73.04874989902522"
"309-740";"AVENIDA IGNACIO COLLAO 1602 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.822007439190784";"-73.00954550807175"
"177-3";"ANIBAL PINTO 450 ACCESO Y DEPARTAMENTO DE MAYORDOMO INTENDENCIA LOTE 1-A PISO 1 Y ENTREPISO P";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82665335941979";"-73.04950166467398"
"177-249";"ANIBAL PINTO 450 LOTE 81 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826528917643735";"-73.04868584133074"
"177-251";"ANIBAL PINTO 450 LOTE 83 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82651397734725";"-73.04865004728667"
"774-5";"ANIBAL PINTO 1860 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.81018338185592";"-73.05907070666014"
"143-10";"SAN MARTIN 1295 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.824959132524";"-73.04123878826027"
"21330-1";"CAMINO PUBLICO DE CONCEPCION A PENCO LOTE B1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.804076377895136";"-73.02044301019461"
"177-236";"ANIBAL PINTO 450 LOTE 55 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826638558726934";"-73.04894849034959"
"177-237";"ANIBAL PINTO 450 LOTE 56 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82663108288192";"-73.048930576092"
"177-287";"ANIBAL PINTO 450 LOTE 61 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826565260628236";"-73.04882155227278"
"177-24";"ANIBAL PINTO 442 LOTE 104 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82675071322552";"-73.04946392953886"
"177-3";"ANIBAL PINTO 442 LOTE 17- PISO 1 Y PARTE LOTE 1 ENTREPISO COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826547843686264";"-73.04903397698497"
"177-5";"ANIBAL PINTO 442 ENTREPISO LOTE 103 Y LOTE 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82672557738723";"-73.0494878106614"
"177-267";"ANIBAL PINTO 450 LOTE 12 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826732193510615";"-73.04922144523546"
"177-305";"ANIBAL PINTO 450 LOTE 22 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826785556347204";"-73.04930064618834"
"177-13";"ANIBAL PINTO 442 PISO 1 LOTE 15 Y ENTREPISO LOTE 15 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82663063814974";"-73.04873333539032"
"177-230";"ANIBAL PINTO 450 LOTE 49 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826683396650736";"-73.04905591624312"
"177-227";"ANIBAL PINTO 450 LOTE 46 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82670582331505";"-73.04910962221126"
"177-238";"ANIBAL PINTO 450 LOTE 57 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826623604011935";"-73.0489126721674"
"177-239";"ANIBAL PINTO 450 LOTE 58 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82661613271525";"-73.04889476324549"
"177-298";"ANIBAL PINTO 450 LOTE 72 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82648302956368";"-73.0486245704984"
"177-224";"ANIBAL PINTO 450 LOTE 28 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82674071714737";"-73.04919320461565"
"177-307";"ANIBAL PINTO 450 LOTE 24 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82677060928263";"-73.04926483597283"
"177-283";"ANIBAL PINTO 450 LOTE 43 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82660012927597";"-73.0489050921955"
"177-226";"ANIBAL PINTO 450 LOTE 30 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826725756788214";"-73.04915737306428"
"177-233";"ANIBAL PINTO 450 LOTE 52 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82666097277562";"-73.04900218335405"
"177-288";"ANIBAL PINTO 450 LOTE 62 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82655778546339";"-73.04880364587152"
"177-290";"ANIBAL PINTO 450 LOTE 64 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82654281865943";"-73.04876779345462"
"177-299";"ANIBAL PINTO 450 LOTE 73 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826475542665335";"-73.04860663665846"
"177-18";"ANIBAL PINTO 450 LOTE 94 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82648332342437";"-73.04873544547252"
"177-248";"ANIBAL PINTO 450 LOTE 80 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82653639796022";"-73.0487037608946"
"177-19";"ANIBAL PINTO 450 LOTE 95 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.826466570585254";"-73.04869501846683"
"177-21";"ANIBAL PINTO 450 LOTE 99 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82641466479104";"-73.0485692632606"
"177-16";"ANIBAL PINTO 450 LOTE 92 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82652795785017";"-73.04884875214073"
"177-25";"ANIBAL PINTO 460-A PISO 1 LOTE 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82668749764081";"-73.04951151390026"
"177-250";"ANIBAL PINTO 450 LOTE 82 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82652275659257";"-73.04866747325238"
"180-110";"TUCAPEL 482 LOTE 94 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.824813961727905";"-73.04592285419675"
"00049-00036";"CASTELLON 46 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82971957305925";"-73.04386915342181"
"1352-23";"PASAJE 21 2030 TENIENTE MERINO 1 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.806129733506";"-73.04126507939183"
"102-53";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 302 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"64-24";"LINCOYAN 156 PISOS 1 Y 2 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.83126477104949";"-73.05128230690569"
"SIN ROL";"PAICAVI MANZANA LOTE 3 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.812538286661066";"-73.04762486907836"
"102-51";"DIAGONAL PEDRO AGUIRRE CERDA 1150 DEPARTAMENTO 202 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82634142874591";"-73.04241579959783"
"177-3";"ANIBAL PINTO 444 PISO 2 LOTE 17 PISO 3 LOTE 22 Y 23 PISO 4 LOTE PLANTA A ANIBAL PINTO 442 COM";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.82685736482957";"-73.04938158883351"
"21330-1";"CAMINO PUBLICO DE CONCEPCION A PENCO LOTE B3 COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.80812385080932";"-73.0225891578885"
"SIN ROL";"COSTANERA SITIO 1 COMUNA PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.738272054845176";"-73.00478266975085"
"56-91";"YERBAS BUENAS 30 REMODELACION LORD COCHRANE COMUNA PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.73463168987772";"-72.99201118830163"
"1300-10";"LUIS CRUZ 125 COMUNA PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.726407071228046";"-72.98476267866444"
"316-25";"PASAJE PEATONAL 1 35 LIRQUEN COMUNA DE PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.70982526624454";"-72.97583459651116"
"104-12";"COLON 1194 AL 1198 ESQUINA RIQUELME COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72102266115089";"-73.11038336546369"
"104-1";"SERRANO 83 COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72037463557448";"-73.11094010649467"
"1590-3";"LAS DALIAS LOTE 2 (EX LOTE C) COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.74788359139172";"-73.09097706026304"
"1022-1";"ALMIRANTE LATORRE 1226 SAN VICENTE COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72252293981813";"-73.12949577643502"
"SIN ROL";"LAS DALIAS LOTE 6 (EX LOTE F) COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.748540449542276";"-73.09101986375613"
"2008-2";"CALLE RIO GRANDE 25 VILLA INDEPENDENCIA COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.761891669933284";"-73.08960500496815"
"197-20";"BILBAO 246 COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72368246023017";"-73.11311174260423"
"1590-3";"LAS DALIAS LOTE 3 (EX LOTE D) COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.74825241184605";"-73.09116089867517"
"SIN ROL";"AVENIDA LA MARINA ESQUINA CALLE MALAQUIAS CONCHA COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72792854094924";"-73.12560522491088"
"7019-30";"LATORRE FUERTE BENAVENTE LOTE 2 COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72569390185643";"-73.14155526311731"
"1530-3";"LOTE 1-5 CRISTOBAL COLON 2511 SECTOR EL MORRO COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.73519885381699";"-73.09943570566632"
"67-4";"BLANCO ENCALADA 620 COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.714830294332586";"-73.11028074291193"
"106-27";"THOMPSON 30-32 LOTE B-C COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.723006330352995";"-73.11031223544794"
"3704-1";"6 PONIENTE 7020 LOTE 2 COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.77844174331515";"-73.09169469551959"
"1530-2";"LOTE 1-3 SECTOR EL MORRO COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.733591171458265";"-73.09605593355909"
"SIN ROL";"AVENIDA COLON MANZANA INTERIOR COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72871519790086";"-73.1068335736297"
"SIN ROL";"LATORRE MANZANA LOTE B2 COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.72363002199306";"-73.13176671400724"
"1590-3";"LAS DALIAS LOTE 4 (EX LOTE E1) COMUNA TALCAHUANO";"TALCAHUANO";"08- REGION DEL BIOBIO";"-36.74827064078416";"-73.09094907567807"
"2759-1";"LOS GUAYACANES 1380 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-36.984639820747496";"-73.15958804799905"
"165-8";"RUTA 160 TRAMO TRES PINOS -ACCESO NORTE A LOTA LOTE 97-1 ENTRE KM 22552,5 AL 22696,1 COMUNA C";"CORONEL";"08- REGION DEL BIOBIO";"-37.02874918841825";"-73.13545606199871"
"45000";"CARRERA 270 SITIO 2A COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.02599075680984";"-73.14926227019724"
"5004-224";"BY PASS CORONEL LOTE SIN NUMERO LOTE A FUNDO ESCUADRON COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-36.99383460691614";"-73.14146403222314"
"528-1";"MILLABU ESQUINA PASAJE 1 MANZANA COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.009476798866736";"-73.16665659224677"
"60-1";"MANUEL MONTT ESQUINA BILBAO LOTE 2 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.03135764114822";"-73.1447876222122"
"2752-1";"LOS ALAMOS 2428 LAGUNILLAS 1 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-36.989621081872286";"-73.1600093391359"
"60-1";"MANUEL MONTT ESQUINA BILBAO 462 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.031615072870274";"-73.14427686483916"
"79-6";"REMIGIO CASTRO 221 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.02611917063508";"-73.14679048646938"
"5004-692";"CAMINO PUBLICO CONCEPCION A LOTA HIJUELA B LOTE 31 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-36.99514054840015";"-73.13949913212527"
"917-11";"PASAJE VOLCAN TINGUIRIRICA NUMERO 1410 LOTE B COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-36.98593116013303";"-73.16880395538121"
"45262";"AVENIDA GENERAL CARLOS PRATS 70 (EX COSTANERA) LO ROJAS COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.024394131404925";"-73.15217399676872"
"44972";"CARRERA 250 SITIO 1 COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.02591564559194";"-73.14931425226291"
"917-9";"PASAJE VOLCAN TINGUIRIRICA NUMERO 1420 LOTE A COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-36.9859094630228";"-73.16894359690146"
"1629-1";"21 DE MAYO MANZANA COMUNA CORONEL";"CORONEL";"08- REGION DEL BIOBIO";"-37.02608833201307";"-73.17779162961082"
"SIN ROL";"CALLE BORDE MAR 5 SITIO 28-A PLAYA NEGRA COMUNA PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.73775159589954";"-73.00180518990084"
"33-28";"CALLE PLAYA NEGRA 5-A SITIO 28-B PLAYA NEGRA COMUNA DE PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.73787479404427";"-73.00181457621512"
"33-28";"CALLE PLAYA NEGRA 5 SITIO 28-C PLAYA NEGRA COMUNA DE PENCO";"PENCO";"08- REGION DEL BIOBIO";"-36.73795447844258";"-73.00179088318605"
"927-13";"AINAVILLO 2358 MANZANA SITIO 13 F COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.801917500781414";"-73.04887507662943"
"927-13";"AINAVILLO 2358 MANZANA LOTE 13 G COMUNA CONCEPCION";"CONCEPCION";"08- REGION DEL BIOBIO";"-36.80213254838836";"-73.04900949847551"
"7486-11";"GABRIELA 1174 DEPARTAMENTO 33 COMUNA LA PINTANA";"LA PINTANA";"13- REGION METROPOLITANA";"-33.58545563035044";"-70.64090098693195"
"256-1";"GENERAL MACKENNA 1370 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43338096254314";"-70.65713539030017"
"148-45";"MERCED 343 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43721279280741";"-70.64207333463209"
"2225-31";"PEDRO DE VALDIVIA 1147 COMUNA PROVIDENCIA";"PROVIDENCIA";"13- REGION METROPOLITANA";"-33.43368234634958";"-70.60918264497296"
"2894-4";"LA CORUNA 1667 COMUNA CONCHALI";"CONCHALI";"13- REGION METROPOLITANA";"-33.37674884580521";"-70.68085802686686"
"6403-1";"VIA OCHO 1065 COMUNA NUNOA";"NUNOA";"13- REGION METROPOLITANA";"-33.467460942777635";"-70.61979037476861"
"163-31";"LAS TINAJAS 7492 COMUNA CERRILLOS";"CERRILLOS";"13- REGION METROPOLITANA";"-33.503590203110065";"-70.71909186307705"
"SIN ROL";"PASO SUPERIOR EL VOLCAN DESVIO LA CANTERA COMUNA PUENTE ALTO";"PUENTE ALTO";"13- REGION METROPOLITANA";"-33.59709944783182";"-70.4954003262843"
"648-90";"CARLOTA MILCHER 912 COMUNA INDEPENDENCIA";"INDEPENDENCIA";"13- REGION METROPOLITANA";"-33.42444141192955";"-70.65158737271385"
"NO TIENE";"NATANIEL 475 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.452102980229064";"-70.65306362620396"
"114-2";"HUERFANOS 1676 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44076787126492";"-70.66048421192406"
"82-139";"MONEDA 1155 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.4419779334501";"-70.65283200275938"
"929-3";"SAN VICENTE 717 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45883842384535";"-70.6771364632087"
"210-58";"ROSAS 1190 DEPARTAMENTO 505 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43563846901329";"-70.65390308371838"
"3416-20";"LIRA 1652 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46628057338172";"-70.63360413840027"
"963-5";"MAQUINISTA ESCOBAR 3173 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.46093998015231";"-70.67795872063469"
"SIN ROL";"CANAL SAN CARLOS Y PASO SUPERIOR EL VOLCAN COMUNA PUENTE ALTO";"PUENTE ALTO";"13- REGION METROPOLITANA";"-33.60137665152177";"-70.50716851491374"
"929-22";"BLANCO ENCALADA 3134 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.458419464845676";"-70.67737889780844"
"109-736";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 PISO 5 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44022601533545";"-70.65609383971228"
"82-75";"MORANDE 107 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44198752524236";"-70.65315026776568"
"97-510";"HUERFANOS 620 - 628 ESTACIONAMIENTO 246 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924108532776";"-70.64584302166648"
"NO TIENE";"LOTE C-3 Y C-4 COMUNA LO BARNECHEA";"LO BARNECHEA";"13- REGION METROPOLITANA";"-33.36274699207504";"-70.4997789247769"
"13-76";"JOSE VICTORINO LASTARRIA 46 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43987158846804";"-70.64129913101736"
"44-920, 44-921, 44-922, 44-923, 44-924, 44-925, 44-926, 44-927, 44-928, 44-929, 44-930, 44-931, 44-932, 44-933, 44-946, 44-947, 58-126, 58-446, 58-106, 58-107, 58-135, 58-127, 58-128, 58-129, 58-130, 58-131, 58-132, 58-133, 58-134";"BERNARDO OHIGGINS 1449 EDIFICIO STGO DOWNTOWN SIETE O TORRE SIETE COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44377735891296";"-70.6566906285931"
"35-58";"TEATINOS 28 TEATINOS 40 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44359845105922";"-70.65470089045517"
"278-6";"MATUCANA 501 - 573 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.439710490449066";"-70.6793642087474"
"9108-29";"LAS PARCELAS 9190 MANZANA A SITIO 29 COMUNA PENALOLEN";"PENALOLEN";"13- REGION METROPOLITANA";"-33.47240620372751";"-70.53694752148395"
"2886-33";"COQUIMBO 1410 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.45784814204175";"-70.65396055790809"
"2522-89";"MANUEL FISCHMAN 0809 SITIO 312 COMUNA LA CISTERNA";"LA CISTERNA";"13- REGION METROPOLITANA";"-33.52608692638998";"-70.67002634921934"
"109-726";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 ENTREPISO COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.44026342138599";"-70.65608879322117"
"NO TIENE";"LOTE 69 KM 2378,50 AL KM 2428.50 COMUNA QUINTA NORMAL";"QUINTA NORMAL";"13- REGION METROPOLITANA";"-33.432084731780876";"-70.6925883590535"
"97-256";"HUERFANOS 620 - 628 OFICINA 72 PISO 7 Y MEDIO COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.43924104720918";"-70.6458448206253"
"621-20";"CARMEN 508 COMUNA SANTIAGO";"SANTIAGO";"13- REGION METROPOLITANA";"-33.449907132997474";"-70.64132255371436"
"4590-1";"HIJUELA LA OBRA DE CHENA LOTE A Y LOTE B COMUNA SAN BERNARDO";"SAN BERNARDO";"13- REGION METROPOLITANA";"-33.58799483964384";"-70.72267095243572"
"2396-17";"MAPOCHO 7432 COMUNA CERRO NAVIA";"CERRO NAVIA";"13- REGION METROPOLITANA";"-33.42396027532501";"-70.74168921692377"
