REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;VALOR_UF;VALOR_USD
"Antofagasta";"CALAMA";"5311-1";"SITIO 1 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"5013";"ARRENDAMIENTO";"2-posible";"40108";"1705983"
"Antofagasta";"CALAMA";"5319-4";"MARTIN VEGA PIZARRO SIN NUMERO LOTE 6 MANZANA C-3 PUERTO SECO COMUNA CALAMA";"5006";"CONCESION A TITULO ONEROSO";"2-posible";"40051";"1703559"
"Antofagasta";"CALAMA";"5311-11";"SITIO 11 MANZANA K PUERTO SECO COMUNA CALAMA";"5003";"CONCESION A TITULO ONEROSO";"2-posible";"40022";"1702325"
"Antofagasta";"CALAMA";"5001-8";"LOTE 39 SECTOR PUERTO SECO COMUNA CALAMA";"5000";"ARRENDAMIENTO";"2-posible";"40000";"1701389"
"Antofagasta";"CALAMA";"5319-5";"JUAN NICOLAS ZALDIVAR SIN NUMERO SITIO 5 MANZANA C-3 SECTOR PUERTO SECO COMUNA CALAMA";"4979";"CONCESION A TITULO ONEROSO";"2-posible";"39830";"1694159"
"Antofagasta";"CALAMA";"5319-3";"JUAN NICOLAS ZALDIVAR SIN NUMERO LOTE 7 MANZANA C 3 PUERTO SECO COMUNA CALAMA";"4973";"CONCESION A TITULO ONEROSO";"2-posible";"39786";"1692287"
"Antofagasta";"CALAMA";"5319-6";"JUAN NICOLAS ZALDIVAR SIN NUMERO SITIO 4 MANZANA C-3 SECTOR AMPLIACION PUERTO SECO COMUNA CAL";"4944";"CONCESION A TITULO ONEROSO";"2-posible";"39554";"1682419"
"Antofagasta";"CALAMA";"5319-1";"MARTIN VEGA PIZARRO SIN NUMERO SITIO 9 MANZANA C-3 PUERTO SECO COMUNA CALAMA";"4937";"CONCESION A TITULO ONEROSO";"2-posible";"39496";"1679952"
"Antofagasta";"CALAMA";"5319-8";"JUAN NICOLAS ZALDIVAR SIN NUMERO SITIO 2 MANZANA C-3 SECTOR AMPLIACION PUERTO SECO COMUNA CAL";"4922";"CONCESION A TITULO ONEROSO";"2-posible";"39372";"1674678"
"Antofagasta";"CALAMA";"5317-7";"ALBERTO TERRAZAS VIRREYRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 SITIO 3 COMUNA CALAMA";"4848";"CONCESION A TITULO ONEROSO";"2-posible";"38781";"1649540"
"Antofagasta";"CALAMA";"5316-1";"LOTE 3 MANZANA A-3 SECTOR PUERTO SECO COMUNA CALAMA";"4833";"ARRENDAMIENTO";"2-posible";"38661";"1644435"
"Antofagasta";"CALAMA";"5301-20";"ALBERTO TERRAZAS VYRREIRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-1 SITIO 1 COMUNA CALAMA";"4807";"CONCESION A TITULO ONEROSO";"2-posible";"38455";"1635673"
"Antofagasta";"CALAMA";"5317-2";"SECTOR PUERTO SECO MANZANA A-2 LOTE 8 COMUNA CALAMA";"4759";"CONCESION A TITULO ONEROSO";"2-posible";"38076";"1619553"
"Antofagasta";"ANTOFAGASTA";"6705-3";"LA NEGRA MANZANA B-1 LOTE 3 COMUNA ANTOFAGASTA";"2537";"ARRENDAMIENTO";"2-posible";"38055";"1618659"
"Antofagasta";"CALAMA";"5317-4";"ALBERTO TERRAZAS VIRREYRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 SITIO 6 COMUNA CALAMA";"4724";"CONCESION A TITULO ONEROSO";"2-posible";"37792";"1607473"
"Antofagasta";"TOCOPILLA";"44-19";"ACCESO PLANTA NORGENER COMUNA TOCOPILLA";"9410";"CONCESION GRATUITA";"2-posible";"37640";"1601007"
"Antofagasta";"ANTOFAGASTA";"15010-2";"EL HUASCAR MANZANA M SITIO 2 COMUNA ANTOFAGASTA";"2476";"ARRENDAMIENTO";"2-posible";"37145";"1579953"
"Antofagasta";"CALAMA";"5319-9";"SITIO 1 MANZANA C-3 SECTOR PUERTO SECO COMUNA CALAMA";"4632";"CONCESION A TITULO ONEROSO";"2-posible";"37057";"1576210"
"Antofagasta";"CALAMA";"5317-6";"LOTE 4 MANZANA A-2 SECTOR PUERTO SECO COMUNA CALAMA";"4605";"ARRENDAMIENTO";"2-posible";"36843";"1567107"
"Antofagasta";"CALAMA";"3301-714";"LOCALIDAD DE CHIU-CHIU COMUNA CALAMA";"4550";"CONCESION GRATUITA";"2-posible";"36397";"1548137"
"Antofagasta";"CALAMA";"5317-5";"ALBERTO TERRAZAS VIRREYRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 LOTE 5 COMUNA CALAMA";"4548";"CONCESION A TITULO ONEROSO";"2-posible";"36384";"1547584"
"Antofagasta";"ANTOFAGASTA";"16092-7";"SITIO 7 MANZANA 8 LA CHIMBA COMUNA ANTOFAGASTA";"2422";"ARRENDAMIENTO";"2-posible";"36335";"1545500"
"Antofagasta";"CALAMA";"5317-1";"SECTOR PUERTO SECO MANZANA A-2 SITIO 9 COMUNA CALAMA";"4529";"CONCESION A TITULO ONEROSO";"2-posible";"36236";"1541289"
"Antofagasta";"ANTOFAGASTA";"16173-5";"SITIO 5-A MANZANA 62 LA CHIMBA COMUNA ANTOFAGASTA";"2382";"ARRENDAMIENTO";"2-posible";"35734";"1519936"
"Antofagasta";"TALTAL";"4005-13";"LOTE B CORRALON MUNICIPAL COMUNA TALTAL";"11500";"CONCESION GRATUITA";"2-posible";"34500";"1467448"
"Antofagasta";"ANTOFAGASTA";"5207-2";"LOTE B CALLE TEPUAL CON MATAVERI VILLA AZUL COMUNA ANTOFAGASTA";"2289";"CONCESION GRATUITA";"2-posible";"34330";"1460218"
"Antofagasta";"ANTOFAGASTA";"16142-3";"LA CHIMBA ALTO MANZANA 33 SITIO 3-A COMUNA ANTOFAGASTA";"2219";"ARRENDAMIENTO";"2-posible";"33279";"1415514"
"Antofagasta";"ANTOFAGASTA";"442-2";"CALLE ANGOL SIN NUMERO COMUNA ANTOFAGASTA";"2176";"CONCESION GRATUITA";"2-posible";"32637";"1388206"
"Antofagasta";"CALAMA";"5301-13";"SECTOR PUERTO SECO MANZANA A-1 SITIO 8 COMUNA CALAMA";"4000";"ARRENDAMIENTO";"2-posible";"32000";"1361112"
"Antofagasta";"CALAMA";"5317-3";"AVENIDA ALBERTO TERRAZAS SECTOR PUERTO SECO MANZANA A-2 SITIO 7 COMUNA CALAMA";"3959";"ARRENDAMIENTO";"2-posible";"31669";"1347033"
"Antofagasta";"ANTOFAGASTA";"16142-12";"SITIO 3-B MANZANA 33 LA CHIMBA ALTO COMUNA ANTOFAGASTA";"2079";"ARRENDAMIENTO";"2-posible";"31179";"1326191"
"Antofagasta";"ANTOFAGASTA";"16095-11";"SITIO 11 MANZANA 37 LA CHIMBA COMUNA ANTOFAGASTA";"2074";"ARRENDAMIENTO";"2-posible";"31110";"1323256"
"Antofagasta";"ANTOFAGASTA";"1836-2";"CALLE PAIHUANO ESQUINA AVENIDA ESPANA COMUNA ANTOFAGASTA";"2048";"CONCESION GRATUITA";"2-posible";"30723";"1306795"
"Antofagasta";"ANTOFAGASTA";"16071-9";"SITIO 9 MANZANA 10 LA CHIMBA COMUNA ANTOFAGASTA";"2001";"ARRENDAMIENTO";"2-posible";"30022";"1276978"
"Tarapacá";"ALTO HOSPICIO";"6502-33";"LOTE 1 ALTO MOLLE COMUNA ALTO HOSPICIO";"6000";"EN USO RECUPERABLE (texto)";"2-posible";"30000";"1276042"
"Tarapacá";"IQUIQUE";"4700-89";"CALLE VIA 5 COMUNA IQUIQUE";"2500";"EN USO RECUPERABLE (texto)";"2-posible";"30000";"1276042"
"Antofagasta";"ANTOFAGASTA";"1258-1";"CALLE VENEZUELA SITIO 1 COMUNA ANTOFAGASTA";"1999";"CONCESION GRATUITA";"2-posible";"29989";"1275574"
"Antofagasta";"CALAMA";"5305-13";"CALLE TRES SIN NUMERO LOTE 13 MANZANA E-1 PUERTO SECO COMUNA CALAMA";"3727";"CONCESION A TITULO ONEROSO";"2-posible";"29813";"1268088"
"Antofagasta";"TALTAL";"615-1";"SITIO S-1 MANZANA E-EQUIPAMIENTO CANCHA DE FUTBOL PAPOSO COMUNA TALTAL";"9887";"CONCESION GRATUITA";"2-posible";"29660";"1261580"
"Antofagasta";"MEJILLONES";"60-001";"HOSPITAL DE MEJILLONES COMUNA MEJILLONES";"5707";"CONCESION GRATUITA";"2-posible";"28537";"1213814"
"Antofagasta";"CALAMA";"5315-22";"PUERTO SECO MANZANA E-2 LOTE 22 COMUNA CALAMA";"3550";"CONCESION A TITULO ONEROSO";"2-posible";"28403";"1208114"
"Antofagasta";"SAN PEDRO DE ATACAMA";"3560-95";"PARTE DEL SITIO 51 EX ESCUELA DE COYO AYLLO DE COYO COMUNA SAN PEDRO DE ATACAMA";"7000";"CONCESION GRATUITA";"2-posible";"28000";"1190973"
"Antofagasta";"MEJILLONES";"84-4";"BERNARDO OHIGGINS ESQUINA FERTILIZANTE LOTE A COMUNA MEJILLONES";"5577";"CONCESION GRATUITA";"2-posible";"27884";"1186039"
"Tarapacá";"ALTO HOSPICIO";"NO MENCIONA";"HUANTAJAYA SUR COMUNA ALTO HOSPICIO";"5500";"EN USO RECUPERABLE (texto)";"2-posible";"27500";"1169705"
"Tarapacá";"ALTO HOSPICIO";"SIN ROL";"AVENIDA LOS AROMOS SIN NUMERO COMUNA ALTO HOSPICIO";"5453";"EN USO RECUPERABLE (texto)";"2-posible";"27265";"1159710"
"Tarapacá";"ALTO HOSPICIO";"6502-34";"COMUNA ALTO HOSPICIO";"5429";"EN USO RECUPERABLE (texto)";"2-posible";"27144";"1154563"
"Tarapacá";"ALTO HOSPICIO";"SIN ROL";"LOTE 2 COMUNA ALTO HOSPICIO";"5400";"EN USO RECUPERABLE (texto)";"2-posible";"27000";"1148438"
"Antofagasta";"ANTOFAGASTA";"16440-1";"RICA AVENTURA EX CINCO LA CHIMBA MANZANA 3 LOTE 1 COMUNA ANTOFAGASTA";"1800";"CONCESION A TITULO ONEROSO";"2-posible";"27000";"1148438"
"Antofagasta";"ANTOFAGASTA";"20005-4";"SECTOR MANTOS BLANCOS SIN NUMERO COMUNA ANTOFAGASTA";"1784";"CONCESION A TITULO ONEROSO";"2-posible";"26756";"1138059"
"Antofagasta";"ANTOFAGASTA";"16440-2";"RICA AVENTURA EX CINCO LA CHIMBA MANZANA 3 LOTE 2 COMUNA ANTOFAGASTA";"1700";"CONCESION A TITULO ONEROSO";"2-posible";"25500";"1084636"
"Antofagasta";"TALTAL";"509-37";"APROX A 51,30 KMS AL ESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"8500";"ARRENDAMIENTO";"2-posible";"25500";"1084636"
"Tarapacá";"ALTO HOSPICIO";"5394-1";"SITIO 1 COMUNA ALTO HOSPICIO";"5043";"EN USO RECUPERABLE (texto)";"2-posible";"25214";"1072471"
"Tarapacá";"ALTO HOSPICIO";"5301-5";"SITIO 2 MANZANA E COMUNA ALTO HOSPICIO";"5024";"EN USO RECUPERABLE (texto)";"2-posible";"25120";"1068473"
"Tarapacá";"ALTO HOSPICIO";"5350-06";"CALLE ITALO SCIARAFFIA COMUNA ALTO HOSPICIO";"5013";"EN USO RECUPERABLE (texto)";"2-posible";"25065";"1066133"
"Tarapacá";"ALTO HOSPICIO";"PREASIGNADO";"CALLE RICARDO LAGOS SIN NUMERO COMUNA ALTO HOSPICIO";"5000";"EN USO RECUPERABLE (texto)";"2-posible";"25000";"1063368"
"Tarapacá";"ALTO HOSPICIO";"PREASIGNADO";"CALLE PROYECTADA SIN NUMERO COMUNA ALTO HOSPICIO";"5000";"EN USO RECUPERABLE (texto)";"2-posible";"25000";"1063368"
"Tarapacá";"ALTO HOSPICIO";"SIN ROL";"CALLE PROYECTADA SIN NUMERO COMUN ALTO HOSPICIO";"5000";"EN USO RECUPERABLE (texto)";"2-posible";"25000";"1063368"
"Tarapacá";"ALTO HOSPICIO";"PREASIGNADO";"SITIO DOS MANZANA E COMUNA ALTO HOSPICIO";"5000";"EN USO RECUPERABLE (texto)";"2-posible";"25000";"1063368"
"Tarapacá";"ALTO HOSPICIO";"SIN ROL";"AVENIDA LAS PARCELAS SIN NUMERO COMUNA ALTO HOSPICIO";"4958";"EN USO RECUPERABLE (texto)";"2-posible";"24790";"1054436"
"Tarapacá";"ALTO HOSPICIO";"5303-6";"MANZANA A LOTE 3 COMUNA ALTO HOSPICIO";"4958";"EN USO RECUPERABLE (texto)";"2-posible";"24788";"1054351"
"Antofagasta";"ANTOFAGASTA";"8000-3";"LOTE B CALLE EDUARDO FOSTER CON VLADIMIR SAAVEDRA CHIMBA ALTO COMUNA ANTOFAGASTA";"1646";"CONCESION GRATUITA";"2-posible";"24691";"1050225"
"Antofagasta";"CALAMA";"5303-10";"LUIS CALLEJAS ROJAS SIN NUMERO LOTE 4 MANZANA C-1 SECTOR PUERTO SECO COMUNA CALAMA";"3081";"CONCESION A TITULO ONEROSO";"2-posible";"24645";"1048269"
"Antofagasta";"CALAMA";"5303-9";"LOTE 5 MANZANA C 1 SECTOR PUERTO SECO COMUNA CALAMA";"3068";"ARRENDAMIENTO";"2-posible";"24541";"1043845"
"Antofagasta";"ANTOFAGASTA";"1316-1";"POBLACION VILLA EL SALAR COMUNA ANTOFAGASTA";"1631";"CONCESION GRATUITA";"2-posible";"24458";"1040315"
"Antofagasta";"ANTOFAGASTA";"551-1";"ANDRES SABELLA ESQUINA PASAJE AVELINO CONTARDO NORTE VILLA ESMERALDA COMUNA ANTOFAGASTA";"1623";"CONCESION GRATUITA";"2-posible";"24346";"1035551"
"Antofagasta";"CALAMA";"5318-1";"LOTE 4 MANZANA C-2 SECTOR PUERTO SECO COMUNA CALAMA";"3016";"CONCESION A TITULO ONEROSO";"2-posible";"24126";"1026193"
"Antofagasta";"CALAMA";"5318-8";"MARTIN VEGA PIZARRO SIN NUMERO LOTE 1 MANZANA C-2 SECTOR PUERTO SECO COMUNA CALAMA";"3005";"CONCESION A TITULO ONEROSO";"2-posible";"24040";"1022535"
"Antofagasta";"ANTOFAGASTA";"20005-2";"SUBESTACION CAPRICORNIO COMUNA ANTOFAGASTA";"1600";"ARRENDAMIENTO";"2-posible";"24000";"1020834"
"Antofagasta";"ANTOFAGASTA";"5033-806";"EL ORO ESQUINA NICOLAS TIRADO BARRIO INDUSTRIAL SECTOR 5B MANZANA 11-A SITIO 13 COMUNA ANTOFA";"1587";"CONCESION GRATUITA";"2-posible";"23810";"1012752"
"Antofagasta";"OLLAGUE";"3429-1";"CAMPO DEPORTIVO COMUNA OLLAGUE";"23806";"CONCESION GRATUITA";"2-posible";"23806";"1012582"
"Antofagasta";"ANTOFAGASTA";"2477-1";"HUANTAJAYA SIN NUMERO INTERSECCION AVENIDA IRARRAZABAL COMUNA ANTOFAGASTA";"1576";"CONCESION GRATUITA";"2-posible";"23640";"1005521"
"Antofagasta";"CALAMA";"5301-7";"LOTE 16 MANAZANA A 1 SECTOR PUERTO SECO COMUNA CALAMA";"2908";"ARRENDAMIENTO";"2-posible";"23266";"989613"
"Antofagasta";"ANTOFAGASTA";"3017-4";"POBLACION COVIEFI COMUNA ANTOFAGASTA";"1544";"CONCESION GRATUITA";"2-posible";"23166";"985360"
"Antofagasta";"CALAMA";"5318-9";"SITIO 6 B MANZANA C-2 SECTOR PUERTO SECO COMUNA CALAMA";"2867";"CONCESION A TITULO ONEROSO";"2-posible";"22936";"975577"
"Antofagasta";"SIERRA GORDA";"6053-1";"LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"11279";"CONCESION GRATUITA";"2-posible";"22559";"959541"
"Antofagasta";"CALAMA";"5301-16";"LUIS CALLEJAS ROJAS SIN NUMERO SITIO 5 MANZANA A-1 SECTOR AMPLIACION PUERTO SECO COMUNA CALAM";"2804";"CONCESION A TITULO ONEROSO";"2-posible";"22434";"954224"
"Tarapacá";"POZO ALMONTE";"PREASIGNADO";"CALLE PROYECTADA SECTOR INDUSTRIAL COMUNA POZO ALMONTE";"7400";"EN USO RECUPERABLE (texto)";"2-posible";"22200";"944271"
"Antofagasta";"CALAMA";"5303-1";"LOTE 8 MANZANA C-1 PUERTO SECO COMUNA CALAMA";"2760";"CONCESION A TITULO ONEROSO";"2-posible";"22080";"939167"
"Antofagasta";"MEJILLONES";"32-12";"MANZANA 11 SITIO 6 COMUNA MEJILLONES";"4363";"CONCESION GRATUITA";"2-posible";"21816";"927938"
"Antofagasta";"ANTOFAGASTA";"3017-2";"MAR DEL PLATA CON SANTA ELENA COMUNA ANTOFAGASTA";"1446";"CONCESION GRATUITA";"2-posible";"21687";"922451"
"Antofagasta";"CALAMA";"5317-9";"LUIS CALLEJA ROJAS SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 LOTE 1 COMUNA CALAMA";"2709";"CONCESION A TITULO ONEROSO";"2-posible";"21671";"921770"
"Antofagasta";"CALAMA";"5318-10";"MARTIN VEGA PIZARRO SIN NUMERO SITIO 2B MANZANA C-2 SECTOR PUERTO SECO COMUNA CALAMA";"2708";"CONCESION A TITULO ONEROSO";"2-posible";"21666";"921558"
"Antofagasta";"ANTOFAGASTA";"3016-1";"POBLACION COVIEFI SIN NUMERO COMUNA ANTOFAGASTA";"1437";"CONCESION GRATUITA";"2-posible";"21559";"917006"
"Tarapacá";"ALTO HOSPICIO";"PREASIGNADO";"CALLE VECINA SIN NUMERO COMUNA ALTO HOSPICIO";"4209";"EN USO RECUPERABLE (texto)";"2-posible";"21043";"895058"
"Antofagasta";"CALAMA";"5318-7";"SITIO 2 A MANZANA C 2 PUERTO SECO COMUNA CALAMA";"2619";"ARRENDAMIENTO";"2-posible";"20953";"891230"
"Antofagasta";"ANTOFAGASTA";"1951-9";"CALLE EL LOA CON PASAJE COBIJA POBLACION MANUEL RODRIGUEZ COMUNA ANTOFAGASTA";"1396";"CONCESION GRATUITA";"2-posible";"20933";"890380"
"Antofagasta";"ANTOFAGASTA";"1689-2";"LOTE B FREIRINA ESQUINA OLLAGUE POBLACION EL GOLF COMUNA ANTOFAGASTA";"1377";"CONCESION GRATUITA";"2-posible";"20655";"878555"
"Antofagasta";"CALAMA";"5316-2";"MANUEL VILLEGAS MALDONADO SIN NUMERO SITIO 2 MANZANA A-3 PUERTO SECO COMUNA CALAMA";"2565";"CONCESION A TITULO ONEROSO";"2-posible";"20518";"872728"
"Antofagasta";"SAN PEDRO DE ATACAMA";"10001-15";"LOTE D SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA";"5100";"CONCESION A TITULO ONEROSO";"2-posible";"20400";"867709"
"Antofagasta";"CALAMA";"5301-5";"SITIO 14 MANZANA A 1 SECTOR PUERTO SECO COMUNA CALAMA";"2522";"ARRENDAMIENTO";"2-posible";"20176";"858181"
"Antofagasta";"CALAMA";"5318-4";"CALLE LUIS CALLEJAS ROJAS SITIO 7 MANZANA C 2 SECTOR PUERTO SECO COMUNA CALAMA";"2515";"CONCESION A TITULO ONEROSO";"2-posible";"20120";"855799"
"Antofagasta";"CALAMA";"5301-15";"CALLE LUIS CALLEJAS ROJAS MANZANA A-1 LOTE 6 SECTOR PUERTO SECO COMUNA CALAMA";"2506";"ARRENDAMIENTO";"2-posible";"20047";"852694"
"Antofagasta";"SAN PEDRO DE ATACAMA";"10001-14";"LOTE C SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA";"5000";"CONCESION GRATUITA";"2-posible";"20000";"850695"
"Antofagasta";"CALAMA";"5318-2";"SITIO 5 MANZANA C-2 SECTOR PUERTO SECO COMUNA CALAMA";"2493";"CONCESION A TITULO ONEROSO";"2-posible";"19946";"848398"
"Antofagasta";"ANTOFAGASTA";"1689-1";"LOTE A ELQUI ESQUINA OLLAGUE POBLACION EL GOLF COMUNA ANTOFAGASTA";"1328";"CONCESION GRATUITA";"2-posible";"19918";"847207"
"Antofagasta";"MEJILLONES";"1001-2";"BALNEARIO HORNITOS COMUNA MEJILLONES";"3976";"CONCESION GRATUITA";"2-posible";"19878";"845505"
"Antofagasta";"SIERRA GORDA";"6038-2";"LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"9821";"CONCESION GRATUITA";"2-posible";"19642";"835467"
"Tarapacá";"ALTO HOSPICIO";"7000-13";"LOTE 1 COMUNA ALTO HOSPICIO";"3926";"EN USO RECUPERABLE (texto)";"2-posible";"19629";"834914"
"Antofagasta";"ANTOFAGASTA";"3002-1";"SANTA MARTA SIN NUMERO MANZANA 31 COMUNA ANTOFAGASTA";"1296";"CONCESION GRATUITA";"2-posible";"19440";"826875"
"Antofagasta";"CALAMA";"5301-11";"GILBERTO GOMEZ CONTARDO SIN NUMERO SECTOR PUERTO SECO MANZANA A-1 LOTE 20 COMUNA CALAMA";"2422";"CONCESION A TITULO ONEROSO";"2-posible";"19376";"824153"
"Antofagasta";"CALAMA";"5305-12";"COLECTORA SIN NUMERO MANZANA E-1 LOTE 1 PUERTO SECO COMUNA CALAMA";"2417";"CONCESION A TITULO ONEROSO";"2-posible";"19335";"822409"
"Antofagasta";"CALAMA";"5301-10";"GILBERTO GOMEZ CONTARDO SIN NUMERO LOTE 19 MANZANA A-1 SECTOR AMPLIACION PUERTO SECO COMUNA C";"2417";"CONCESION A TITULO ONEROSO";"2-posible";"19334";"822367"
"Antofagasta";"CALAMA";"5301-19";"SECTOR PUERTO SECO MANZANA A-1 LOTE 2 COMUNA CALAMA";"2406";"CONCESION A TITULO ONEROSO";"2-posible";"19246";"818624"
"Antofagasta";"CALAMA";"5301-9";"SECTOR PUERTO SECO MANZANA A-1 SITIO 18 COMUNA CALAMA";"2401";"CONCESION A TITULO ONEROSO";"2-posible";"19211";"817135"
"Antofagasta";"CALAMA";"5301-8";"LOTE 17 MANZANA A-1 SECTOR PUERTO SECO COMUNA CALAMA";"2400";"CONCESION A TITULO ONEROSO";"2-posible";"19201";"816709"
"Antofagasta";"CALAMA";"5303-7";"LUIS CALLEJAS ROJAS SIN NUMERO LOTE 7 MANZANA C 1 SECTOR PUERTO SECO COMUNA CALAMA";"2400";"CONCESION A TITULO ONEROSO";"2-posible";"19199";"816624"
"Antofagasta";"CALAMA";"1240-34";"SECTOR PONIENTE VILLA LOS SALARES COMUNA CALAMA";"2395";"CONCESION GRATUITA";"2-posible";"19157";"814838"
"Antofagasta";"SIERRA GORDA";"6365-3";"A 560 MTS AL OESTE DE LA LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA";"9495";"CONCESION GRATUITA";"2-posible";"18990";"807735"
"Tarapacá";"PICA";"PREASIGNADO";"LOTE 2 COMUNA PICA";"6191";"EN USO RECUPERABLE (texto)";"2-posible";"18573";"789998"
"Antofagasta";"CALAMA";"5301-14";"LUIS CALLEJAS ROJAS SIN NUMERO SECTOR PUERTO SECO MANZANA A-1 SITIO 7 COMUNA CALAMA";"2293";"CONCESION A TITULO ONEROSO";"2-posible";"18345";"780300"
"Tarapacá";"POZO ALMONTE";"PREASIGNADO";"LOTE 5 MANZANA B LA TIRANA COMUNA POZO ALMONTE";"6100";"EN USO RECUPERABLE (texto)";"2-posible";"18300";"778386"
"Antofagasta";"SIERRA GORDA";"6051-1";"A 197 M AL NORESTE DE LA CALLE ARTURO PRAT COMUNA SIERRA GORDA";"9119";"CONCESION GRATUITA";"2-posible";"18238";"775749"
"Antofagasta";"CALAMA";"5301-4";"SECTOR PUERTO SECO MANZANA A-1 SITIO 13 COMUNA CALAMA";"2261";"ARRENDAMIENTO";"2-posible";"18085";"769241"
"Tarapacá";"POZO ALMONTE";"PREASIGNADO";"PREDIO IBAQUIZA COMUNA POZO ALMONTE";"6000";"EN USO RECUPERABLE (texto)";"2-posible";"18000";"765625"
"Antofagasta";"ANTOFAGASTA";"8546-1";"CALLE LAS GAVIOTAS CON PASAJE CHOAPA COMUNA ANTOFAGASTA";"1175";"CONCESION GRATUITA";"2-posible";"17630";"749887"
"Antofagasta";"SIERRA GORDA";"6410-1";"A 554 MT AL SURESTE DE AVENIDA SALVADOR ALLENDE BAQUEDANO COMUNA SIERRA GORDA";"8752";"CONCESION GRATUITA";"2-posible";"17503";"744485"
"Antofagasta";"SAN PEDRO DE ATACAMA";"3751-36";"LOTE B LOCALIDAD DE PEINE COMUNA SAN PEDRO DE ATACAMA";"4365";"CONCESION GRATUITA";"2-posible";"17459";"742614"
"Antofagasta";"ANTOFAGASTA";"3017-1";"VIENTOS DEL SUR LOTE 1 COMUNA ANTOFAGASTA";"1163";"CONCESION GRATUITA";"2-posible";"17440";"741806"
"Antofagasta";"CALAMA";"5315-11";"LOTE 1 MANZANA E-2 PUERTO SECO COMUNA CALAMA";"2178";"CONCESION A TITULO ONEROSO";"2-posible";"17425";"741168"
"Antofagasta";"CALAMA";"5318-3";"SITIO 6 A MANZANA C-2 PUERTO SECO COMUNA CALAMA";"2174";"ARRENDAMIENTO";"2-posible";"17392";"739764"
"Antofagasta";"ANTOFAGASTA";"1160-1";"CALLE JOSE CRUZAT ENTRE INGENIERO MUTILLA POBLACION TENIENTE MERINO COMUNA ANTOFAGASTA";"1158";"CONCESION GRATUITA";"2-posible";"17374";"738999"
"Antofagasta";"MEJILLONES";"600-5";"MANZANA F SITIO 5 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES";"3450";"ARRENDAMIENTO";"2-posible";"17248";"733639"
"Tarapacá";"PICA";"PREASIGNADO";"SECTOR VALLE DE QUISCA COMUNA DE PICA";"5700";"EN USO RECUPERABLE (texto)";"2-posible";"17100";"727344"
"Antofagasta";"MARIA ELENA";"373-2";"PUEBLO DE QUILLAGUA SIN NUMERO COMUNA MARIA ELENA";"8500";"CONCESION GRATUITA";"2-posible";"17000";"723091"
"Antofagasta";"CALAMA";"5303-5";"GILBERTO GOMEZ CONTARDO SIN NUMERO LOTE 12 MANZANA C-1 PUERTO SECO COMUNA CALAMA";"2100";"CONCESION A TITULO ONEROSO";"2-posible";"16799";"714541"
"Antofagasta";"ANTOFAGASTA";"448-2";"EDUARDO ORCHARD LOTE A POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA";"1117";"CONCESION GRATUITA";"2-posible";"16757";"712755"
"Antofagasta";"CALAMA";"5303-6";"LOTE 13 MANZANA C-1 PUERTO SECO COMUNA CALAMA";"2081";"CONCESION A TITULO ONEROSO";"2-posible";"16651";"708246"
"Antofagasta";"CALAMA";"5303-8";"LUIS CALLEJAS ROJAS SIN NUMERO SITIO 6 MANZANA C-1 SECTOR PUERTO SECO COMUNA CALAMA";"2072";"CONCESION A TITULO ONEROSO";"2-posible";"16577";"705098"
"Antofagasta";"OLLAGUE";"4100-65";"A 700 MTS AL SURESTE DE LA LOCALIDAD DE OLLAGUE COMUNA OLLAGUE";"16500";"CONCESION GRATUITA";"2-posible";"16500";"701823"
"Antofagasta";"CALAMA";"5305-17";"SITIO 17 MANZANA E-1 BARRIO INDUSTRIAL SECTOR PUERTO SECO COMUNA DE CALAMA";"2061";"CONCESION A TITULO ONEROSO";"2-posible";"16487";"701270"
"Antofagasta";"CALAMA";"5305-23";"LOTE 23 MANZANA E-1 PUERTO SECO COMUNA CALAMA";"2061";"CONCESION A TITULO ONEROSO";"2-posible";"16487";"701270"
"Antofagasta";"CALAMA";"5305-15";"CALLE TRES SIN NUMERO PUERTO SECO MANZANA E-1 SITIO 15 COMUNA CALAMA";"2061";"CONCESION A TITULO ONEROSO";"2-posible";"16487";"701270"
"Antofagasta";"CALAMA";"5305-22";"CALLE TRES SIN NUMERO LOTE 22 MANZANA E-1 PUERTO SECO COMUNA CALAMA";"2061";"CONCESION A TITULO ONEROSO";"2-posible";"16487";"701270"
