REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;VALOR_UF;VALOR_USD
"Antofagasta";"CALAMA";"3301-710";"LOTE 7 PUEBLO DE LASANA COMUNA CALAMA";"12500";"CONCESION GRATUITA";"2-posible";"100000";"4253474"
"Tarapacá";"IQUIQUE";"PREASIGNADO";"CALLE PROYECTADA SIN NUMERO COMUNA IQUIQUE";"8300";"EN USO RECUPERABLE (texto)";"2-posible";"99600";"4236460"
"Antofagasta";"CALAMA";"5304-1";"LOTE 1-A MANZANA D AMPLIACION PUERTO SECO COMUNA CALAMA";"12446";"ARRENDAMIENTO";"2-posible";"99565";"4234971"
"Antofagasta";"MARIA ELENA";"6800-26";"OFICINA TOCO COMUNA MARIA ELENA";"49300";"CONCESION GRATUITA";"2-posible";"98600";"4193925"
"Antofagasta";"CALAMA";"1240-43";"SITIO 10 AVENIDA TENIENTE MERINO 3551 COMUNA DE CALAMA";"12312";"CONCESION GRATUITA";"2-posible";"98499";"4189629"
"Antofagasta";"CALAMA";"5005-3";"SITIO 3 MANZANA 2 PUERTO SECO COMUNA CALAMA";"12300";"ARRENDAMIENTO";"2-posible";"98400";"4185418"
"Antofagasta";"CALAMA";"1407-1";"RIQUELME 4050 VILLA AYQUINA COMUNA CALAMA";"12067";"CONCESION GRATUITA";"2-posible";"96532";"4105963"
"Antofagasta";"SIERRA GORDA";"6101-28";"AL NORESTE DE LA LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"48200";"ARRENDAMIENTO";"2-posible";"96400";"4100349"
"Antofagasta";"CALAMA";"6070-37";"MANZANA 6 B LOTE 1 SECTOR TOPATER COMUNA CALAMA";"11910";"CONCESION GRATUITA";"2-posible";"95282";"4052795"
"Antofagasta";"CALAMA";"5306-1";"SITIO 1-A MANZANA F AMPLIACION PUERTO SECO COMUNA CALAMA";"11873";"ARRENDAMIENTO";"2-posible";"94988";"4040290"
"Antofagasta";"ANTOFAGASTA";"16070-1";"CALLE 2 SUR LA CHIMBA MANZANA 18 SITIO 1 VILLA AGRICOLA COMUNA ANTOFAGASTA";"6241";"ARRENDAMIENTO";"2-posible";"93611";"3981719"
"Antofagasta";"ANTOFAGASTA";"7850-1";"MANZANA 14 SECTOR LOS ARENALES COMUNA ANTOFAGASTA";"6113";"CONCESION GRATUITA";"2-posible";"91697";"3900308"
"Antofagasta";"ANTOFAGASTA";"20006-2";"SECTOR PORTEZUELO COMUNA ANTOFAGASTA";"6100";"ARRENDAMIENTO";"2-posible";"91500";"3891928"
"Antofagasta";"CALAMA";"8004-38";"ACCESO SUR DE CALAMA COMUNA CALAMA";"11342";"ARRENDAMIENTO";"2-posible";"90740";"3859602"
"Antofagasta";"ANTOFAGASTA";"16171-4";"LOTEO LAS PALMAS MANZANA 63 SITIO 4 LA CHIMBA COMUNA ANTOFAGASTA";"6012";"ARRENDAMIENTO";"2-posible";"90178";"3835697"
"Antofagasta";"ANTOFAGASTA";"16150-11";"SITIO 11 MANZANA 27 LA CHIMBA COMUNA ANTOFAGASTA";"6000";"ARRENDAMIENTO";"2-posible";"90000";"3828126"
"Antofagasta";"ANTOFAGASTA";"16151-11";"CALLE AGUAS CALIENTES SIN NUMERO MANZANA 28 SITIO 11 LA CHIMBA COMUNA ANTOFAGASTA";"6000";"ARRENDAMIENTO";"2-posible";"90000";"3828126"
"Antofagasta";"MARIA ELENA";"6700-54";"SECTOR CRUCERO LOTE C COMUNA MARIA ELENA";"45000";"CONCESION A TITULO ONEROSO";"2-posible";"90000";"3828126"
"Antofagasta";"ANTOFAGASTA";"16052-4";"LA CHIMBA SECTOR III MANZANA A SITIO 4 COMUNA ANTOFAGASTA";"6000";"CONCESION GRATUITA";"2-posible";"90000";"3828126"
"Antofagasta";"SAN PEDRO DE ATACAMA";"NO ENROLADO";"SECTOR LLANO DE LA PACIENCIA COMUNA SAN PEDRO DE ATACAMA";"22500";"ARRENDAMIENTO";"2-posible";"90000";"3828126"
"Antofagasta";"CALAMA";"8004-28";"ACCESO SUR DEL SECTOR BARRIO INDUSTRIAL COMUNA CALAMA";"10872";"ARRENDAMIENTO";"2-posible";"86978";"3699586"
"Antofagasta";"ANTOFAGASTA";"16153-12";"LOTE F-4B SECTOR LA CHIMBA COMUNA ANTOFAGASTA";"5744";"CONCESION GRATUITA";"2-posible";"86163";"3664921"
"Antofagasta";"ANTOFAGASTA";"25001-37";"LOS COPIHUES SIN NUMERO SITIO 58 COMUNA ANTOFAGASTA";"5699";"ARRENDAMIENTO";"2-posible";"85485";"3636082"
"Antofagasta";"CALAMA";"1436-2";"LA PAMPA 733 LOTE B VILLA KAMAC MAYU SECTOR AVENIDA GRAU KAMAC MAYU COMUNA CALAMA";"10619";"CONCESION GRATUITA";"2-posible";"84956";"3613581"
"Antofagasta";"CALAMA";"5328-5";"MANZANA 12 SITIO 5 EXTENSION PUERTO SECO COMUNA CALAMA";"10600";"ARRENDAMIENTO";"2-posible";"84800";"3606946"
"Antofagasta";"CALAMA";"4500-1";"AVENIDA CIRCUNVALACION SUR 069 COMUNA CALAMA";"10581";"ARRENDAMIENTO";"2-posible";"84644";"3600310"
"Antofagasta";"CALAMA";"2004-371";"SECTOR LA BANDA COMUNA CALAMA";"10564";"CONCESION GRATUITA";"2-posible";"84511";"3594653"
"Antofagasta";"ANTOFAGASTA";"16131-2";"LA CHIMBA MANZANA 11 SITIO 2 VILLA AGRICOLA COMUNA ANTOFAGASTA";"5623";"ARRENDAMIENTO";"2-posible";"84338";"3587295"
"Antofagasta";"CALAMA";"5311-12";"SITIO 12 MANZANA K PUERTO SECO COMUNA CALAMA";"10453";"ARRENDAMIENTO";"2-posible";"83626";"3557010"
"Antofagasta";"CALAMA";"5311-6";"SITIO 6 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"10416";"ARRENDAMIENTO";"2-posible";"83325";"3544207"
"Antofagasta";"ANTOFAGASTA";"16090-4";"SITIO 4 MANZANA 25 SECTOR AGRICOLA LA CHIMBA COMUNA ANTOFAGASTA";"5389";"ARRENDAMIENTO";"2-posible";"80829";"3438040"
"Antofagasta";"SIERRA GORDA";"6052-1";"LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"40007";"ARRENDAMIENTO";"2-posible";"80015";"3403417"
"Antofagasta";"ANTOFAGASTA";"25001-45";"SITIO 49 SECTOR QUINTAS COMUNA ANTOFAGASTA";"5298";"CONCESION GRATUITA";"2-posible";"79466";"3380065"
"Antofagasta";"ANTOFAGASTA";"5003-1";"MANZANA 3 SITIO 3 BARRIO INDUSTRIAL SECTOR 4 COMUNA ANTOFAGASTA";"5292";"ARRENDAMIENTO";"2-posible";"79380";"3376407"
"Tarapacá";"PICA";"PREASIGNADO";"SECTOR ALTO COMINA COMUNA DE PICA";"26400";"EN USO RECUPERABLE (texto)";"2-posible";"79200";"3368751"
"Antofagasta";"SIERRA GORDA";"6024-1";"LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"39246";"CONCESION GRATUITA";"2-posible";"78492";"3338637"
"Antofagasta";"ANTOFAGASTA";"16070-11";"MANZANA D SITIO 3-A SECTOR III AGRICOLA E INDUSTRIAL LA CHIMBA COMUNA ANTOFAGASTA";"5048";"ARRENDAMIENTO";"2-posible";"75717";"3220603"
"Antofagasta";"ANTOFAGASTA";"25001-24";"SITIO 34 SECTOR QUINTAS COMUNA ANTOFAGASTA";"5000";"ARRENDAMIENTO";"2-posible";"75000";"3190105"
"Antofagasta";"ANTOFAGASTA";"25000-25";"SITIO 39 SECTOR QUINTAS COMUNA ANTOFAGASTA";"5000";"ARRENDAMIENTO";"2-posible";"75000";"3190105"
"Antofagasta";"ANTOFAGASTA";"16176-1";"LA CHIMBA CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"4965";"ARRENDAMIENTO";"2-posible";"74468";"3167477"
"Antofagasta";"CALAMA";"8004-31";"SITIO 9 AVENIDA CIRCUNVALACION ACCESO SUR CALAMA COMUNA CALAMA";"9123";"ARRENDAMIENTO";"2-posible";"72984";"3104355"
"Antofagasta";"MEJILLONES";"301-504";"LOTE 5 MANZANA 3 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES";"14513";"CONCESION GRATUITA";"2-posible";"72567";"3086618"
"Antofagasta";"CALAMA";"5329-2";"MANZANA 13 SITIO 2 EXTENSION PUERTO SECO COMUNA CALAMA";"9000";"ARRENDAMIENTO";"2-posible";"72000";"3062501"
"Antofagasta";"CALAMA";"5306-3";"SITIO 3 MANZANA F AMPLIACION PUERTO SECO COMUNA CALAMA";"8909";"ARRENDAMIENTO";"2-posible";"71269";"3031408"
"Antofagasta";"SAN PEDRO DE ATACAMA";"10001-2";"LOTE A SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA";"17500";"CONCESION A TITULO ONEROSO";"2-posible";"70000";"2977432"
"Antofagasta";"ANTOFAGASTA";"16071-5";"SITIO 5 MANZANA 10 LA CHIMBA COMUNA ANTOFAGASTA";"4626";"ARRENDAMIENTO";"2-posible";"69386";"2951315"
"Antofagasta";"ANTOFAGASTA";"25001-36";"SITIO 56 SECTOR QUINTAS COMUNA ANTOFAGASTA";"4589";"ARRENDAMIENTO";"2-posible";"68842";"2928176"
"Antofagasta";"ANTOFAGASTA";"7534-1";"CALLE GUANAQUEROS LOTE A SECTOR LOS ARENALES COMUNA ANTOFAGASTA";"4539";"CONCESION GRATUITA";"2-posible";"68088";"2896105"
"Antofagasta";"MEJILLONES";"301-507";"LOTE 5 MANZANA 4 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES";"13522";"CONCESION GRATUITA";"2-posible";"67611";"2875816"
"Antofagasta";"ANTOFAGASTA";"25001-49";"SITIO 48 SECTOR QUINTAS COMUNA ANTOFAGASTA";"4500";"ARRENDAMIENTO";"2-posible";"67500";"2871095"
"Antofagasta";"ANTOFAGASTA";"16042-5";"SITIO 5 MANZANA F SECTOR II SECTOR NORTE COMUNA ANTOFAGASTA";"4397";"CONCESION GRATUITA";"2-posible";"65952";"2805251"
"Antofagasta";"CALAMA";"5305-1";"MANZANA E-1 SITIO 8 AMPLIACION PUERTO SECO COMUNA CALAMA";"8200";"ARRENDAMIENTO";"2-posible";"65600";"2790279"
"Antofagasta";"CALAMA";"5327-3";"MANZANA 12 SITIO 8 EXTENSION PUERTO SECO COMUNA CALAMA";"8100";"ARRENDAMIENTO";"2-posible";"64800";"2756251"
"Tarapacá";"POZO ALMONTE";"4122-1";"CALLE TRES SIN NUMERO COMUNA POZO ALMONTE";"21200";"EN USO RECUPERABLE (texto)";"2-posible";"63600";"2705209"
"Antofagasta";"CALAMA";"5325-2";"MANZANA 5 SITIO 2 EXTENSION PUERTO SECO COMUNA CALAMA";"7900";"ARRENDAMIENTO";"2-posible";"63200";"2688195"
"Antofagasta";"ANTOFAGASTA";"16176-3";"SECTOR CHIMBA ALTO SIN NUMERO COMUNA ANTOFAGASTA";"4205";"ARRENDAMIENTO";"2-posible";"63075";"2682879"
"Antofagasta";"ANTOFAGASTA";"16045-1";"MANZANA A SITIO 1 LA CHIMBA SECTOR IV COMUNA ANTOFAGASTA";"4176";"CONCESION GRATUITA";"2-posible";"62640";"2664376"
"Antofagasta";"SIERRA GORDA";"6300-2";"LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA";"31000";"ARRENDAMIENTO";"2-posible";"62000";"2637154"
"Antofagasta";"MEJILLONES";"301-502";"LOTE 3 MANZANA 3 SECTOR SUR DE MEJILLONES COMUNA MEJILLONES";"12361";"CONCESION GRATUITA";"2-posible";"61805";"2628859"
"Antofagasta";"ANTOFAGASTA";"16070-6";"LA CHIMBA MANZANA 18 SITIO 6 VILLA AGRICOLA COMUNA ANTOFAGASTA";"4100";"ARRENDAMIENTO";"2-posible";"61500";"2615886"
"Tarapacá";"IQUIQUE";"SIN ROL";"CALLE PROYECTADA SIN NUMERO COMUNA IQUIQUE";"5100";"EN USO RECUPERABLE (texto)";"2-posible";"61200";"2603126"
"Antofagasta";"ANTOFAGASTA";"1008-2";"POBLACION RENE SCHNEIDER PADRE HURTADO CON PASAJE COVADONGA COMUNA ANTOFAGASTA";"4071";"CONCESION GRATUITA";"2-posible";"61061";"2597214"
"Tarapacá";"IQUIQUE";"PREASIGNADO";"MANZANA B LOTE 4 COMUNA IQUIQUE";"5000";"EN USO RECUPERABLE (texto)";"2-posible";"60000";"2552084"
"Tarapacá";"IQUIQUE";"4700-58";"VIA 8 COMUNA IQUIQUE";"5000";"EN USO RECUPERABLE (texto)";"2-posible";"60000";"2552084"
"Antofagasta";"ANTOFAGASTA";"6723-3";"LA NEGRA MANZANA Ñ2 SITIO 3 COMUNA ANTOFAGASTA";"4000";"ARRENDAMIENTO";"2-posible";"60000";"2552084"
"Antofagasta";"ANTOFAGASTA";"16153-5";"LOTE F1 SECTOR LA CHIMBA COMUNA ANTOFAGASTA";"3920";"CONCESION GRATUITA";"2-posible";"58800";"2501043"
"Antofagasta";"CALAMA";"1014-22";"LOTE B OHIGGINS ENTRE SERRANO Y ECUADOR SIN NUMERO COMUNA CALAMA";"7313";"CONCESION GRATUITA";"2-posible";"58502";"2488367"
"Antofagasta";"CALAMA";"5327-1";"MANZANA 12 SITIO 6 EXTENSION PUERTO SECO COMUNA CALAMA";"7200";"ARRENDAMIENTO";"2-posible";"57600";"2450001"
"Antofagasta";"ANTOFAGASTA";"16071-7";"SITIO 7 MANZANA 10 LA CHIMBA COMUNA ANTOFAGASTA";"3810";"ARRENDAMIENTO";"2-posible";"57156";"2431115"
"Antofagasta";"SIERRA GORDA";"6366-1";"LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA";"28427";"CONCESION GRATUITA";"2-posible";"56854";"2418270"
"Antofagasta";"SAN PEDRO DE ATACAMA";"3540-192";"SITIO D-2 MANZANA D AYLLU DE SEQUITOR COMUNA SAN PEDRO DE ATACAMA";"14073";"CONCESION GRATUITA";"2-posible";"56291";"2394323"
"Antofagasta";"ANTOFAGASTA";"452-1";"CIUDAD DE ANTOFAGASTA SIN NUMERO COMUNA ANTOFAGASTA";"3748";"CONCESION GRATUITA";"2-posible";"56219";"2391260"
"Antofagasta";"CALAMA";"5324-3";"MANZANA 4 SITIO 3 EXTENSION PUERTO SECO COMUNA CALAMA";"7000";"CONCESION A TITULO ONEROSO";"2-posible";"56000";"2381945"
"Antofagasta";"SIERRA GORDA";"6032-2";"LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"27845";"CONCESION GRATUITA";"2-posible";"55690";"2368759"
"Antofagasta";"ANTOFAGASTA";"16020-4";"LA CHIMBA SECTOR II MANZANA J SITIO 2 COMUNA ANTOFAGASTA";"3706";"CONCESION GRATUITA";"2-posible";"55590";"2364506"
"Antofagasta";"CALAMA";"5324-2";"MANZANA 4 SITIO 2 EXTENSION PUERTO SECO COMUNA CALAMA";"6900";"CONCESION A TITULO ONEROSO";"2-posible";"55200";"2347917"
"Antofagasta";"ANTOFAGASTA";"16095-6";"SITIO 6 MANZANA 37 LA CHIMBA COMUNA ANTOFAGASTA";"3645";"ARRENDAMIENTO";"2-posible";"54681";"2325842"
"Antofagasta";"CALAMA";"5313-16";"MANZANA L SITIO 17 EXTENSION PUERTO SECO COMUNA CALAMA";"6700";"ARRENDAMIENTO";"2-posible";"53600";"2279862"
"Antofagasta";"CALAMA";"5313-20";"MANZANA L SITIO 19 EXTENSION PUERTO SECO COMUNA CALAMA";"6700";"ARRENDAMIENTO";"2-posible";"53600";"2279862"
"Antofagasta";"CALAMA";"5313-21";"MANZANA L SITIO 20 EXTENSION PUERTO SECO COMUNA CALAMA";"6700";"ARRENDAMIENTO";"2-posible";"53600";"2279862"
"Antofagasta";"CALAMA";"5004-5";"MANZANA 1 SITIO 5-B COMUNA CALAMA";"6692";"ARRENDAMIENTO";"2-posible";"53536";"2277140"
"Antofagasta";"ANTOFAGASTA";"6700-7";"LA NEGRA MANZANA B-2 LOTE 2-B COMUNA ANTOFAGASTA";"3529";"ARRENDAMIENTO";"2-posible";"52935";"2251576"
"Antofagasta";"SIERRA GORDA";"6334-1";"LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA";"26442";"CONCESION GRATUITA";"2-posible";"52883";"2249364"
"Antofagasta";"CALAMA";"5313-16";"MANZANA L SITIO 16 EXTENSION PUERTO SECO COMUNA CALAMA";"6600";"ARRENDAMIENTO";"2-posible";"52800";"2245834"
"Antofagasta";"CALAMA";"5313-19";"MANZANA L SITIO 18 EXTENSION PUERTO SECO COMUNA CALAMA";"6500";"ARRENDAMIENTO";"2-posible";"52000";"2211806"
"Antofagasta";"CALAMA";"5006-10";"LOTE 10 MANZANA 3 YALQUINCHA PUERTO SECO COMUNA CALAMA";"6489";"ARRENDAMIENTO";"2-posible";"51912";"2208063"
"Antofagasta";"TOCOPILLA";"151-1";"AVENIDA ARTURO PRAT CON CALLE BARROS ARANA CIUDAD DE TOCOPILLA COMUNA TOCOPILLA";"12829";"CONCESION GRATUITA";"2-posible";"51314";"2182627"
"Antofagasta";"CALAMA";"5006-14";"SITIO 14 MANZANA 3 SECTOR YALQUINCHA COMUNA CALAMA";"6323";"ARRENDAMIENTO";"2-posible";"50585";"2151620"
"Antofagasta";"CALAMA";"5006-12";"SITIO 12 MANZANA 3 PUERTO SECO COMUNA CALAMA";"6225";"ARRENDAMIENTO";"2-posible";"49798";"2118145"
"Antofagasta";"ANTOFAGASTA";"16095-9";"SITIO 9 MANZANA 37 LA CHIMBA COMUNA ANTOFAGASTA";"3302";"ARRENDAMIENTO";"2-posible";"49526";"2106575"
"Antofagasta";"ANTOFAGASTA";"16042-6";"SITIO 6-A MANZANA F SECTOR II SECTOR NORTE COMUNA ANTOFAGASTA";"3266";"CONCESION GRATUITA";"2-posible";"48989";"2083734"
"Antofagasta";"CALAMA";"5314-9";"MANZANA 11 SITIO 9 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5328-4";"MANZANA 12 SITIO 4 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5331-3";"MANZANA 10 SITIO 3 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-1";"MANZANA 11 SITIO 1 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-7";"MANZANA 11 SITIO 7 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-6";"MANZANA 11 SITIO 6 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5330-2";"MANZANA 7 SITIO 2 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-13";"MANZANA 11 SITIO 13 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5331-7";"MANZANA 10 SITIO 7 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5330-1";"MANZANA 7 SITIO 1 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5330-9";"MANZANA 7 SITIO 9 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-12";"MANZANA 11 SITO 12 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-8";"MANZANA 11 SITIO 8 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"CALAMA";"5314-5";"MANZANA 11 SITIO 5 EXTENSION PUERTO SECO COMUNA CALAMA";"6000";"ARRENDAMIENTO";"2-posible";"48000";"2041667"
"Antofagasta";"ANTOFAGASTA";"5207-5";"LOTE E CALLE MATAVERY CON CALLE CHACALLUTA COMUNA ANTOFAGASTA";"3154";"CONCESION GRATUITA";"2-posible";"47310";"2012318"
"Antofagasta";"ANTOFAGASTA";"16161-4";"SITIO 4 MANZANA 60 LA CHIMBA COMUNA ANTOFAGASTA";"3136";"ARRENDAMIENTO";"2-posible";"47034";"2000579"
"Tarapacá";"PICA";"PREASIGNADO";"ALTO CONCOVA SIN NUMERO COMUNA PICA";"15400";"EN USO RECUPERABLE (texto)";"2-posible";"46200";"1965105"
"Antofagasta";"CALAMA";"5302-1";"SITIO 1 MANZANA B AMPLIACION PUERTO SECO COMUNA CALAMA";"5627";"ARRENDAMIENTO";"2-posible";"45012";"1914574"
"Antofagasta";"CALAMA";"5302-2";"SITIO 2 MANZANA B AMPLIACION PUERTO SECO COMUNA CALAMA";"5627";"ARRENDAMIENTO";"2-posible";"45012";"1914574"
"Antofagasta";"CALAMA";"5302-17";"LOTE 17 MANZANA B BARRIO INDUSTRIAL AMPLIACION COMUNA CALAMA";"5625";"ARRENDAMIENTO";"2-posible";"45000";"1914063"
"Antofagasta";"CALAMA";"5302-11";"AMPLIACION PUERTO SECO MANZANA B LOTE 11 COMUNA CALAMA";"5625";"ARRENDAMIENTO";"2-posible";"45000";"1914063"
"Antofagasta";"CALAMA";"5302-19";"AVENIDA COLECTORA 1 SIN NUMERO SITIO 19 MANZANA B AMPLIACION PUERTO SECO COMUNA CALAMA";"5625";"ARRENDAMIENTO";"2-posible";"45000";"1914063"
"Antofagasta";"CALAMA";"5302-18";"LOTE 18 MANZANA B BARRIO INDUSTRIAL COMUNA CALAMA";"5625";"ARRENDAMIENTO";"2-posible";"45000";"1914063"
"Antofagasta";"CALAMA";"5302-12";"SITIO 12 MANZANA B PUERTO SECO COMUNA CALAMA";"5600";"ARRENDAMIENTO";"2-posible";"44800";"1905556"
"Antofagasta";"CALAMA";"1240-36";"TENIENTE MERINO 3521 3525 3529 3531 COMUNA CALAMA";"5542";"CONCESION GRATUITA";"2-posible";"44336";"1885820"
"Tarapacá";"ALTO HOSPICIO";"SIN ROL";"AVENIDA SUR SIN NUMERO COMUNA ALTO HOSPICIO";"8818";"EN USO RECUPERABLE (texto)";"2-posible";"44089";"1875314"
"Antofagasta";"TALTAL";"388-3";"LOTE B-4 AVENIDA ARTURO PRAT 1849 COMUNA TALTAL";"14633";"CONCESION GRATUITA";"2-posible";"43898";"1867190"
"Antofagasta";"CALAMA";"5006-1";"LOTE 1 MANZANA 3 YALQUINCHA BARRIO INDUSTRIAL COMUNA CALAMA";"5473";"ARRENDAMIENTO";"2-posible";"43782";"1862256"
"Antofagasta";"ANTOFAGASTA";"16071-3";"SITIO 3 MANZANA 10 LA CHIMBA COMUNA ANTOFAGASTA";"2901";"ARRENDAMIENTO";"2-posible";"43513";"1850814"
"Tarapacá";"ALTO HOSPICIO";"6701-4 PREASIGNADO";"CALLE PUBLICA NUMERO 2329 COMUNA DE ALTO HOSPICIO";"8621";"EN USO RECUPERABLE (texto)";"2-posible";"43106";"1833502"
"Antofagasta";"ANTOFAGASTA";"16071-2";"SITIO 2 MANZANA 10 LA CHIMBA COMUNA ANTOFAGASTA";"2857";"ARRENDAMIENTO";"2-posible";"42850";"1822613"
"Antofagasta";"ANTOFAGASTA";"717-1";"14 DE FEBRERO ESQUINA 21 DE MAYO LOTE B COMUNA ANTOFAGASTA";"2852";"CONCESION GRATUITA";"2-posible";"42775";"1819423"
"Antofagasta";"ANTOFAGASTA";"1955-1";"POBLACION MANUEL RODRIGUEZ COMUNA ANTOFAGASTA";"2783";"CONCESION GRATUITA";"2-posible";"41738";"1775315"
"Antofagasta";"ANTOFAGASTA";"16082-11";"SITIO 11 MANZANA 9 LA CHIMBA COMUNA ANTOFAGASTA";"2782";"ARRENDAMIENTO";"2-posible";"41727";"1774847"
"Antofagasta";"CALAMA";"5309-3";"SITIO 3 MANZANA I PUERTO SECO COMUNA CALAMA";"5200";"ARRENDAMIENTO";"2-posible";"41600";"1769445"
"Antofagasta";"CALAMA";"5333-1";"MANZANA 9 SITIO 1 EXTENSION PUERTO SECO COMUNA CALAMA";"5200";"ARRENDAMIENTO";"2-posible";"41600";"1769445"
"Antofagasta";"ANTOFAGASTA";"16082-13";"SITIO 13 MANZANA 9 LA CHIMBA COMUNA ANTOFAGASTA";"2771";"ARRENDAMIENTO";"2-posible";"41559";"1767701"
"Antofagasta";"CALAMA";"5318-6";"MANUEL VILLEGAS MALDONADO SIN NUMERO SITIO 8 MANZANA C 2 SECTOR PUERTO SECO COMUNA CALAMA";"5188";"CONCESION A TITULO ONEROSO";"2-posible";"41506";"1765447"
"Antofagasta";"SAN PEDRO DE ATACAMA";"10001-13";"LOTE B SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA";"10300";"CONCESION GRATUITA";"2-posible";"41200";"1752431"
"Antofagasta";"ANTOFAGASTA";"331-1";"SECTOR SUR CIUDAD ANTOFAGASTA COMUNA ANTOFAGASTA";"2728";"CONCESION GRATUITA";"2-posible";"40920";"1740521"
"Antofagasta";"ANTOFAGASTA";"16092-5";"SITIO 5 MANZANA 8 LA CHIMBA COMUNA ANTOFAGASTA";"2722";"ARRENDAMIENTO";"2-posible";"40827";"1736566"
"Antofagasta";"CALAMA";"5309-9";"SITIO 9 MANZANA I SECTOR AMPLIACION PUERTO SECO COMUNA CALAMA";"5100";"ARRENDAMIENTO";"2-posible";"40800";"1735417"
"Antofagasta";"CALAMA";"5311-7";"SECTOR PUERTO SECO MANZANA K SITIO 7 COMUNA CALAMA";"5054";"CONCESION A TITULO ONEROSO";"2-posible";"40434";"1719850"
"Antofagasta";"CALAMA";"5319-2";"LOTE 8 MANZANA C-3 SECTOR AMPLIACION PUERTO SECO COMUNA CALAMA";"5053";"CONCESION A TITULO ONEROSO";"2-posible";"40421";"1719297"
"Antofagasta";"CALAMA";"5311-5";"SITIO 5 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"5036";"ARRENDAMIENTO";"2-posible";"40290";"1713725"
"Antofagasta";"CALAMA";"5311-8";"AVENIDA LAS INDUSTRIAS MANZANA K SITIO 8 COMUNA CALAMA";"5031";"CONCESION A TITULO ONEROSO";"2-posible";"40244";"1711768"
"Antofagasta";"CALAMA";"5311-9";"AMPLIACION PUERTO SECO MANZANA K SITIO 9 COMUNA CALAMA";"5027";"CONCESION A TITULO ONEROSO";"2-posible";"40220";"1710747"
"Antofagasta";"CALAMA";"5311-3";"SITIO 3 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"5026";"ARRENDAMIENTO";"2-posible";"40211";"1710364"
"Antofagasta";"CALAMA";"5311-4";"SITIO 4 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"5026";"ARRENDAMIENTO";"2-posible";"40211";"1710364"
"Antofagasta";"CALAMA";"5311-2";"LOTE 2 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"5026";"ARRENDAMIENTO";"2-posible";"40211";"1710364"
"Antofagasta";"CALAMA";"5311-10";"LOTE 10 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA";"5023";"CONCESION A TITULO ONEROSO";"2-posible";"40182";"1709131"
