REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;CONF;VALOR_UF;VALOR_USD
Antofagasta;CALAMA;5314-6;MANZANA 11 SITIO 6 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5330-2;MANZANA 7 SITIO 2 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5314-13;MANZANA 11 SITIO 13 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5331-7;MANZANA 10 SITIO 7 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5330-1;MANZANA 7 SITIO 1 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5330-9;MANZANA 7 SITIO 9 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5314-12;MANZANA 11 SITO 12 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5314-8;MANZANA 11 SITIO 8 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;CALAMA;5314-5;MANZANA 11 SITIO 5 EXTENSION PUERTO SECO COMUNA CALAMA;6000;ARRENDAMIENTO;2-posible;Norte (gruesa);18000;765625
Antofagasta;ANTOFAGASTA;16042-5;SITIO 5 MANZANA F SECTOR II SECTOR NORTE COMUNA ANTOFAGASTA;4397;CONCESION GRATUITA;2-posible;Norte (gruesa);17588;748101
Metropolitana;SAN JOAQUIN;5217-1;PINTOR MURILLO 5359 - 5369 COMUNA SAN JOAQUIN;1028;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);17476;743337
Valparaíso;QUILPUE;311-8;FREIRE 989 COMUNA QUILPUE;1452;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);17424;741125
Metropolitana;LA FLORIDA;1382-2;YOKOHAMA 6865 COMUNA LA FLORIDA;1242;..;1-disponible/recuperable;Centro (ref. mercado);17393;739807
Metropolitana;SANTIAGO;29403;VILLAVICENCIO 346 COMUNA SANTIAGO;494;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);17290;735426
Metropolitana;PENALOLEN;5273-2;I LITORAL COMUNA PENALOLEN;1080;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);17280;735000
Antofagasta;TALTAL;4005-13;LOTE B CORRALON MUNICIPAL COMUNA TALTAL;11500;CONCESION GRATUITA;2-posible;Norte (gruesa);17250;733724
Metropolitana;NUNOA;5432-36;EDUARDO CASTILLO VELASCO 2864 COMUNA NUNOA;411;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);17241;733341
Valparaíso;VINA DEL MAR;2284-16;CARLOS IBANEZ DEL CAMPO 1000 COMUNA VINA DEL MAR;677;..;1-disponible/recuperable;Centro (ref. mercado);16920;719688
Antofagasta;CALAMA;5302-1;SITIO 1 MANZANA B AMPLIACION PUERTO SECO COMUNA CALAMA;5627;ARRENDAMIENTO;2-posible;Norte (gruesa);16881;718029
Antofagasta;CALAMA;5302-2;SITIO 2 MANZANA B AMPLIACION PUERTO SECO COMUNA CALAMA;5627;ARRENDAMIENTO;2-posible;Norte (gruesa);16881;718029
Antofagasta;CALAMA;5302-17;LOTE 17 MANZANA B BARRIO INDUSTRIAL AMPLIACION COMUNA CALAMA;5625;ARRENDAMIENTO;2-posible;Norte (gruesa);16875;717774
Antofagasta;CALAMA;5302-11;AMPLIACION PUERTO SECO MANZANA B LOTE 11 COMUNA CALAMA;5625;ARRENDAMIENTO;2-posible;Norte (gruesa);16875;717774
Antofagasta;CALAMA;5302-19;AVENIDA COLECTORA 1 SIN NUMERO SITIO 19 MANZANA B AMPLIACION PUERTO SECO COMUNA CALAMA;5625;ARRENDAMIENTO;2-posible;Norte (gruesa);16875;717774
Antofagasta;CALAMA;5302-18;LOTE 18 MANZANA B BARRIO INDUSTRIAL COMUNA CALAMA;5625;ARRENDAMIENTO;2-posible;Norte (gruesa);16875;717774
Biobío;HUALPEN;4868-18;SUIZA 2310 COMUNA HUALPEN;1685;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);16854;716880
Biobío;CONCEPCION;774-5;ANIBAL PINTO 1860 COMUNA CONCEPCION;936;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);16850;716710
Tarapacá;ALTO HOSPICIO;PREASIGNADO;CALLE VECINA SIN NUMERO COMUNA ALTO HOSPICIO;4209;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);16836;716115
Antofagasta;ANTOFAGASTA;16176-3;SECTOR CHIMBA ALTO SIN NUMERO COMUNA ANTOFAGASTA;4205;ARRENDAMIENTO;2-posible;Norte (gruesa);16820;715434
Metropolitana;LA FLORIDA;536-15;CHACON ZAMORA 6997 VILLA LOS COPIHUES COMUNA LA FLORIDA;1200;..;1-disponible/recuperable;Centro (ref. mercado);16800;714584
Metropolitana;NUNOA;5639-3;EDUARDO CASTILLO VELASCO 3241 COMUNA NUNOA;400;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);16800;714584
Antofagasta;CALAMA;5302-12;SITIO 12 MANZANA B PUERTO SECO COMUNA CALAMA;5600;ARRENDAMIENTO;2-posible;Norte (gruesa);16800;714584
Antofagasta;ANTOFAGASTA;16045-1;MANZANA A SITIO 1 LA CHIMBA SECTOR IV COMUNA ANTOFAGASTA;4176;CONCESION GRATUITA;2-posible;Norte (gruesa);16704;710500
Antofagasta;CALAMA;1240-36;TENIENTE MERINO 3521 3525 3529 3531 COMUNA CALAMA;5542;CONCESION GRATUITA;2-posible;Norte (gruesa);16626;707183
Valparaíso;VILLA ALEMANA;SIN ROL;BAQUEDANO SIN NUMERO INTERIOR LOTE A-28 COMUNA VILLA ALEMANA;1844;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);16599;706034
Valparaíso;SAN ANTONIO;2823-16;PATRIA 1831 MANZANA 23 LOTE 2 COMUNA SAN ANTONIO;2065;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);16519;702631
Antofagasta;CALAMA;5006-1;LOTE 1 MANZANA 3 YALQUINCHA BARRIO INDUSTRIAL COMUNA CALAMA;5473;ARRENDAMIENTO;2-posible;Norte (gruesa);16419;698378
Antofagasta;ANTOFAGASTA;16070-6;LA CHIMBA MANZANA 18 SITIO 6 VILLA AGRICOLA COMUNA ANTOFAGASTA;4100;ARRENDAMIENTO;2-posible;Norte (gruesa);16400;697570
Metropolitana;SANTIAGO;154-97;SAN ANTONIO 427 PISO 8 COMUNA SANTIAGO;468;..;1-disponible/recuperable;Centro (ref. mercado);16365;696081
Antofagasta;ANTOFAGASTA;1008-2;POBLACION RENE SCHNEIDER PADRE HURTADO CON PASAJE COVADONGA COMUNA ANTOFAGASTA;4071;CONCESION GRATUITA;2-posible;Norte (gruesa);16284;692636
Metropolitana;SAN RAMON;1830-4;EL SALVADOR COMUNA SAN RAMON;1809;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);16279;692423
Biobío;CONCEPCION;321-291;TOLTEN 47 VALLE NONGUEN COMUNA CONCEPCION;900;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);16200;689063
Metropolitana;PUENTE ALTO;3630-28;CONCHA Y TORO 2591 COMUNA PUENTE ALTO;1618;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);16183;688340
Antofagasta;ANTOFAGASTA;6723-3;LA NEGRA MANZANA Ñ2 SITIO 3 COMUNA ANTOFAGASTA;4000;ARRENDAMIENTO;2-posible;Norte (gruesa);16000;680556
Tarapacá;ALTO HOSPICIO;7000-13;LOTE 1 COMUNA ALTO HOSPICIO;3926;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);15704;667966
Metropolitana;PUENTE ALTO;2707-21;LOS ALMENDROS 3138 COMUNA PUENTE ALTO;1570;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);15701;667838
Antofagasta;ANTOFAGASTA;16153-5;LOTE F1 SECTOR LA CHIMBA COMUNA ANTOFAGASTA;3920;CONCESION GRATUITA;2-posible;Norte (gruesa);15680;666945
Valparaíso;VALPARAISO;3038-19;CUMMING 220 LOTE 1 COMUNA VALPARAISO;1045;PERMISO OCUPACION;2-posible;Centro (ref. mercado);15677;666817
Antofagasta;CALAMA;5309-3;SITIO 3 MANZANA I PUERTO SECO COMUNA CALAMA;5200;ARRENDAMIENTO;2-posible;Norte (gruesa);15600;663542
Antofagasta;CALAMA;5333-1;MANZANA 9 SITIO 1 EXTENSION PUERTO SECO COMUNA CALAMA;5200;ARRENDAMIENTO;2-posible;Norte (gruesa);15600;663542
Valparaíso;VINA DEL MAR;2469-954;22 PONIENTE 5728 LOTE 3 COMUNA VINA DEL MAR;623;..;1-disponible/recuperable;Centro (ref. mercado);15582;662776
Antofagasta;CALAMA;5318-6;MANUEL VILLEGAS MALDONADO SIN NUMERO SITIO 8 MANZANA C 2 SECTOR PUERTO SECO COMUNA CALAMA;5188;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15564;662011
Valparaíso;VINA DEL MAR;35-21;QUILLOTA 198 COMUNA VINA DEL MAR;621;..;1-disponible/recuperable;Centro (ref. mercado);15529;660522
Metropolitana;QUINTA NORMAL;4044-34;LOTE 1B COMUNA QUINTA NORMAL;969;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);15498;659203
Antofagasta;CALAMA;5309-9;SITIO 9 MANZANA I SECTOR AMPLIACION PUERTO SECO COMUNA CALAMA;5100;ARRENDAMIENTO;2-posible;Norte (gruesa);15300;650781
Antofagasta;SAN PEDRO DE ATACAMA;10001-15;LOTE D SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA;5100;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15300;650781
Metropolitana;QUINTA NORMAL;4622-18;DOCTOR JORGE WALLS 4580 MANZANA W LOTE CB COMUNA QUINTA NORMAL;956;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);15296;650611
Metropolitana;LA PINTANA;7043-1;JOSE MANUEL BALMACEDA 1231 COMUNA LA PINTANA;2180;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);15260;649080
Antofagasta;ANTOFAGASTA;16071-7;SITIO 7 MANZANA 10 LA CHIMBA COMUNA ANTOFAGASTA;3810;ARRENDAMIENTO;2-posible;Norte (gruesa);15240;648229
Metropolitana;SANTIAGO;676-2;PORTUGAL 623 - 627 COMUNA SANTIAGO;435;..;1-disponible/recuperable;Centro (ref. mercado);15225;647591
Valparaíso;VILLA ALEMANA;336-3;ANIBAL PINTO SIN NUMERO MANZANA 9-A LOTE 1 COMUNA VILLA ALEMANA;1691;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);15222;647464
Antofagasta;CALAMA;5311-7;SECTOR PUERTO SECO MANZANA K SITIO 7 COMUNA CALAMA;5054;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15162;644912
Antofagasta;CALAMA;5319-2;LOTE 8 MANZANA C-3 SECTOR AMPLIACION PUERTO SECO COMUNA CALAMA;5053;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15159;644784
Metropolitana;MACUL;6687-465;ROQUE ESTEBAN SCARPA 2314 COMUNA MACUL;840;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);15120;643125
Antofagasta;CALAMA;5311-5;SITIO 5 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA;5036;ARRENDAMIENTO;2-posible;Norte (gruesa);15108;642615
Antofagasta;CALAMA;5311-8;AVENIDA LAS INDUSTRIAS MANZANA K SITIO 8 COMUNA CALAMA;5031;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15093;641977
Antofagasta;CALAMA;5311-9;AMPLIACION PUERTO SECO MANZANA K SITIO 9 COMUNA CALAMA;5027;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15081;641466
Antofagasta;CALAMA;5311-3;SITIO 3 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA;5026;ARRENDAMIENTO;2-posible;Norte (gruesa);15078;641339
Antofagasta;CALAMA;5311-4;SITIO 4 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA;5026;ARRENDAMIENTO;2-posible;Norte (gruesa);15078;641339
Antofagasta;CALAMA;5311-2;LOTE 2 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA;5026;ARRENDAMIENTO;2-posible;Norte (gruesa);15078;641339
Antofagasta;CALAMA;5311-10;LOTE 10 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA;5023;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15069;640956
Antofagasta;CALAMA;5311-1;SITIO 1 MANZANA K AMPLIACION PUERTO SECO COMUNA CALAMA;5013;ARRENDAMIENTO;2-posible;Norte (gruesa);15039;639680
Antofagasta;CALAMA;5319-4;MARTIN VEGA PIZARRO SIN NUMERO LOTE 6 MANZANA C-3 PUERTO SECO COMUNA CALAMA;5006;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15018;638787
Antofagasta;CALAMA;5311-11;SITIO 11 MANZANA K PUERTO SECO COMUNA CALAMA;5003;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);15009;638404
Antofagasta;CALAMA;5001-8;LOTE 39 SECTOR PUERTO SECO COMUNA CALAMA;5000;ARRENDAMIENTO;2-posible;Norte (gruesa);15000;638021
Tarapacá;IQUIQUE;4700-89;CALLE VIA 5 COMUNA IQUIQUE;2500;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);15000;638021
Antofagasta;SAN PEDRO DE ATACAMA;10001-14;LOTE C SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA;5000;CONCESION GRATUITA;2-posible;Norte (gruesa);15000;638021
Antofagasta;ANTOFAGASTA;452-1;CIUDAD DE ANTOFAGASTA SIN NUMERO COMUNA ANTOFAGASTA;3748;CONCESION GRATUITA;2-posible;Norte (gruesa);14992;637681
Antofagasta;CALAMA;5319-5;JUAN NICOLAS ZALDIVAR SIN NUMERO SITIO 5 MANZANA C-3 SECTOR PUERTO SECO COMUNA CALAMA;4979;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14937;635341
Antofagasta;CALAMA;5319-3;JUAN NICOLAS ZALDIVAR SIN NUMERO LOTE 7 MANZANA C 3 PUERTO SECO COMUNA CALAMA;4973;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14919;634576
Antofagasta;CALAMA;5319-6;JUAN NICOLAS ZALDIVAR SIN NUMERO SITIO 4 MANZANA C-3 SECTOR AMPLIACION PUERTO SECO COMUNA CAL;4944;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14832;630875
Antofagasta;TALTAL;615-1;SITIO S-1 MANZANA E-EQUIPAMIENTO CANCHA DE FUTBOL PAPOSO COMUNA TALTAL;9887;CONCESION GRATUITA;2-posible;Norte (gruesa);14830;630790
Antofagasta;ANTOFAGASTA;16020-4;LA CHIMBA SECTOR II MANZANA J SITIO 2 COMUNA ANTOFAGASTA;3706;CONCESION GRATUITA;2-posible;Norte (gruesa);14824;630535
Antofagasta;CALAMA;5319-1;MARTIN VEGA PIZARRO SIN NUMERO SITIO 9 MANZANA C-3 PUERTO SECO COMUNA CALAMA;4937;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14811;629982
Tarapacá;POZO ALMONTE;PREASIGNADO;CALLE PROYECTADA SECTOR INDUSTRIAL COMUNA POZO ALMONTE;7400;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);14800;629514
Antofagasta;CALAMA;5319-8;JUAN NICOLAS ZALDIVAR SIN NUMERO SITIO 2 MANZANA C-3 SECTOR AMPLIACION PUERTO SECO COMUNA CAL;4922;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14766;628068
Antofagasta;ANTOFAGASTA;16095-6;SITIO 6 MANZANA 37 LA CHIMBA COMUNA ANTOFAGASTA;3645;ARRENDAMIENTO;2-posible;Norte (gruesa);14580;620156
Antofagasta;CALAMA;5317-7;ALBERTO TERRAZAS VIRREYRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 SITIO 3 COMUNA CALAMA;4848;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14544;618625
Antofagasta;CALAMA;5316-1;LOTE 3 MANZANA A-3 SECTOR PUERTO SECO COMUNA CALAMA;4833;ARRENDAMIENTO;2-posible;Norte (gruesa);14499;616711
Antofagasta;CALAMA;5301-20;ALBERTO TERRAZAS VYRREIRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-1 SITIO 1 COMUNA CALAMA;4807;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14421;613393
Antofagasta;CALAMA;5317-2;SECTOR PUERTO SECO MANZANA A-2 LOTE 8 COMUNA CALAMA;4759;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14277;607268
Antofagasta;CALAMA;5317-4;ALBERTO TERRAZAS VIRREYRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 SITIO 6 COMUNA CALAMA;4724;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);14172;602802
Metropolitana;SANTIAGO;265-2;CATEDRAL 2213 - 2219 COMUNA SANTIAGO;404;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);14140;601441
Antofagasta;ANTOFAGASTA;6700-7;LA NEGRA MANZANA B-2 LOTE 2-B COMUNA ANTOFAGASTA;3529;ARRENDAMIENTO;2-posible;Norte (gruesa);14116;600420
Metropolitana;QUINTA NORMAL;3924-10;CARRASCAL 4696 ANTES 4760 COMUNA QUINTA NORMAL;875;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);13994;595231
Valparaíso;VALPARAISO;6217-4;DANIEL RODRIGUEZ 775 LOTE 383 COMUNA VALPARAISO;932;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);13980;594636
Metropolitana;LA FLORIDA;759-7;GENERAL LAS HERAS COMUNA LA FLORIDA;998;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);13968;594125
Valparaíso;VALPARAISO;3032-1;SANTA ISABEL 739 COMUNA VALPARAISO;930;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);13950;593360
Antofagasta;CALAMA;5319-9;SITIO 1 MANZANA C-3 SECTOR PUERTO SECO COMUNA CALAMA;4632;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);13896;591063
Antofagasta;CALAMA;5317-6;LOTE 4 MANZANA A-2 SECTOR PUERTO SECO COMUNA CALAMA;4605;ARRENDAMIENTO;2-posible;Norte (gruesa);13815;587617
Biobío;CONCEPCION;145-23;JANEQUEO 354 AL 360 LOTES 1A-1B-1C COMUNA CONCEPCION;765;..;1-disponible/recuperable;Centro (ref. mercado);13764;585448
Antofagasta;CALAMA;3301-714;LOCALIDAD DE CHIU-CHIU COMUNA CALAMA;4550;CONCESION GRATUITA;2-posible;Norte (gruesa);13650;580599
Antofagasta;CALAMA;5317-5;ALBERTO TERRAZAS VIRREYRA SIN NUMERO SECTOR PUERTO SECO MANZANA A-2 LOTE 5 COMUNA CALAMA;4548;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);13644;580344
Antofagasta;CALAMA;5317-1;SECTOR PUERTO SECO MANZANA A-2 SITIO 9 COMUNA CALAMA;4529;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);13587;577919
Valparaíso;VINA DEL MAR;1112-149;VON SCHROEDERS 493 COMUNA VINA DEL MAR;540;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);13498;574134
Biobío;HUALPEN;5012-3;GRAN BRETANA ESQUINA YOGOSLAVIA COMUNA HUALPEN;1348;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);13475;573156
Antofagasta;ANTOFAGASTA;16095-9;SITIO 9 MANZANA 37 LA CHIMBA COMUNA ANTOFAGASTA;3302;ARRENDAMIENTO;2-posible;Norte (gruesa);13208;561799
Tarapacá;ALTO HOSPICIO;PREASIGNADO;PASAJE LOS CONQUISTADORES SIN NUMERO COMUNA DE ALTO HOSPICIO;3289;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);13156;559587
Valparaíso;QUILPUE;663-25;GASTON OSSA S/N COMUNA QUILPUE;1092;..;1-disponible/recuperable;Centro (ref. mercado);13108;557545
Antofagasta;SAN PEDRO DE ATACAMA;3751-36;LOTE B LOCALIDAD DE PEINE COMUNA SAN PEDRO DE ATACAMA;4365;CONCESION GRATUITA;2-posible;Norte (gruesa);13095;556992
Antofagasta;ANTOFAGASTA;16042-6;SITIO 6-A MANZANA F SECTOR II SECTOR NORTE COMUNA ANTOFAGASTA;3266;CONCESION GRATUITA;2-posible;Norte (gruesa);13064;555674
Metropolitana;PENALOLEN;6289-1;CALLE DOCE 1296 COMUNA PENALOLEN;810;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12960;551250
Metropolitana;PADRE HURTADO;NO TIENE;PRIMERA TRANSVERSAL 991 (EX 990) COMUNA PADRE HURTADO;2146;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);12875;547635
Valparaíso;VINA DEL MAR;90-38;LIBERTAD 428 COMUNA VINA DEL MAR;510;PERMISO OCUPACION;2-posible;Centro (ref. mercado);12750;542318
Antofagasta;TALTAL;509-37;APROX A 51,30 KMS AL ESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL;8500;ARRENDAMIENTO;2-posible;Norte (gruesa);12750;542318
Valparaíso;VILLA ALEMANA;SIN ROL;BAQUEDANO SIN NUMERO INTERIOR LOTE A-33 COMUNA VILLA ALEMANA;1407;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12663;538617
Antofagasta;ANTOFAGASTA;5207-5;LOTE E CALLE MATAVERY CON CALLE CHACALLUTA COMUNA ANTOFAGASTA;3154;CONCESION GRATUITA;2-posible;Norte (gruesa);12616;536618
Metropolitana;LA FLORIDA;2444-11;PERU 9053 COMUNA LA FLORIDA;900;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);12600;535938
Antofagasta;ANTOFAGASTA;16161-4;SITIO 4 MANZANA 60 LA CHIMBA COMUNA ANTOFAGASTA;3136;ARRENDAMIENTO;2-posible;Norte (gruesa);12544;533556
Valparaíso;VINA DEL MAR;2467-466;CINCO SUR COMUNA VINA DEL MAR;500;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12500;531684
Valparaíso;QUILPUE;3720-152;LOS EUCALIPTUS COMUNA QUILPUE;1040;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);12480;530834
Metropolitana;PENALOLEN;5580-4;CALLE 138 A 6485 COMUNA PENALOLEN;780;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12480;530834
Valparaíso;VALPARAISO;8404-51;ISRAEL ROIZBLAT 61 LOTE L-1 COMUNA VALPARAISO;828;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);12416;528111
Tarapacá;PICA;PREASIGNADO;LOTE 2 COMUNA PICA;6191;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);12382;526665
Metropolitana;SAN JOAQUIN;3215-35;TORO Y ZAMBRANO 3840 COMUNA SAN JOAQUIN;722;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12274;522071
Biobío;CONCEPCION;SIN ROL;JUAN DE VASCONES ESQUINA FRAY JUAN CASTILLO POBLACION TENIENTE MERINO 2 COMUNA CONCEPCION;680;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12240;520625
Metropolitana;LA FLORIDA;3415-1;JULIO CESAR 10905 COMUNA LA FLORIDA;874;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12236;520455
Tarapacá;POZO ALMONTE;PREASIGNADO;LOTE 5 MANZANA B LA TIRANA COMUNA POZO ALMONTE;6100;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);12200;518924
Metropolitana;SANTIAGO;493-13;SAN IGNACIO 163 COMUNA SANTIAGO;347;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);12128;515861
Valparaíso;VILLA ALEMANA;SIN ROL;BAQUEDANO SIN NUMERO INTERIOR LOTE A-34 COMUNA VILLA ALEMANA;1346;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12114;515266
Metropolitana;LA GRANJA;9076-7;PRESIDENTE LULA DA SILVA 6495 COMUNA LA GRANJA;1201;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);12009;510800
Antofagasta;CALAMA;5301-13;SECTOR PUERTO SECO MANZANA A-1 SITIO 8 COMUNA CALAMA;4000;ARRENDAMIENTO;2-posible;Norte (gruesa);12000;510417
Tarapacá;POZO ALMONTE;PREASIGNADO;PREDIO IBAQUIZA COMUNA POZO ALMONTE;6000;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);12000;510417
Valparaíso;SAN ANTONIO;5117-3;RAMON BARROS LUCO 2749 MANZANA 65 COMUNA SAN ANTONIO;1497;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);11978;509481
Antofagasta;OLLAGUE;3429-1;CAMPO DEPORTIVO COMUNA OLLAGUE;23806;CONCESION GRATUITA;2-posible;Norte (gruesa);11903;506291
Antofagasta;CALAMA;5317-3;AVENIDA ALBERTO TERRAZAS SECTOR PUERTO SECO MANZANA A-2 SITIO 7 COMUNA CALAMA;3959;ARRENDAMIENTO;2-posible;Norte (gruesa);11877;505185
Biobío;CONCEPCION;927-13;AINAVILLO 2358 MANZANA SITIO 13 F COMUNA CONCEPCION;657;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);11831;503228
Valparaíso;VALPARAISO;4091-2/4091/13/4091-14/4091-15/4091-16/4091-17/4091-18/4091-19/4091-20/4091-21;BAQUEDANO 113 COMUNA VALPARAISO;786;ARRENDAMIENTO;2-posible;Centro (ref. mercado);11784;501229
Metropolitana;SAN JOAQUIN;905-6;VICUNA MACKENNA 3481 COMUNA SAN JOAQUIN;688;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);11688;497146
Biobío;HUALPEN;5260-3;HUNGRIA 2899 SITIOS 1 2 Y 3 COMUNA HUALPEN;1164;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);11636;494934
