REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;VALOR_UF;VALOR_USD
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2272-8";"CATEMU SIN NUMERO LOTE 160-A MANZANA J COMUNA VINA DEL MAR";"298";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7456";"317139"
"05- REGION DE VALPARAÍSO";"QUILPUE";"721-15";"VERGARA 172 COMUNA QUILPUE";"600";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"7200";"306250"
"13- REGION METROPOLITANA";"RENCA";"1243-13";"RIO MAIPO COMUNA RENCA";"720";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7200";"306250"
"05- REGION DE VALPARAÍSO";"ALGARROBO";"123-104";"BELLAVISTA SIN NUMERO COMUNA ALGARROBO";"600";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7199";"306208"
"05- REGION DE VALPARAÍSO";"CARTAGENA";"SIN ROL";"JOSE ARELLANO RIVAS SIN NUMERO LOTE 1 COMUNA CARTAGENA";"1438";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7190";"305825"
"08- REGION DEL BIOBIO";"TALCAHUANO";"1590-3";"LAS DALIAS LOTE 3 (EX LOTE D) COMUNA TALCAHUANO";"596";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7146";"303953"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"4989-12";"TIMAR COMUNA SAN JOAQUIN";"420";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7140";"303698"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2170-17";"AUGUSTO DHALMAR SIN NUMERO COMUNA VINA DEL MAR";"285";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7128";"303188"
"13- REGION METROPOLITANA";"SAN BERNARDO";"5461-3";"MARTIN DE SOLIS 14260 COMUNA SAN BERNARDO";"1178";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7068";"300636"
"05- REGION DE VALPARAÍSO";"CONCON";"3456-19";"COSTANERA SIN NUMERO COMUNA CONCON";"234";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7020";"298594"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"59-10";"LOS CASTANOS 297 COMUNA VINA DEL MAR";"279";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6969";"296425"
"13- REGION METROPOLITANA";"SANTIAGO";"3168-1";"TOCORNAL 1455 COMUNA SANTIAGO";"198";"ARRENDAMIENTO";"2-posible";"6934";"294936"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR PARTE LOTE A-22 COMUNA VILLA ALEMANA";"770";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6930";"294766"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"1062-14";"COQUIMBO MANZANA G SITIO 190 COMUNA VINA DEL MAR";"276";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6903";"293617"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"2437-5";"INGLATERRA 1575 ANTES 1405 COMUNA INDEPENDENCIA";"313";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6893";"293192"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"1323-25";"CARLOS PEZOA VELIZ 851 COMUNA QUINTA NORMAL";"431";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6893";"293192"
"13- REGION METROPOLITANA";"LA REINA";"6406-54";"CALAMA 686 COMUNA LA REINA";"224";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6720";"285833"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"37-132 37-133 37-134 37-135 37-136";"ESMERALDA 1051 AL 1059 Y BLANCO 1054 AL 1059 COMUNA VALPARAISO";"447";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6704";"285153"
"13- REGION METROPOLITANA";"PUENTE ALTO";"80-3";"CALLE UNO 708 COMUNA PUENTE ALTO";"670";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6697";"284855"
"13- REGION METROPOLITANA";"CONCHALI";"6675-3";"EL CORTIJO PANAMERICANA NORTE 5411 COMUNA CONCHALI";"558";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6696";"284813"
"13- REGION METROPOLITANA";"PENALOLEN";"7810-29";"CARACAS EX CEREZOS 2250 COMUNA PENALOLEN";"410";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6562";"279113"
"13- REGION METROPOLITANA";"LO BARNECHEA";"3535-154";"SAN MARCOS SIN NUMERO COLINDANTE EL 401 COMUNA LO BARNECHEA";"163";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"6509";"276859"
"13- REGION METROPOLITANA";"RECOLETA";"3376-12";"EL ROBLE 0171 COMUNA RECOLETA";"323";"ARRENDAMIENTO";"2-posible";"6468";"275115"
"13- REGION METROPOLITANA";"EL BOSQUE";"15626-2";"LOS FILODENDROS COMUNA EL BOSQUE";"717";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6455";"274562"
"13- REGION METROPOLITANA";"LA GRANJA";"2530-8";"PRESIDENTE EISENHOWER 085-087 COMUNA LA GRANJA";"642";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6422";"273158"
"13- REGION METROPOLITANA";"SANTIAGO";"2833-2";"SANTA ELENA 905 COMUNA SANTIAGO";"182";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6370";"270946"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"366-15";"LAS LLOICAS SIN NUMERO COMUNA VINA DEL MAR";"255";"..";"1-disponible/recuperable";"6369";"270904"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"1822-35";"RAMON BARROS LUCO 1390 CON CALLE CUATRO NORTE COMUNA SAN ANTONIO";"796";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6368";"270861"
"13- REGION METROPOLITANA";"LA GRANJA";"5118-2";"CARDENAL RAUL SILVA HENRIQUEZ 6456 COMUNA LA GRANJA";"632";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6324";"268990"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"429-20";"EL PUENTE 2140 MANZANA 9 SITIO 6 COMUNA VILLA ALEMANA";"700";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6300";"267969"
"08- REGION DEL BIOBIO";"PENCO";"1300-10";"LUIS CRUZ 125 COMUNA PENCO";"786";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6288";"267458"
"13- REGION METROPOLITANA";"LA GRANJA";"5249-1";"OCHO PONIENTE 8190 COMUNA LA GRANJA";"627";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6266";"266523"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"609-20";"VON SCHROEDERS 150 COMUNA VINA DEL MAR";"250";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6250";"265842"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"3118-29";"GENERAL MACKENNA 602 AL 608 COMUNA VALPARAISO";"410";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"6143";"261291"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"2222-10";"DOS NORTE 68 LOTE 2 COMUNA SAN ANTONIO";"765";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6122";"260398"
"13- REGION METROPOLITANA";"SANTIAGO";"13-76";"JOSE VICTORINO LASTARRIA 46 COMUNA SANTIAGO";"175";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"6117";"260185"
"13- REGION METROPOLITANA";"SANTIAGO";"201-46";"MIRAFLORES 666 DEPARTAMENTO 205 COMUNA SANTIAGO";"174";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6102";"259547"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2476-452";"POBLACION ALEJANDRO NAVARRETE MANZANA F11 LOTE 4 COMUNA VINA DEL MAR";"244";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6094";"259207"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"9300-433";"RODELILLO COMUNA VALPARAISO";"404";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6060";"257761"
"13- REGION METROPOLITANA";"SANTIAGO";"3040-81";"PADRE ORELLANA 1340 COMUNA SANTIAGO";"173";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6039";"256867"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"4324-1";"CACIQUE MILLACURA COMUNA SAN ANTONIO";"754";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6029";"256442"
"13- REGION METROPOLITANA";"PROVIDENCIA";"541-84";"LUIS THAYER OJEDA 43 DEPARTAMENTO 506 COMUNA PROVIDENCIA";"110";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"6028";"256399"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"1573-10";"DEL CERRO 2632 COMUNA VINA DEL MAR";"240";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6000";"255208"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2415-2";"EL ESPINO NUMERO 3660 LOTE 93 LOTE 1 Y 2 COMUNA VINA DEL MAR";"240";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6000";"255208"
"13- REGION METROPOLITANA";"LA REINA";"710-31";"LORELEY 812 D COMUNA LA REINA";"200";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"6000";"255208"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"2838-4";"CABILDO 3519 MANZANA A SITIO 23 COMUNA SAN JOAQUIN";"350";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5950";"253082"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"3414-19";"GENERAL NOVOA 4220 COMUNA QUINTA NORMAL";"368";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5888";"250445"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"3049-45";"SANTA LAURA 1290 COMUNA INDEPENDENCIA";"267";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5881";"250147"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"1220-25";"TUBUL 26 COMUNA VALPARAISO";"392";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5880";"250104"
"13- REGION METROPOLITANA";"NUNOA";"5153-23";"LOS JARDINES 300 SITIO 51 COMUNA NUNOA";"140";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5880";"250104"
"13- REGION METROPOLITANA";"SAN RAMON";"362-159";"ALPATACAL SIN NUMERO HOY ALPATACAL 1781 COMUNA SAN RAMON";"651";"..";"1-disponible/recuperable";"5861";"249296"
"13- REGION METROPOLITANA";"SANTIAGO";"826-1";"TOESCA 2369 AL 2377 COMUNA SANTIAGO";"165";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5775";"245638"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"93-2";"LONDRES 773 AL 785 COMUNA VILLA ALEMANA";"641";"..";"1-disponible/recuperable";"5767";"245298"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3362-15";"VENEZUELA 1237 COMUNA QUILPUE";"480";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5760";"245000"
"13- REGION METROPOLITANA";"PUDAHUEL";"1806-1";"TEHUANTEPEC 1040 COMUNA PUDAHUEL";"720";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5760";"245000"
"13- REGION METROPOLITANA";"PUDAHUEL";"2001-1";"HERALDICA 8897 COMUNA PUDAHUEL";"720";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5760";"245000"
"13- REGION METROPOLITANA";"RENCA";"541-34";"NUEVA SIN NUMERO COMUNA RENCA";"576";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5760";"245000"
"13- REGION METROPOLITANA";"LA CISTERNA";"1714-5";"SANTA TERESA 037 COMUNA LA CISTERNA";"359";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"5744";"244320"
"13- REGION METROPOLITANA";"SANTIAGO";"3416-20";"LIRA 1652 COMUNA SANTIAGO";"162";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5671";"241214"
"05- REGION DE VALPARAÍSO";"QUILPUE";"1177-11";"DOCTOR SALAS Y SAN MARTIN LOTE 1 Y 2 COMUNA QUILPUE";"469";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5633";"239598"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"8103-38 Y 8103-1";"21 DE MAYO 20 ESQUINA ERRAZURIZ LOTE 1 Y 2 COMUNA VALPARAISO";"374";"..";"1-disponible/recuperable";"5616";"238875"
"13- REGION METROPOLITANA";"PROVIDENCIA";"915-14";"EMILIO VAISSE 340-A COMUNA PROVIDENCIA";"102";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5610";"238620"
"13- REGION METROPOLITANA";"HUECHURABA";"1609-6";"REPUBLICA DE GUYANA 439 COMUNA HUECHURABA";"310";"PERMISO OCUPACION";"2-posible";"5578";"237259"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"4324-2";"VICENTE POBLETE 312 (304) COMUNA SAN ANTONIO";"690";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"5520";"234792"
"13- REGION METROPOLITANA";"SAN MIGUEL";"6434-14";"AMERICA 577 ANTES 1502 COMUNA SAN MIGUEL";"248";"..";"1-disponible/recuperable";"5459";"232197"
"13- REGION METROPOLITANA";"EL BOSQUE";"90-3";"UNIVERSO FRENTE 10167 Y 10179 COMUNA EL BOSQUE";"605";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5441";"231432"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"1077-4";"PLAYA ANCHA 201 COMUNA VALPARAISO";"360";"..";"1-disponible/recuperable";"5400";"229688"
"13- REGION METROPOLITANA";"LA CISTERNA";"3128-1";"JOSE JOAQUIN PRIETO ORIENTE 6800 COMUNA LA CISTERNA";"336";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5376";"228667"
"13- REGION METROPOLITANA";"SANTIAGO";"1013-1";"CARABINEROS DE CHILE 33 COMUNA SANTIAGO";"153";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5359";"227944"
"13- REGION METROPOLITANA";"SANTIAGO";"1310-2";"CARABINEROS DE CHILE 33 COMUNA SANTIAGO";"153";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5359";"227944"
"08- REGION DEL BIOBIO";"TALCAHUANO";"1590-3";"LAS DALIAS LOTE 4 (EX LOTE E1) COMUNA TALCAHUANO";"446";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5347";"227433"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"2857-6";"GENERAL SAAVEDRA 1159 COMUNA INDEPENDENCIA";"240";"ARRENDAMIENTO";"2-posible";"5280";"224583"
"13- REGION METROPOLITANA";"LA REINA";"5701-60";"POMAIRE 99 LOTE 896 COMUNA LA REINA";"175";"ARRENDAMIENTO";"2-posible";"5256";"223563"
"13- REGION METROPOLITANA";"PENALOLEN";"9556-10";"LOS CEREZOS COMUNA PENALOLEN";"328";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"5248";"223222"
"13- REGION METROPOLITANA";"SAN RAMON";"1005-6";"EL MIRADOR 1661 COMUNA SAN RAMON";"580";"ARRENDAMIENTO";"2-posible";"5220";"222031"
"08- REGION DEL BIOBIO";"CONCEPCION";"64-24";"LINCOYAN 156 PISOS 1 Y 2 COMUNA CONCEPCION";"288";"..";"1-disponible/recuperable";"5190";"220755"
"13- REGION METROPOLITANA";"LA FLORIDA";"1189-1";"SOTERO DEL RIO 953 COMUNA LA FLORIDA";"369";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5166";"219734"
"05- REGION DE VALPARAÍSO";"QUINTERO";"203-60";"DANIEL ZAMORA SIN NUMERO COMUNA QUINTERO";"646";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5165";"219692"
"13- REGION METROPOLITANA";"RENCA";"541-33";"NUEVA 4832 COMUNA RENCA";"516";"..";"1-disponible/recuperable";"5163";"219607"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"4122-6";"RAMON BARROS LUCO 2394 MANZANA 46 LOTE 7 COMUNA SAN ANTONIO";"638";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5104";"217097"
"13- REGION METROPOLITANA";"LA REINA";"3613-107";"FRANCISCO DE VILLAGRA 6295-A COMUNA LA REINA";"170";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5100";"216927"
"13- REGION METROPOLITANA";"SANTIAGO";"3504-15";"ALLENDE PADIN 2146 COMUNA SANTIAGO";"145";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5084";"216247"
"13- REGION METROPOLITANA";"RECOLETA";"2975-9";"CAMPINO 2077 SITIO 4 COMUNA RECOLETA";"253";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5066";"215481"
"13- REGION METROPOLITANA";"SANTIAGO";"2886-33";"COQUIMBO 1410 COMUNA SANTIAGO";"144";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"5040";"214375"
"13- REGION METROPOLITANA";"EL BOSQUE";"1869-4";"LOS QUILLAYES 10575 COMUNA EL BOSQUE";"560";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5040";"214375"
"13- REGION METROPOLITANA";"SANTIAGO";"785-5";"UNION AMERICANA 255 - 257 COMUNA SANTIAGO";"143";"ARRENDAMIENTO";"2-posible";"5003";"212801"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"3356-2";"EINSTEIN 1227 COMUNA INDEPENDENCIA";"227";"ARRENDAMIENTO";"2-posible";"5001";"212716"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"4522-5";"RAMON BARROS LUCO 2640 MANZANA 54 SITIO 5 COMUNA SAN ANTONIO";"625";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5000";"212674"
"08- REGION DEL BIOBIO";"CHIGUAYANTE";"2984-3";"BERGANTIN ARAUCO MANZANA SITIO 1 COMUNA CHIGUAYANTE";"500";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"5000";"212674"
"13- REGION METROPOLITANA";"LA CISTERNA";"3046-181";"TRINIDAD RAMIREZ 0714 SITIO 4 COMUNA LA CISTERNA";"310";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4958";"210887"
"13- REGION METROPOLITANA";"PENALOLEN";"9108-29";"LAS PARCELAS 9190 MANZANA A SITIO 29 COMUNA PENALOLEN";"301";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4819";"204975"
"13- REGION METROPOLITANA";"LA CISTERNA";"2522-89";"MANUEL FISCHMAN 0809 SITIO 312 COMUNA LA CISTERNA";"300";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4800";"204167"
"13- REGION METROPOLITANA";"RECOLETA";"478-70";"BOMBERO NUNEZ 360 COMUNA RECOLETA";"240";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4800";"204167"
"13- REGION METROPOLITANA";"QUILICURA";"35-12";"JOSE FRANCISCO VERGARA 300 EX 328 COMUNA QUILICURA";"480";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4800";"204167"
"13- REGION METROPOLITANA";"CONCHALI";"2324-32";"TENIENTE PONCE 1916 MANZANA 3 SITIO 27 COMUNA CONCHALI";"400";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4800";"204167"
"13- REGION METROPOLITANA";"LO PRADO";"1551-5";"SAN PABLO 7127 COMUNA LO PRADO";"480";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"4800";"204167"
"13- REGION METROPOLITANA";"PENALOLEN";"SIN ROL";"PASAJE DOS 1660 COMUNA PENALOLEN";"300";"..";"1-disponible/recuperable";"4800";"204167"
"13- REGION METROPOLITANA";"LA FLORIDA";"699-288";"PASAJE TOLEDO (FRENTE) COMUNA LA FLORIDA";"339";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4746";"201870"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"3356-3";"EINSTEIN 1237 ANTES CENTENARIO 947 LOTE A Y B COMUNA INDEPENDENCIA";"215";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4722";"200849"
"13- REGION METROPOLITANA";"PENALOLEN";"9714-25";"LOS VERDULEROS 5754 MANZANA 8 C SITIO 142 COMUNA PENALOLEN";"294";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4701";"199956"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"9332-129";"DEL CABO SIN NUMERO COMUNA VALPARAISO";"313";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4694";"199658"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"2222-8";"RAMON BARROS LUCO 1598 MANZANA 12 SITIO 8 LOTE 1 Y 2 COMUNA SAN ANTONIO";"583";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4664";"198382"
"08- REGION DEL BIOBIO";"TALCAHUANO";"SIN ROL";"LAS DALIAS LOTE 6 (EX LOTE F) COMUNA TALCAHUANO";"388";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4655";"197999"
"13- REGION METROPOLITANA";"RENCA";"1303-49";"CHUNGARA COMUNA RENCA";"463";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4625";"196723"
"13- REGION METROPOLITANA";"PENAFLOR";"337-10";"LOTE 58 KM 0.480,60 AL KM 0.506,90 AUTOPISTA SANTIAGO - SAN ANTONIO COMUNA PENAFLOR";"652";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4563";"194086"
"13- REGION METROPOLITANA";"CERRO NAVIA";"3005-1";"JUAN CHACON CORONA 7208 COMUNA CERRO NAVIA";"570";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4558";"193873"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"801-407";"SAN DIEGO 2310 COMUNA VILLA ALEMANA";"506";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4556";"193788"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"862-221";"RIO MAULE 224 COMUNA VILLA ALEMANA";"500";"PERMISO OCUPACION";"2-posible";"4500";"191406"
"13- REGION METROPOLITANA";"LA FLORIDA";"3019-25";"QUINCHAO 1468 COMUNA LA FLORIDA";"320";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4480";"190556"
"13- REGION METROPOLITANA";"PUENTE ALTO";"157-9";"LOPE DE VEGA SIN NUMERO FRENTE A PASAJE ANGEL DEL RIO COMUNA PUENTE ALTO";"448";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4480";"190556"
"13- REGION METROPOLITANA";"PUENTE ALTO";"2301-33";"LOS LINGUES 2416 COMUNA PUENTE ALTO";"447";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4472";"190215"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"4618-34";"MARTIN HENRIQUEZ 4678 COMUNA SAN JOAQUIN";"260";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4420";"188004"
"13- REGION METROPOLITANA";"LA CISTERNA";"14-27";"ESMERALDA 7253 COMUNA LA CISTERNA";"268";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4288";"182389"
"13- REGION METROPOLITANA";"LA FLORIDA";"3610-17";"LOS NARDOS 10920-C SITIO 33 COMUNA LA FLORIDA";"305";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4270";"181623"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"550-25";"BAQUEDANO NUMERO 1090 COMUNA VILLA ALEMANA";"471";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4239";"180305"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-19 COMUNA VILLA ALEMANA";"466";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4190";"178221"
"05- REGION DE VALPARAÍSO";"QUILPUE";"74-10";"BAQUEDANO 2260 LOTE 9 COMUNA QUILPUE";"344";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"4132";"175754"
"13- REGION METROPOLITANA";"RECOLETA";"3263-1";"SAN GERARDO 703 COMUNA RECOLETA";"205";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4094";"174137"
"13- REGION METROPOLITANA";"PROVIDENCIA";"904-34";"MARIN 0193 DEPARTAMENTO 122 COMUNA PROVIDENCIA";"74";"ARRENDAMIENTO";"2-posible";"4070";"173116"
"13- REGION METROPOLITANA";"RENCA";"904-19";"COSTANERA NORTE COMUNA RENCA";"403";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4032";"171500"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"3514-46";"JOAQUIN WALKER MARTINEZ ESQUINA PASAJE CINTOLESI 4244 COMUNA QUINTA NORMAL";"251";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4016";"170820"
"13- REGION METROPOLITANA";"ESTACION CENTRAL";"5194-2";"AULEN 1392 LOTE 1 COMUNA ESTACION CENTRAL";"222";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4001";"170181"
"05- REGION DE VALPARAÍSO";"QUINTERO";"29-15";"COLON 593 MANZANA 24 SITIO MITAD 12 COMUNA QUINTERO";"500";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4000";"170139"
"13- REGION METROPOLITANA";"RECOLETA";"1768-2";"VERA 473 COMUNA RECOLETA";"200";"ARRENDAMIENTO";"2-posible";"4000";"170139"
"13- REGION METROPOLITANA";"RECOLETA";"4082-2";"REINA DE CHILE 349 COMUNA RECOLETA";"200";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4000";"170139"
"13- REGION METROPOLITANA";"RECOLETA";"3193-11";"ANTONIA PRADO 0603 COMUNA RECOLETA";"200";"..";"1-disponible/recuperable";"4000";"170139"
"13- REGION METROPOLITANA";"COLINA";"1117-15";"SANTA INES ESQUINA LO PINTO COMUNA COLINA";"500";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"4000";"170139"
"05- REGION DE VALPARAÍSO";"QUILPUE";"416-11";"LAUTARO 820 LOTE 2 COMUNA QUILPUE";"333";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"3991";"169756"
