REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;VALOR_UF;VALOR_USD
"13- REGION METROPOLITANA";"SANTIAGO";"109-744";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 PISO 10 COMUNA SANTIAGO";"538";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18830";"800929"
"13- REGION METROPOLITANA";"SANTIAGO";"109-737";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 PISO 6 COMUNA SANTIAGO";"538";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18830";"800929"
"13- REGION METROPOLITANA";"PENAFLOR";"151-11";"DOCTOR PRADO TAGLE 156 COMUNA PENAFLOR";"2685";"..";"1-disponible/recuperable";"18795";"799440"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"1239-1";"SIMON BOLIVAR 415 COMUNA VINA DEL MAR";"746";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18638";"792762"
"13- REGION METROPOLITANA";"SANTIAGO";"2835-9";"SAN CAMILO 959 COMUNA SANTIAGO";"525";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18389";"782171"
"13- REGION METROPOLITANA";"NUNOA";"5962-5";"RAUL SILVA CASTRO 4747 COMUNA NUNOA";"438";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"18375";"781576"
"08- REGION DEL BIOBIO";"CONCEPCION";"1176-19";"GABRIELA MISTRAL LOTE A COMUNA CONCEPCION";"1016";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18295";"778173"
"08- REGION DEL BIOBIO";"CONCEPCION";"558-1";"ARTURO PRAT 1245 LOTE 1 COMUNA CONCEPCION";"1015";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18277";"777407"
"13- REGION METROPOLITANA";"LO PRADO";"1104-1";"SANTA ZENOBIA SIN NUMERO ACERA SUR COMUNA LO PRADO";"1820";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"18200";"774132"
"13- REGION METROPOLITANA";"PUDAHUEL";"213-1";"ARA 259 COMUNA PUDAHUEL";"2262";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"18100";"769879"
"13- REGION METROPOLITANA";"PUDAHUEL";"5702-13";"FEDERICO ERRAZURIZ 788 LOTE 5-B COMUNA PUDAHUEL";"2250";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"18000";"765625"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"5217-1";"PINTOR MURILLO 5359 - 5369 COMUNA SAN JOAQUIN";"1028";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"17476";"743337"
"05- REGION DE VALPARAÍSO";"QUILPUE";"311-8";"FREIRE 989 COMUNA QUILPUE";"1452";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"17424";"741125"
"13- REGION METROPOLITANA";"LA FLORIDA";"1382-2";"YOKOHAMA 6865 COMUNA LA FLORIDA";"1242";"..";"1-disponible/recuperable";"17393";"739807"
"13- REGION METROPOLITANA";"SANTIAGO";"29403";"VILLAVICENCIO 346 COMUNA SANTIAGO";"494";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"17290";"735426"
"13- REGION METROPOLITANA";"PENALOLEN";"5273-2";"I LITORAL COMUNA PENALOLEN";"1080";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"17280";"735000"
"13- REGION METROPOLITANA";"NUNOA";"5432-36";"EDUARDO CASTILLO VELASCO 2864 COMUNA NUNOA";"411";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"17241";"733341"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2284-16";"CARLOS IBANEZ DEL CAMPO 1000 COMUNA VINA DEL MAR";"677";"..";"1-disponible/recuperable";"16920";"719688"
"08- REGION DEL BIOBIO";"HUALPEN";"4868-18";"SUIZA 2310 COMUNA HUALPEN";"1685";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"16854";"716880"
"08- REGION DEL BIOBIO";"CONCEPCION";"774-5";"ANIBAL PINTO 1860 COMUNA CONCEPCION";"936";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"16850";"716710"
"13- REGION METROPOLITANA";"LA FLORIDA";"536-15";"CHACON ZAMORA 6997 VILLA LOS COPIHUES COMUNA LA FLORIDA";"1200";"..";"1-disponible/recuperable";"16800";"714584"
"13- REGION METROPOLITANA";"NUNOA";"5639-3";"EDUARDO CASTILLO VELASCO 3241 COMUNA NUNOA";"400";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"16800";"714584"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-28 COMUNA VILLA ALEMANA";"1844";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"16599";"706034"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"2823-16";"PATRIA 1831 MANZANA 23 LOTE 2 COMUNA SAN ANTONIO";"2065";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"16519";"702631"
"13- REGION METROPOLITANA";"SANTIAGO";"154-97";"SAN ANTONIO 427 PISO 8 COMUNA SANTIAGO";"468";"..";"1-disponible/recuperable";"16365";"696081"
"13- REGION METROPOLITANA";"SAN RAMON";"1830-4";"EL SALVADOR COMUNA SAN RAMON";"1809";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"16279";"692423"
"08- REGION DEL BIOBIO";"CONCEPCION";"321-291";"TOLTEN 47 VALLE NONGUEN COMUNA CONCEPCION";"900";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"16200";"689063"
"13- REGION METROPOLITANA";"PUENTE ALTO";"3630-28";"CONCHA Y TORO 2591 COMUNA PUENTE ALTO";"1618";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"16183";"688340"
"13- REGION METROPOLITANA";"PUENTE ALTO";"2707-21";"LOS ALMENDROS 3138 COMUNA PUENTE ALTO";"1570";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"15701";"667838"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"3038-19";"CUMMING 220 LOTE 1 COMUNA VALPARAISO";"1045";"PERMISO OCUPACION";"2-posible";"15677";"666817"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2469-954";"22 PONIENTE 5728 LOTE 3 COMUNA VINA DEL MAR";"623";"..";"1-disponible/recuperable";"15582";"662776"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"35-21";"QUILLOTA 198 COMUNA VINA DEL MAR";"621";"..";"1-disponible/recuperable";"15529";"660522"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"4044-34";"LOTE 1B COMUNA QUINTA NORMAL";"969";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"15498";"659203"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"4622-18";"DOCTOR JORGE WALLS 4580 MANZANA W LOTE CB COMUNA QUINTA NORMAL";"956";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"15296";"650611"
"13- REGION METROPOLITANA";"LA PINTANA";"7043-1";"JOSE MANUEL BALMACEDA 1231 COMUNA LA PINTANA";"2180";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"15260";"649080"
"13- REGION METROPOLITANA";"SANTIAGO";"676-2";"PORTUGAL 623 - 627 COMUNA SANTIAGO";"435";"..";"1-disponible/recuperable";"15225";"647591"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"336-3";"ANIBAL PINTO SIN NUMERO MANZANA 9-A LOTE 1 COMUNA VILLA ALEMANA";"1691";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"15222";"647464"
"13- REGION METROPOLITANA";"MACUL";"6687-465";"ROQUE ESTEBAN SCARPA 2314 COMUNA MACUL";"840";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"15120";"643125"
"13- REGION METROPOLITANA";"SANTIAGO";"265-2";"CATEDRAL 2213 - 2219 COMUNA SANTIAGO";"404";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"14140";"601441"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"3924-10";"CARRASCAL 4696 ANTES 4760 COMUNA QUINTA NORMAL";"875";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"13994";"595231"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"6217-4";"DANIEL RODRIGUEZ 775 LOTE 383 COMUNA VALPARAISO";"932";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"13980";"594636"
"13- REGION METROPOLITANA";"LA FLORIDA";"759-7";"GENERAL LAS HERAS COMUNA LA FLORIDA";"998";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"13968";"594125"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"3032-1";"SANTA ISABEL 739 COMUNA VALPARAISO";"930";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"13950";"593360"
"08- REGION DEL BIOBIO";"CONCEPCION";"145-23";"JANEQUEO 354 AL 360 LOTES 1A-1B-1C COMUNA CONCEPCION";"765";"..";"1-disponible/recuperable";"13764";"585448"
"13- REGION METROPOLITANA";"CERRO NAVIA";"3503-1";"5 DE FEBRERO 413 COMUNA CERRO NAVIA";"1719";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"13753";"584980"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"1112-149";"VON SCHROEDERS 493 COMUNA VINA DEL MAR";"540";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"13498";"574134"
"08- REGION DEL BIOBIO";"HUALPEN";"5012-3";"GRAN BRETANA ESQUINA YOGOSLAVIA COMUNA HUALPEN";"1348";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"13475";"573156"
"05- REGION DE VALPARAÍSO";"QUILPUE";"663-25";"GASTON OSSA S/N COMUNA QUILPUE";"1092";"..";"1-disponible/recuperable";"13108";"557545"
"13- REGION METROPOLITANA";"PENALOLEN";"6289-1";"CALLE DOCE 1296 COMUNA PENALOLEN";"810";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12960";"551250"
"13- REGION METROPOLITANA";"PADRE HURTADO";"NO TIENE";"PRIMERA TRANSVERSAL 991 (EX 990) COMUNA PADRE HURTADO";"2146";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"12875";"547635"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"90-38";"LIBERTAD 428 COMUNA VINA DEL MAR";"510";"PERMISO OCUPACION";"2-posible";"12750";"542318"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-33 COMUNA VILLA ALEMANA";"1407";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12663";"538617"
"13- REGION METROPOLITANA";"LA FLORIDA";"2444-11";"PERU 9053 COMUNA LA FLORIDA";"900";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"12600";"535938"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2467-466";"CINCO SUR COMUNA VINA DEL MAR";"500";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12500";"531684"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3720-152";"LOS EUCALIPTUS COMUNA QUILPUE";"1040";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"12480";"530834"
"13- REGION METROPOLITANA";"PENALOLEN";"5580-4";"CALLE 138 A 6485 COMUNA PENALOLEN";"780";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12480";"530834"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"8404-51";"ISRAEL ROIZBLAT 61 LOTE L-1 COMUNA VALPARAISO";"828";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"12416";"528111"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"3215-35";"TORO Y ZAMBRANO 3840 COMUNA SAN JOAQUIN";"722";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12274";"522071"
"08- REGION DEL BIOBIO";"CONCEPCION";"SIN ROL";"JUAN DE VASCONES ESQUINA FRAY JUAN CASTILLO POBLACION TENIENTE MERINO 2 COMUNA CONCEPCION";"680";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12240";"520625"
"13- REGION METROPOLITANA";"LA FLORIDA";"3415-1";"JULIO CESAR 10905 COMUNA LA FLORIDA";"874";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12236";"520455"
"13- REGION METROPOLITANA";"SANTIAGO";"493-13";"SAN IGNACIO 163 COMUNA SANTIAGO";"347";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"12128";"515861"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-34 COMUNA VILLA ALEMANA";"1346";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12114";"515266"
"13- REGION METROPOLITANA";"LA GRANJA";"9076-7";"PRESIDENTE LULA DA SILVA 6495 COMUNA LA GRANJA";"1201";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"12009";"510800"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"5117-3";"RAMON BARROS LUCO 2749 MANZANA 65 COMUNA SAN ANTONIO";"1497";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11978";"509481"
"08- REGION DEL BIOBIO";"CONCEPCION";"927-13";"AINAVILLO 2358 MANZANA SITIO 13 F COMUNA CONCEPCION";"657";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11831";"503228"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"4091-2/4091/13/4091-14/4091-15/4091-16/4091-17/4091-18/4091-19/4091-20/4091-21";"BAQUEDANO 113 COMUNA VALPARAISO";"786";"ARRENDAMIENTO";"2-posible";"11784";"501229"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"905-6";"VICUNA MACKENNA 3481 COMUNA SAN JOAQUIN";"688";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11688";"497146"
"08- REGION DEL BIOBIO";"HUALPEN";"5260-3";"HUNGRIA 2899 SITIOS 1 2 Y 3 COMUNA HUALPEN";"1164";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11636";"494934"
"08- REGION DEL BIOBIO";"SAN PEDRO DE LA PAZ";"14948-17";"CALLE UNO 140 MANZANA C LOTE 1 FUNDO SAN FELIPE COMUNA SAN PEDRO DE LA PAZ";"811";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11356";"483024"
"13- REGION METROPOLITANA";"LA FLORIDA";"3600-31";"GUILLERMO BLEST GANA 10841 COMUNA LA FLORIDA";"811";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11355";"482982"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-32 COMUNA VILLA ALEMANA";"1250";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11246";"478346"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"71-1";"PLAZA SIMON BOLIVAR 1653 COMUNA VALPARAISO";"738";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"11075";"471072"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-17 COMUNA VILLA ALEMANA";"1230";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"11070";"470860"
"13- REGION METROPOLITANA";"LO PRADO";"1204-1";"SANTA ZENOBIA SIN NUMERO ACERA NORTE COMUNA LO PRADO";"1103";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"11032";"469243"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-31 COMUNA VILLA ALEMANA";"1221";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10989";"467414"
"13- REGION METROPOLITANA";"LA CISTERNA";"1703-24";"SANTA CORINA 068 COMUNA LA CISTERNA";"679";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"10864";"462097"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"667-4";"VIANA 131 COMUNA VINA DEL MAR";"434";"PERMISO OCUPACION";"2-posible";"10846";"461332"
"13- REGION METROPOLITANA";"SANTIAGO";"97-97";"MAC IVER 283 COMUNA SANTIAGO";"309";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"10825";"460439"
"05- REGION DE VALPARAÍSO";"QUINTERO";"39-22";"HERMANOS CARRERA SIN NUMERO LOTE 1 COMUNA QUINTERO";"1350";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10800";"459375"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"7097-25";"NUEVA BRUSELAS SIN NUMERO LOTE 8 COMUNA SAN ANTONIO";"1340";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10722";"456057"
"13- REGION METROPOLITANA";"LA REINA";"3013-24";"JOSE ARRIETA 5964 SITIO 4 COMUNA LA REINA";"353";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10583";"450145"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"2114-43";"AURORA DE CHILE 2768 COMUNA INDEPENDENCIA";"481";"ARRENDAMIENTO";"2-posible";"10575";"449805"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-29 COMUNA VILLA ALEMANA";"1170";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10530";"447891"
"13- REGION METROPOLITANA";"LA REINA";"1808-143";"SIMON BOLIVAR 7459 LOTE 1-2 COMUNA LA REINA";"347";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10403";"442489"
"13- REGION METROPOLITANA";"PUDAHUEL";"1866-1";"RIO ATRATOS 8448 COMUNA PUDAHUEL";"1296";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10368";"441000"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"SIN ROL";"EL TELEGRAFO 23 COMUNA VALPARAISO";"687";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10305";"438320"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"9300-560";"PASAJE SANTA MONICA SIN NUMERO COMUNA VALPARAISO";"679";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"10186";"433259"
"13- REGION METROPOLITANA";"PUENTE ALTO";"558-1";"COVADONGA SIN NUMERO COMUNA PUENTE ALTO";"992";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"9917";"421817"
"13- REGION METROPOLITANA";"LO PRADO";"3622-25";"INGENIERO GIROZ COMUNA LO PRADO";"989";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"9888";"420583"
"13- REGION METROPOLITANA";"NUNOA";"6623-14";"LOS AVELLANOS 2206 COMUNA NUNOA";"232";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"9727";"413735"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"1613-8";"CORONEL ROBLES 1131 ESQUINA SAN PABLO COMUNA QUINTA NORMAL";"604";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"9664";"411056"
"13- REGION METROPOLITANA";"SANTIAGO";"148-45";"MERCED 343 COMUNA SANTIAGO";"275";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"9625";"409397"
"08- REGION DEL BIOBIO";"CONCEPCION";"544-0001";"CAMILO HENRIQUEZ 2505 (EX-505) COMUNA CONCEPCION";"526";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"9473";"402932"
"13- REGION METROPOLITANA";"SANTIAGO";"335-60";"LONDRES 40 COMUNA SANTIAGO";"268";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"9380";"398976"
"13- REGION METROPOLITANA";"PUDAHUEL";"383-6";"LA ESTRELLA ENTRE PASAJE MAR NEGRO Y OCEANO ATLANTICO LOTE B COMUNA PUDAHUEL";"1143";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"9141";"388810"
"13- REGION METROPOLITANA";"SANTIAGO";"109-726";"HUERFANOS 1376 ANTES HUERFANOS 1350 AL 1372 ENTREPISO COMUNA SANTIAGO";"261";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"9135";"388555"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"4618-15";"URETA COX 349 COMUNA SAN JOAQUIN";"535";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"9087";"386513"
"08- REGION DEL BIOBIO";"CONCEPCION";"249-31";"MAIPU 1973 COMUNA CONCEPCION";"499";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8985";"382175"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"90-29";"TOMAS RAMOS 132 AL 144 COMUNA VALPARAISO";"594";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"8915";"379197"
"08- REGION DEL BIOBIO";"SAN PEDRO DE LA PAZ";"12016-1";"PEDRO AGUIRRE CERDA 680 SAN PEDRO VIEJO COMUNA SAN PEDRO DE LA PAZ";"631";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8839";"375965"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2469-666";"19 PONIENTE 5843 LOTE 2 COMUNA VINA DEL MAR";"352";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8800";"374306"
"13- REGION METROPOLITANA";"PUDAHUEL";"383-7";"LA ESTRELLA ENTRE PASAJE MAR NEGRO Y OCEANO ATLANTICO LOTE A COMUNA PUDAHUEL";"1095";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8760";"372604"
"13- REGION METROPOLITANA";"SANTIAGO";"57-11";"ALMIRANTE BARROSO 23 COMUNA SANTIAGO";"250";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8750";"372179"
"13- REGION METROPOLITANA";"SANTIAGO";"3069-36";"SIERRA BELLA 1352 COMUNA SANTIAGO";"250";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8750";"372179"
"13- REGION METROPOLITANA";"LA FLORIDA";"796-56";"LAS HIGUERAS COMUNA LA FLORIDA";"625";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8750";"372179"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"8157-1";"MERCEDES NORTE 1823 EX 162 COMUNA SAN ANTONIO";"1091";"..";"1-disponible/recuperable";"8729";"371286"
"08- REGION DEL BIOBIO";"CORONEL";"528-1";"MILLABU ESQUINA PASAJE 1 MANZANA COMUNA CORONEL";"1233";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"8630";"367075"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-22 COMUNA VILLA ALEMANA";"942";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8474";"360439"
"13- REGION METROPOLITANA";"NUNOA";"5669-13";"PEDRO LOBOS 666 COMUNA NUNOA";"200";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8400";"357292"
"13- REGION METROPOLITANA";"SAN BERNARDO";"2523-12";"SAN JOSE 840 Y 848 COMUNA SAN BERNARDO";"1398";"..";"1-disponible/recuperable";"8388";"356781"
"13- REGION METROPOLITANA";"RECOLETA";"2376-7";"DESIDERIO LEMUS 0143 COMUNA RECOLETA";"413";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8250";"350912"
"08- REGION DEL BIOBIO";"PENCO";"56-91";"YERBAS BUENAS 30 REMODELACION LORD COCHRANE COMUNA PENCO";"1020";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"8160";"347083"
"13- REGION METROPOLITANA";"RECOLETA";"4036-4";"MUNOZ GAMERO 574 COMUNA RECOLETA";"408";"PERMISO OCUPACION";"2-posible";"8152";"346743"
"13- REGION METROPOLITANA";"TALAGANTE";"264-90";"OHIGGINS 1852 COMUNA TALAGANTE";"1015";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"8123";"345510"
"13- REGION METROPOLITANA";"SANTIAGO";"2793-14";"COQUIMBO 609 COMUNA SANTIAGO";"232";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8120";"345382"
"13- REGION METROPOLITANA";"LA FLORIDA";"NO TIENE";"EL APERO COMUNA LA FLORIDA";"576";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8064";"343000"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"8501-17";"EL ARRAYAN 1270 MANZANA 10 LOTE B COMUNA SAN ANTONIO";"1004";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8035";"341767"
"13- REGION METROPOLITANA";"PROVIDENCIA";"190-10";"BELLAVISTA 0330 COMUNA PROVIDENCIA";"146";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"8008";"340618"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"SEXTA SIN NUMERO INTERIOR LOTE A-35 COMUNA VILLA ALEMANA";"882";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7941";"337768"
"05- REGION DE VALPARAÍSO";"QUILPUE";"3721-198";"PASAJE 610 NUMERO 986 COMUNA QUILPUE";"654";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7848";"333813"
"13- REGION METROPOLITANA";"SANTIAGO";"3763-1";"SAN IGNACIO 1709 ESQUINA SARGENTO ALDEA 1510 COMUNA SANTIAGO";"222";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7770";"330495"
"13- REGION METROPOLITANA";"PENALOLEN";"7188-2";"GRECIA 6871 COMUNA PENALOLEN";"483";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7728";"328708"
"05- REGION DE VALPARAÍSO";"CARTAGENA";"1001-27";"COSTANERA DEL MAR SIN NUMERO LOTE 12 COMUNA CARTAGENA";"1537";"ARRENDAMIENTO";"2-posible";"7685";"326879"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"3920-1";"ANGAMOS 2380 COMUNA SAN ANTONIO";"960";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"7680";"326667"
"08- REGION DEL BIOBIO";"CORONEL";"2759-1";"LOS GUAYACANES 1380 COMUNA CORONEL";"1094";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"7658";"325731"
"13- REGION METROPOLITANA";"SANTIAGO";"44378";"JOSE RAMON GUTIERREZ 269 COMUNA SANTIAGO";"219";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"7656";"325646"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"477-144";"PRINCIPAL SIN NUMERO LOTE 129 A COMUNA VINA DEL MAR";"300";"ARRENDAMIENTO";"2-posible";"7500";"319011"
"13- REGION METROPOLITANA";"SAN RAMON";"644-17";"GENERAL BARCELO LIRA 1965 COMUNA SAN RAMON";"829";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"7461";"317352"
