REGION;ROL;NOMBRE;COMUNA;LAT;LON
"Antofagasta";"6401-78";"8 KM AL NORTE DE NUDO URIBE A 1.4 KM AL ESTE DE INTERSECCION RUTA 5 CON RUTA B-400 COMUNA ANT";"ANTOFAGASTA";"-23.54244889174286";"-70.21634607707526"
"Antofagasta";"15013-12";"CALLE ALTA MANZANA C-S SITIO 12 BALNEARIO EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.737314001572607";"-70.43977587857201"
"Antofagasta";"1258-2 1258-3";"SITIO 2 Y 3 POBLACION CHILE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63389534255668";"-70.38264022917797"
"Antofagasta";"3074-5";"ARGENTINA 01896 DEPARTAMENTO 22 BLOCK I COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.692115405301895";"-70.409923951858"
"Antofagasta";"1000-21";"COVADONGA NUEVA 851-871 MANZANA 1000 SITIO 21 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.646952143523944";"-70.3901598976479"
"Antofagasta";"513-1";"HERMOGENES ALFARO 1138 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.665400337285174";"-70.3973399743675"
"Antofagasta";"5048-6";"IQUIQUE 7337 SITIO 12 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.601915550002467";"-70.39069521713772"
"Antofagasta";"7470-1";"CALLE HUAMACHUCO 8959 POBLACION OSCAR BONILLA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.585127309794423";"-70.38092228548815"
"Antofagasta";"468-22";"COLLAHUASI 860 MANZANA 52 SITIO 32 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.666108692829877";"-70.40461842431384"
"Antofagasta";"60-001";"HOSPITAL DE MEJILLONES COMUNA MEJILLONES";"MEJILLONES";"-23.10273005303521";"-70.44622569783581"
"Antofagasta";"1303-34";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63157026394438";"-70.38812653712587"
"Antofagasta";"1303-38";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.631783230773333";"-70.3882214185763"
"Antofagasta";"7471-1";"RIO SALADO CON HUAMACHUCO SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.585105284079958";"-70.38059306784328"
"Antofagasta";"3002-1";"SANTA MARTA SIN NUMERO MANZANA 31 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.697887724469535";"-70.41024117421046"
"Antofagasta";"5611-3";"CAUTIN 7026 MANZANA 2 SITIO 7 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.606819846294762";"-70.38516096153843"
"Antofagasta";"847-12";"WASHINGTON 2527 PISO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.646390593008203";"-70.3993878938611"
"Antofagasta";"6166-1";"CERRO PEDREGAL COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.59169698802375";"-70.37640712435892"
"Antofagasta";"15007-23";"EL HUASCAR MANZANA K-2 SITIO 17 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.734908357136664";"-70.43952972159782"
"Antofagasta";"15011-10";"EL HUASCAR MANZANA A-S SITIO 10 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.735547055276857";"-70.43893428108606"
"Antofagasta";"15003-4";"EL HUASCAR MANZANA A SITIO 4 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.732208652604253";"-70.43625486731446"
"Antofagasta";"15015-10";"EL HUASCAR MANZANA D-S SITIO 10 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.735218778338137";"-70.4385770079525"
"Antofagasta";"6701-16";"LA NEGRA KILOMETROS. 1344,386 A 1344,78 DE LA CARRETERA LONGITUDINAL NORTE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.787156255281086";"-70.31654046789366"
"Antofagasta";"17017-2";"LOTE 2 APROX A 1,17 KM AL SUR DE BARRIO INDUSTRIAL LA PORTADA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.52355793658217";"-70.3945982188829"
"Antofagasta";"1303-30";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.631783230773333";"-70.3882214185763"
"Antofagasta";"6099-1";"PASAJE OSCAR BONILLA 8527 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.590428348012917";"-70.37924831977249"
"Antofagasta";"3017-2";"MAR DEL PLATA CON SANTA ELENA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.693670992779545";"-70.41203255081966"
"Antofagasta";"1303-29";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.631783230773333";"-70.3882214185763"
"Antofagasta";"45002-3";"LOTE A1 RUTA B-55 KILOMETROS 62.600 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.05743216741435";"-69.57768622240415"
"Antofagasta";"45000-47";"LOTE A 50 KILOMETROS AL ESTE DE MINERA ATACAMA MINERALS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.18027798777381";"-69.30449035252876"
"Antofagasta";"6800-20";"LOTE A SECTOR SUBESTACION ANDES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.027987953806083";"-68.57544651144006"
"Antofagasta";"1730-10";"LOTE B PASAJE OLLAGUE CON CALLE ELQUI COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.6191671071466";"-70.38836891975112"
"Antofagasta";"12007-1";"MANZANA 7 SITIO 1 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.51295276061121";"-70.53371282333966"
"Antofagasta";"517-1";"APROX A 1,1 KM AL SURESTE DE LA PLAZA DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.414833335428035";"-70.47766669853256"
"Antofagasta";"6701-77";"SECTOR ESTACION PORTEZUELO RUTA 5 NORTE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.6871194891516";"-70.27910538500566"
"Antofagasta";"25001-24";"SITIO 34 SECTOR QUINTAS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.626874848196366";"-70.2911602692457"
"Antofagasta";"16042-5";"SITIO 5 MANZANA F SECTOR II SECTOR NORTE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.56715841012607";"-70.38692041804443"
"Antofagasta";"16095-6";"SITIO 6 MANZANA 37 LA CHIMBA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.54970597749025";"-70.38451758448917"
"Antofagasta";"15005-2";"EL HUASCAR MANZANA G SITIO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.733555660103423";"-70.43803304671125"
"Antofagasta";"25001-44";"SECTOR QUINTAS KM 13 SITIO 65 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.630579907474836";"-70.29071895760835"
"Antofagasta";"49000-3";"SUBESTACION ANDES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.066951274437706";"-68.57350724588764"
"Antofagasta";"16208-9";"SECTOR PLAYA LA CHIMBA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.558464992508224";"-70.40364068674998"
"Antofagasta";"816-2";"ARGOMEDO 252 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.647086928472493";"-70.40055417568554"
"Antofagasta";"1303-19";"PASAJE SAUSALITO 686 MANZANA 46 SITIO 46 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.631852142282";"-70.38827596608463"
"Antofagasta";"20005-2";"SUBESTACION CAPRICORNIO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.456634822888056";"-70.21613536768676"
"Antofagasta";"6032-3";"LOCALIDAD DE SIERRA GORDA SIN NUMERO COMUNA SIERRA GORDA";"SIERRA GORDA";"-22.89546210616289";"-69.32533134725047"
"Antofagasta";"1-14532";"LOTE C ALTOS LA PORTADA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.498900160239273";"-70.40538692918486"
"Antofagasta";"45002-16";"LOTE C RUTA B-55 KILOMETROS 62.600 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.07028101133287";"-69.57167989043803"
"Antofagasta";"16161-4";"SITIO 4 MANZANA 60 LA CHIMBA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.531824619274477";"-70.38831593572446"
"Antofagasta";"15007-5";"EL HUASCAR MANZANA K-2 SITIO 5 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.735106201576265";"-70.43949914598313"
"Antofagasta";"4900-5";"SUB ESTACION ELECTRICA LOS ANDES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.00501731288162";"-68.57261965829667"
"Antofagasta";"1303-44";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63210327042964";"-70.38825906253241"
"Antofagasta";"45000-49";"LOTE C 50 KILOMETROS AL ESTE DE MINERA ATACAMA MINERALS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.17553700021411";"-69.31372174943766"
"Antofagasta";"5970-1";"SITIO COLINDANTE A POBLACION BALMACEDA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.60111348870483";"-70.37182948741393"
"Antofagasta";"1303-9";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63183859515689";"-70.38822632932863"
"Antofagasta";"1303-20";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63189674015278";"-70.38818905333216"
"Antofagasta";"6401-84";"LOTE B SECTOR CAPRICORNIO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.418642795042395";"-70.17901678354754"
"Antofagasta";"6903-66";"SUBESTACION KIMAL COMUNA MARIA ELENA";"MARIA ELENA";"-22.306874492297847";"-69.46320759727179"
"Antofagasta";"15012-9";"CALLE 6 MANZANA B-S SITIO 9 BALNEARIO EL HUASCAR SUR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.73649101892923";"-70.4389946720494"
"Antofagasta";"25005-5";"APROX A 12 KM AL NORESTE DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.629801989917283";"-70.29591788757588"
"Antofagasta";"01691-10";"MANZANA 20-F SITIO 34 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.619631984877557";"-70.38681394563389"
"Antofagasta";"331-1";"SECTOR SUR CIUDAD ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.677434025026802";"-70.40431270129444"
"Antofagasta";"1303-27";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63189674015278";"-70.38818905333216"
"Antofagasta";"325-9";"CALLE HOMERO AVILA SILVA 950 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.672663983104272";"-70.40474923780081"
"Antofagasta";"16202-1 16201-1";"LOTE A Y LOTE B SECTOR NORTE DE LA CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.545019782756093";"-70.3841284111219"
"Antofagasta";"1527-129";"POBLACION BARRIO NORTE MANZANA I SITIO 7G-1 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.625414645639562";"-70.38749061494757"
"Antofagasta";"604-4";"CERRO MANTOS BLANCOS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.489830568806205";"-70.11502528237592"
"Antofagasta";"25001-34";"SECTOR QUINTAS KM 13 SITIO 54 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63006565704981";"-70.291697933337"
"Antofagasta";"16142-12";"SITIO 3-B MANZANA 33 LA CHIMBA ALTO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.537673517013587";"-70.38545180207086"
"Antofagasta";"6700-7";"LA NEGRA MANZANA B-2 LOTE 2-B COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.781876736708632";"-70.31628151393858"
"Antofagasta";"16178-1";"AVENIDA CIRCUNVALACION NORTE B COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.5282302138492";"-70.37979992946927"
"Antofagasta";"5180-26";"RUTA B-440 AL NORTE DE LA CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.49605152766174";"-70.4262901772033"
"Antofagasta";"20006-2";"SECTOR PORTEZUELO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.60397748084176";"-70.34534972041723"
"Antofagasta";"15003-16";"PASAJE 1 MANZANA A SITIO 16 SECTOR EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.732068131718776";"-70.43647789890872"
"Antofagasta";"42002-6";"LOTE C RUTA B-55 KILOMETROS 62.600 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.07025518450229";"-69.57857219316321"
"Antofagasta";"15001-6";"CALLE 3 MANZANA E SITIO 6 BALNEARIO EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.732134917721524";"-70.43773188166222"
"Antofagasta";"669-147 669-496 669-728";"ARGENTINA 1665 DEPARTAMENTO 2007-A PISO 20 TORRE A - BODEGA 145 Y ESTACIONAMIENTO 142 COMUNA";"ANTOFAGASTA";"-23.660070815878267";"-70.39656213351715"
"Antofagasta";"15002-2";"EL HUASCAR MANZANA F SITIO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.732675148525164";"-70.4374366109903"
"Antofagasta";"15006-9";"MANZANA B SITIO 9 BALNEARIO EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.733734017596067";"-70.43770516146554"
"Antofagasta";"NO ENROLADO";"MANUEL VERBAL 1547-1597 MANZANA 641 LOTE B COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.660275065066056";"-70.40325263697567"
"Antofagasta";"315-9";"NICANOR PLAZA 1040 DEPARTAMENTO 302 BLOCK 4 COLECTIVO LA PORTADA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.673604347417424";"-70.40499435936374"
"Antofagasta";"15007-22";"EL HUASCAR MANZANA K-2 SITIO 16 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.734904913941957";"-70.43965408048324"
"Antofagasta";"5320-1";"CALLE LOS NARANJOS LOTE C POBLACION LAS ROCAS TROCADERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.58921624599817";"-70.39321462453522"
"Antofagasta";"1730-9";"PASAJE OLLAGUE CON CALLE ELQUI COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.61878947489876";"-70.3882843335267"
"Antofagasta";"241-14";"AVENIDA EJERCITO 0254 LOTE B POBLACION PLAYA BLANCA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.67680890566802";"-70.41224236329397"
"Antofagasta";"15010-3";"MANZANA M SITIO 3 EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.73743117182544";"-70.44076624250039"
"Antofagasta";"16082-11";"SITIO 11 MANZANA 9 LA CHIMBA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.551032998420066";"-70.3866274119716"
"Antofagasta";"1836-2";"CALLE PAIHUANO ESQUINA AVENIDA ESPANA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.620902788609893";"-70.37815059212734"
"Antofagasta";"1712-23";"SITIO 2 VILLA LAS AMERICAS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.626609270325883";"-70.37578111950305"
"Antofagasta";"45000-48";"LOTE B 50 KILOMETROS AL ESTE DE MINERA ATACAMA MINERALS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.177866771539737";"-69.30320136719533"
"Antofagasta";"45000-37";"SECTOR YUNGAY COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.08917487416976";"-69.92830475483774"
"Antofagasta";"1401-33";"PARTE DEL LOTE 74 SALVADOR ALLENDE 754 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.628549692292946";"-70.38748986605111"
"Antofagasta";"3241-4";"OSVALDO GOMEZ ANSIETA 01516 MANZANA B SITIO 6 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.687832079459763";"-70.40672289463613"
"Antofagasta";"1401-32";"PARTE DEL LOTE 73 SALVADOR ALLENDE 780 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.628548013716703";"-70.38737375466611"
"Antofagasta";"6800-26";"OFICINA TOCO COMUNA MARIA ELENA";"MARIA ELENA";"-22.066896559444203";"-69.59952609118795"
"Antofagasta";"15015-7";"HUASCAR MANZANA D-S SITIO 7 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.739037468158497";"-70.44159399605846"
"Antofagasta";"6701-81";"A 7,7 KILOMETROS AL SUR DEL SECTOR LA NEGRA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.84977130881124";"-70.30338560359118"
"Antofagasta";"6800-21";"LOTE B SECTOR SUBESTACION ANDES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.033598489722365";"-68.57482994375097"
"Antofagasta";"882-1";"CALLE ARTURO PRAT 1109-1147 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.652819468367255";"-70.39190363123636"
"Antofagasta";"25000-24";"LOTE 38 SECTOR QUINTAS DEL SALAR KM 13 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.624918642795546";"-70.2910710402741"
"Antofagasta";"682-33";"AVENIDA GRECIA 1726 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.657829343609325";"-70.40232368870075"
"Antofagasta";"12006-2";"BALNEARIO JUAN LOPEZ MANZANA 6 SITIO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.51332285739932";"-70.53349727705671"
"Antofagasta";"15013-11";"VICENTE CABALLEROS 6700 MANZANA C-S SITIO 11 EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.737419509693666";"-70.43986955730463"
"Antofagasta";"448-4";"EDUARDO ORCHARD LOTE C POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.668574494682446";"-70.39992765898835"
"Antofagasta";"448-6";"EDUARDO ORCHARD LOTE E POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.668670999617383";"-70.40021387191966"
"Antofagasta";"448-3";"CALLE EDUARDO ORCHARD LOTE B POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.66845530826329";"-70.39986309587269"
"Antofagasta";"8546-1";"CALLE LAS GAVIOTAS CON PASAJE CHOAPA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.58776013342051";"-70.38602463239599"
"Antofagasta";"NO ENROLADO";"MANZANA 56 LOTE 1 POBLACION ORIENTE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63277664200302";"-70.38739815052497"
"Antofagasta";"1303-33";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63157026394438";"-70.38812653712587"
"Antofagasta";"507-62";"APROX A 90 KM AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-24.79692456270705";"-69.87335979911333"
"Antofagasta";"45002-9";"LOTE C1 RUTA B-55 KILOMETROS 62.600 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.05400658023146";"-69.58738988939544"
"Antofagasta";"16042-6";"SITIO 6-A MANZANA F SECTOR II SECTOR NORTE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.567294323492114";"-70.38787622458874"
"Antofagasta";"500-1";"QUEBRADA BAQUEDANO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.659455110102368";"-70.38367540426165"
"Antofagasta";"16171-4";"LOTEO LAS PALMAS MANZANA 63 SITIO 4 LA CHIMBA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.5293679983323";"-70.38783888413995"
"Antofagasta";"25001-45";"SITIO 49 SECTOR QUINTAS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.6273381115332";"-70.28936127431281"
"Antofagasta";"17011-1";"SECTOR NORTE DE LA CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.521711039491443";"-70.39659497607445"
"Antofagasta";"110-4";"LA MINERIA 501 QUEBRADA CARRIZO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.698439614382263";"-70.41727009736834"
"Antofagasta";"701-1";"PABELLON 1 ESTACIONAMIENTO SUBTERRANEO 23 AL 30 Y 48 AL 54 INTERSECCION DE LAS CALLES ALMIRAN";"ANTOFAGASTA";"-23.651423312542416";"-70.40216191182911"
"Antofagasta";"NO ENROLADO";"IRARRAZABAL MANZANA 1-B SITIO 6 PARTE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.603323395355662";"-70.38543769356727"
"Antofagasta";"804-2";"AL ESTE DE LA POBLACION LAS TRES MARIAS COMUNA TOCOPILLA";"TOCOPILLA";"-22.058499979106973";"-70.18169447546951"
"Antofagasta";"15006-11";"EL HUASCAR MANZANA B SITIO 11 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.733465094478145";"-70.43762396055159"
"Antofagasta";"15016-3";"EL HUASCAR MANZANA E-S SITIO 3 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.73978680213064";"-70.44209886104832"
"Antofagasta";"3301-710";"LOTE 7 PUEBLO DE LASANA COMUNA CALAMA";"CALAMA";"-22.30208859659071";"-68.64234130825075"
"Antofagasta";"454-7";"SITIOS 5 Y 7 MANZANA 3 POBLACION COVADONGA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.669010690666795";"-70.39706578095408"
"Antofagasta";"500-3";"QUEBRADA EL ANCLA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.64116191756344";"-70.38014522127774"
"Antofagasta";"1177-11";"BELLAVISTA 3636 DEPARTAMENTO C PISO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.638440122066985";"-70.39430975038815"
"Antofagasta";"42002-4";"LOTE A2 RUTA B-55 KILOMETROS 62.600 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.06158356239193";"-69.57832596969223"
"Antofagasta";"39000-6";"A 55,96 KILOMETROS AL SURESTE DEL SECTOR LA NEGRA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.936844729736556";"-69.7873365615189"
"Antofagasta";"45002-10";"LOTE C2 RUTA B-55 KILOMETROS 62.600 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.059647719773462";"-69.58757288262271"
"Antofagasta";"17018-2";"LOTE 1 APROX A 1.17 KM AL SUR DE BARRIO INDUSTRIAL LA PORTADA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.523855161216986";"-70.39546323704064"
"Antofagasta";"45000-52";"LOTE C 50 KILOMETROS AL ESTE DE MINERA ATACAM MINERALS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.167408634002996";"-69.32894469504652"
"Antofagasta";"1499-32";"IQUIQUE 4771 AL 4799 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.625910115459636";"-70.39447396005285"
"Antofagasta";"1008-2";"POBLACION RENE SCHNEIDER PADRE HURTADO CON PASAJE COVADONGA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.651141147476583";"-70.385535167994"
"Antofagasta";"5642-1";"GRAN AVENIDA RADOMIRO TOMIC SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.594013204304122";"-70.38531399212037"
"Antofagasta";"7534-1";"CALLE GUANAQUEROS LOTE A SECTOR LOS ARENALES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.58475528729133";"-70.37360910930184"
"Antofagasta";"1303-32";"CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.631783230773333";"-70.3882214185763"
"Antofagasta";"701-1";"PABELLONES 2 Y 3 INTERSECCION DE LAS CALLES ALMIRANTE JUAN JOSE LATORRE 21 DE MAYO Y AVENIDA";"ANTOFAGASTA";"-23.651431640694295";"-70.40193654151552"
"Antofagasta";"692-9";"MANUEL ANTONIO MATTA 1999 PISO 1 2 3 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.65368479593156";"-70.40132213892024"
"Antofagasta";"45000-46";"LOTE C 50 KILOMETROS AL ESTE DE MINERA ATACAMA MINERALS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.184559348273698";"-69.30008148337056"
"Antofagasta";"5927-6";"AVENIDA LUIS CRUZ MARTINEZ COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.5967269136724";"-70.37449778325734"
"Antofagasta";"NO ENROLADO";"CERRO COLOSO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.75949187792909";"-70.46552069464775"
"Antofagasta";"45000-51";"LOTE B A 50 KILOMETROS AL ESTE DE MINERA ATACAM MINERALS COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.16987999246218";"-69.31989952034655"
"Antofagasta";"6800-30";"SUB ESTACION ANDES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.016856095029713";"-68.59829283095034"
"Antofagasta";"16020-4";"LA CHIMBA SECTOR II MANZANA J SITIO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.570830225439607";"-70.3894124203212"
"Antofagasta";"5048-12";"IQUIQUE 7361 SITIO 6 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.601915550002467";"-70.39069521713772"
"Antofagasta";"16440-1";"RICA AVENTURA EX CINCO LA CHIMBA MANZANA 3 LOTE 1 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.552160463330218";"-70.39608307272363"
"Antofagasta";"NO ENROLADO";"IQUIQUE 6823 MANZANA 1-B SITIO 1 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.610294787035137";"-70.39111778721029"
"Antofagasta";"1209-10";"BELLAVISTA 3929 Y PASAJE VAN BUREN 3934 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.63542628116747";"-70.39508869485417"
"Antofagasta";"15013-14";"EL HUASCAR MANZANA C-S SITIO 14 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.736939534166712";"-70.43961810499752"
"Antofagasta";"1258-1";"CALLE VENEZUELA SITIO 1 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.633389661980814";"-70.38261691016231"
"Antofagasta";"NO ENROLADO";"SUCRE 215 LOTE 1 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.644809881307175";"-70.39815755204677"
"Antofagasta";"15012-2";"BALNEARIO HUASCAR SUR MANZANA B-S SITIO 2 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.736657262975346";"-70.4388487674931"
"Antofagasta";"15213-1";"SAN PEDRO SECTOR CALETA COLOSO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.76094453047753";"-70.46311933312916"
"Antofagasta";"15005-8";"MANZANA G SITIO 8 BALNEARIO EL HUASCAR COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.73348677726383";"-70.43824046543558"
"Antofagasta";"1527-31";"POBLACION BARRIO NORTE MANZANA I SITIO 7-E COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.625291960274186";"-70.3877543703959"
"Antofagasta";"45000-34";"CERRO VENTARRONES COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.398483854908523";"-70.20496700080623"
