REGION;ROL;NOMBRE;COMUNA;LAT;LON
"Antofagasta";"2001-8";"MORRO MORENO COMUNA MEJILLONES";"MEJILLONES";"-23.103898739407228";"-70.51002441816765"
"Antofagasta";"895-7";"BOLIVAR 188 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.64407034707555";"-70.39806636840933"
"Antofagasta";"100-5";"21 DE MAYO 1692 COMUNA TOCOPILLA";"TOCOPILLA";"-22.093051710907243";"-70.20007812709193"
"Antofagasta";"20000-53";"A APROX 1,2 KM AL SUROESTE DE LA CARCEL DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.615605436958564";"-70.27695952826687"
"Antofagasta";"49000-12";"SALAR DE IMILAC SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.110218473136005";"-68.79236059059195"
"Antofagasta";"10000-52";"KM 1503,4 RUTA 5 COMUNA MARIA ELENA";"MARIA ELENA";"-22.748616753174566";"-69.55100448948299"
"Antofagasta";"16176-1";"LA CHIMBA CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.52428770620343";"-70.39385739093878"
"Antofagasta";"849-45";"LATORRE 2579 DEPARTAMENTO 302 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.648069798656085";"-70.39763974480344"
"Antofagasta";"49000-11";"SALAR DE IMILAC SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.114664078735554";"-68.77153663774453"
"Antofagasta";"49000-10";"SALAR DE IMILAC SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.10772534504665";"-68.62920598703633"
"Antofagasta";"8000-85";"CAMINO A MINERA CENTINELLA KM II COMUNA SIERRA GORDA";"SIERRA GORDA";"-22.902945310066567";"-69.22226602586105"
"Antofagasta";"6070-33";"MANZANA 6 A LOTE 1 SECTOR TOPATER COMUNA CALAMA";"CALAMA";"-22.486465102871243";"-68.911905446928"
"Antofagasta";"17000-76";"A APROX 7,3 KM AL ESTE DE LA CIUDAD DE CALAMA COMUNA CALAMA";"CALAMA";"-22.462407118058948";"-68.82425932252572"
"Antofagasta";"3016-1";"POBLACION COVIEFI SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.694979873461236";"-70.41411882196059"
"Antofagasta";"2510-12";"KM 13 RUTA 26 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.623090354736522";"-70.28455876870336"
"Antofagasta";"NO ENROLADO";"3 KMS NORESTE DE SAN PEDRO DE ATACAMA LOTE 1 COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.88772349148234";"-68.18766547397016"
"Antofagasta";"25051-7";"SECTOR NUDO URIBE SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.61164547779946";"-70.26000166145639"
"Antofagasta";"339-1";"CALETA PUNTA ATALA COMUNA TOCOPILLA";"TOCOPILLA";"-22.29653884819643";"-70.2375742539057"
"Antofagasta";"4103-17";"SITIO 5 MANZANA C SECTOR ADUANA COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.91152320301415";"-68.19442712545178"
"Antofagasta";"5999-2";"CERRO EL DIQUE COMUNA TOCOPILLA";"TOCOPILLA";"-22.439112839715154";"-70.10336047970218"
"Antofagasta";"3429-1";"CAMPO DEPORTIVO COMUNA OLLAGUE";"OLLAGUE";"-21.222972254968095";"-68.25503853076623"
"Antofagasta";"4101-5";"MANZANA A EQUIPAMIENTO COMUNITARIO 05 SECTOR ADUANA COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.911915126320615";"-68.19369878970559"
"Antofagasta";"4102-7";"CALLE LASCAR EQUIPAMIENTO 3 COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.914022384407232";"-68.19301165916174"
"Antofagasta";"NO ENROLADO";"SECTOR NORTE DE TOCOPILLA COMUNA TOCOPILLA";"TOCOPILLA";"-22.063202351131267";"-70.18594255772558"
"Antofagasta";"8000-87";"A APROX 13,5 KM AL SURESTE DE LA LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA";"SIERRA GORDA";"-23.014511453329046";"-69.25091403073601"
"Antofagasta";"359-8";"SECTOR BARRILES COMUNA TOCOPILLA";"TOCOPILLA";"-22.153212090585658";"-69.99391377858073"
"Antofagasta";"8001-5";"LOCALIDAD DE MICHILLA COMUNA MEJILLONES";"MEJILLONES";"-22.715054009164383";"-70.26688315107445"
"Antofagasta";"327-24";"SECTOR BARRILES RUTA 24 KM 18 COMUNA TOCOPILLA";"TOCOPILLA";"-22.173277927660273";"-70.09077052716171"
"Antofagasta";"6700-67";"SECTOR SUBESTACION ELECTRICA MARIA ELENA SIN NUMERO COMUNA MARIA ELENA";"MARIA ELENA";"-22.228766197063564";"-69.55953504296298"
"Antofagasta";"45004-14";"A APROX 67 KM AL SURESTE DE LA CIUDAD DE ANTOFAGASTA SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-24.0871594097066";"-69.91022921927842"
"Antofagasta";"NO ENROLADO";"APROX A 12,5 KM AL SUROESTE DE LA CIUDAD DE CALAMA COMUNA CALAMA";"CALAMA";"-22.588447585776482";"-68.98309809790659"
"Antofagasta";"NO ENROLADO";"CALETA URCO COMUNA TOCOPILLA";"TOCOPILLA";"-21.751316891038062";"-70.15048417827188"
"Antofagasta";"4002-11";"PORTEZUELO LAS BOMBAS COMUNA TALTAL";"TALTAL";"-25.92324998842486";"-70.4728888579388"
"Antofagasta";"338-1";"RUTA 24 KM 69430 COMUNA TOCOPILLA";"TOCOPILLA";"-22.07692648385919";"-70.17017493878323"
"Antofagasta";"NO ENROLADO";"4 KMS AL NORESTE DE SAN PEDRO DE ATACAMA LOTE 2 COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.886165640376635";"-68.1701257409891"
"Antofagasta";"327-22";"SECTOR BARRILES COMUNA TOCOPILLA";"TOCOPILLA";"-22.149161896504474";"-70.087226538086"
"Antofagasta";"147-23";"CIENFUEGOS 1397 COMUNA TOCOPILLA";"TOCOPILLA";"-22.090493849308277";"-70.19587032356252"
"Antofagasta";"NO ENROLADO";"CALETA BUENA COMUNA TOCOPILLA";"TOCOPILLA";"-22.444618920926715";"-70.25555161146765"
"Antofagasta";"20000-26";"RUTA 5 A CALAMA SALAR DEL CARMEN COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.610828410955435";"-70.25995719041725"
"Antofagasta";"202-1";"CALLE SANTA ROSA COMUNA TOCOPILLA";"TOCOPILLA";"-22.088634184653582";"-70.19285297514202"
"Antofagasta";"1240-36";"TENIENTE MERINO 3521 3525 3529 3531 COMUNA CALAMA";"CALAMA";"-22.446941262420705";"-68.90334025542371"
"Antofagasta";"6405-1";"ESTACION BAQUEDANO COMUNA SIERRA GORDA";"SIERRA GORDA";"-23.33179558154848";"-69.83614574334122"
"Antofagasta";"1730-2";"HUASCO ESQUINA OLLAGUE POBLACION EL GOLF COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.618559949196733";"-70.38823869209055"
"Antofagasta";"307-3";"PUEBLO DE QUILLAGUA SIN NUMERO COMUNA MARIA ELENA";"MARIA ELENA";"-21.65956741990887";"-69.5331042663146"
"Antofagasta";"20006-1";"SECTOR CHAQUETA BLANCA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.596508884159512";"-70.34282264300622"
"Antofagasta";"5128-9";"LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES";"MEJILLONES";"-22.713051774021647";"-70.27805153075336"
"Antofagasta";"442-2";"CALLE ANGOL SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.671805963058144";"-70.39907449871346"
"Antofagasta";"4304-4";"SITIO 7 MANZANA E SECTOR ADUANA COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.90785621618731";"-68.1922815440425"
"Antofagasta";"624-3";"MANZANA Q SITIO 3 CALETA PAPOSO COMUNA TALTAL";"TALTAL";"-25.006926044051323";"-70.4634208121332"
"Antofagasta";"3750-112";"LOTE A PUEBLO DE TALABRE COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-23.30676679601064";"-67.87576325792908"
"Antofagasta";"4307-9";"SITIO 3 MANZANA C SECTOR EL CALVARIO COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-22.908911523760544";"-68.19510380892672"
"Antofagasta";"248-001";"PLACILLA SUR 1205 MANZANA 122 SITIO 20 COMUNA TOCOPILLA";"TOCOPILLA";"-22.084239238726397";"-70.19088970977539"
"Antofagasta";"3750-113";"LOTE B PUEBLO DE TALABRE COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-23.31137787964027";"-67.9209319219106"
"Antofagasta";"3800-3";"PUEBLO DE TOCONAO SIN NUMERO COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-23.18965747375157";"-68.00018887430012"
"Antofagasta";"3750-114";"LOTE C PUEBLO DE TALABRE COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-23.321579659793812";"-67.84204141307357"
"Antofagasta";"20003-2";"HECTOR GOMEZ COBO SIN NUMERO RUTA 5 SECTOR SALAR DEL CARMEN COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.597931364129792";"-70.2587300327957"
"Antofagasta";"452-1";"CIUDAD DE ANTOFAGASTA SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.672457597377974";"-70.39881595586624"
"Antofagasta";"6738-4";"A APROX. A 8,5 KMS AL SUR DEL SECTOR LA NEGRA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.856267916755833";"-70.3014055835735"
"Antofagasta";"25004-12";"SECTOR QUINTAS KM 13 SITIO 108 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.62839606321781";"-70.28515814675477"
"Antofagasta";"3801-44";"CIUDAD DE CALAMA SIN NUMERO COMUNA CALAMA";"CALAMA";"-22.520694823804355";"-68.9402405221623"
"Antofagasta";"25002-7";"SECTOR QUINTAS KM 13 SITIO 73 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.62438116217927";"-70.28882613129502"
"Antofagasta";"25051-4";"NUDO URIBE SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.60932540207702";"-70.25990105811951"
"Antofagasta";"16075-1";"CIUDAD DE ANTOFAGASTA SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.552146947263353";"-70.37363873410126"
"Antofagasta";"3750-111";"PUEBLO DE TALABRE COMUNA SAN PEDRO DE ATACAMA";"SAN PEDRO DE ATACAMA";"-23.316986220913556";"-67.88871816985221"
"Antofagasta";"108-30";"CALLE SUCRE 1761 COMUNA TOCOPILLA";"TOCOPILLA";"-22.092945182276484";"-70.19906547581482"
"Antofagasta";"25049-1";"NUDO URIBE COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.638255306922854";"-70.26366622261584"
"Antofagasta";"25002-2";"SECTOR QUINTAS KM 13 SITIO 76 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.62404810572097";"-70.28739607354468"
"Antofagasta";"86-4";"SITIOS 5 Y 6 MANZANA J-A GUILLERMO MATTA COMUNA TOCOPILLA";"TOCOPILLA";"-22.09620645754962";"-70.20061226644465"
"Antofagasta";"25002-1";"SECTOR QUINTAS KM 13 SITIO 75 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.624156854395384";"-70.28786911140179"
"Antofagasta";"25002-4";"SECTOR QUINTAS KM 13 SITIO 83 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.624806838112356";"-70.28667115324238"
"Antofagasta";"507-60";"RUTA 5 KM 1200 COMUNA TALTAL";"TALTAL";"-25.028131747801414";"-69.95261931557212"
"Antofagasta";"563-21";"LOTE 1 AVELINO CONTARDO ENTRE GUACOLDA Y LAS BRISAS VILLA ESMERALDA COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.664621841561416";"-70.39361610062355"
"Antofagasta";"25002-11";"SECTOR QUINTAS KM 13 SITIO 77 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.623941700961673";"-70.28691676095511"
"Antofagasta";"501-48";"APROX A 2,6 KM AL ESTE DE LA CIUDAD DE MEJILLONES COMUNA MEJILLONES";"MEJILLONES";"-23.102471841071097";"-70.41933086606673"
"Antofagasta";"25002-12";"SECTOR QUINTAS KM 13 SITIO 78 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.62383084066005";"-70.28643952465745"
"Antofagasta";"NO ENROLADO";"CALLE GUILLERMO MATTA 1780 DEPARTAMENTO 6 COMUNA TOCOPILLA";"TOCOPILLA";"-22.094026005446285";"-70.19773977662268"
"Antofagasta";"151-1";"AVENIDA ARTURO PRAT CON CALLE BARROS ARANA CIUDAD DE TOCOPILLA COMUNA TOCOPILLA";"TOCOPILLA";"-22.087493670072682";"-70.19678442638488"
"Antofagasta";"25003-7";"SECTOR QUINTAS KM 13 SITIO 91 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.62709483362434";"-70.28806891358593"
"Antofagasta";"25002-6";"SECTOR QUINTAS KM 13 SITIO 81 COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.625027343026435";"-70.28761709133826"
"Antofagasta";"44-19";"ACCESO PLANTA NORGENER COMUNA TOCOPILLA";"TOCOPILLA";"-22.099261267218196";"-70.21135659720407"
"Antofagasta";"NO ENROLADO";"COSTANERA COMUNA TOCOPILLA";"TOCOPILLA";"-22.079976490899234";"-70.19454305591404"
"Antofagasta";"NO ENROLADO";"CERRO MANILLA COMUNA TOCOPILLA";"TOCOPILLA";"-22.00342518981437";"-70.1612363334427"
"Antofagasta";"74-12";"CALLE 21 DE MAYO 1284 AL 1292 COMUNA TOCOPILLA";"TOCOPILLA";"-22.09582288470045";"-70.20385704694338"
"Antofagasta";"385-1";"SUBESTACION MANTO DE LA LUNA SIN NUMERO COMUNA TOCOPILLA";"TOCOPILLA";"-22.365373410122736";"-70.16282667161387"
"Antofagasta";"9004-1";"AREA VERDE 3 CALETA URCO COMUNA TOCOPILLA";"TOCOPILLA";"-21.755993940383004";"-70.15312277153856"
"Antofagasta";"20005-4";"SECTOR MANTOS BLANCOS SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.453165629349332";"-70.12825069133895"
"Antofagasta";"NO ENROLADO";"21 DE MAYO ESQUINA ANIBAL PINTO COMUNA TOCOPILLA";"TOCOPILLA";"-22.092967272531823";"-70.20130211595091"
"Antofagasta";"346-2";"DESEMBOCADURA RIO LOA LOTE B COMUNA TOCOPILLA";"TOCOPILLA";"-21.434699463115816";"-70.04050247277029"
"Antofagasta";"NO ENROLADO";"CERRO TOLAR LOTE 1 COMUNA TOCOPILLA";"TOCOPILLA";"-21.960769595432108";"-70.09787898752863"
"Antofagasta";"106-74";"CALLE GUILLERMO MATTA 1780 DEPARTAMENTO 3 BLOCK 1 COMUNA TOCOPILLA";"TOCOPILLA";"-22.094026005446285";"-70.19773977662268"
"Antofagasta";"5999-3";"APROXIMADAMENTE A 13.30 KM AL NORTE DE CALETA COBIJA COMUNA TOCOPILLA";"TOCOPILLA";"-22.428629499749096";"-70.2498281361853"
"Antofagasta";"10000-6";"SECTOR QUEBRADA ANCHA COMUNA TOCOPILLA";"TOCOPILLA";"-22.10703464315912";"-70.0833589674171"
"Antofagasta";"346-1";"DESEMBOCADURA RIO LOA LOTE A COMUNA TOCOPILLA";"TOCOPILLA";"-21.437368165428474";"-70.05471686283371"
"Antofagasta";"507-24";"APROX A 66 KMS AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-24.9037222341584";"-70.12674996406311"
"Antofagasta";"507-32";"SECTOR AGUAS VERDES COMUNA TALTAL";"TALTAL";"-25.378161142774466";"-69.97530647075673"
"Antofagasta";"615-1";"SITIO S-1 MANZANA E-EQUIPAMIENTO CANCHA DE FUTBOL PAPOSO COMUNA TALTAL";"TALTAL";"-25.011269137520646";"-70.46664120287842"
"Antofagasta";"NO ENROLADO";"CERRO CORTADERA A 7 KM AL SURESTE DE LA INTERSECCION DE LA RUTA 5 CON LA RUTA B-902 COMUNA TA";"TALTAL";"-25.475531283067973";"-69.97527799914695"
"Antofagasta";"612-3";"MANZANA T SITIO 3 CALETA PAPOSO COMUNA TALTAL";"TALTAL";"-25.00807328821811";"-70.46390328123076"
"Antofagasta";"2100-4";"LOTE 1 SECTOR LAS BREAS COMUNA TALTAL";"TALTAL";"-25.510695882733657";"-70.39062725726097"
"Antofagasta";"4000-30";"LOTE B APROXIMADAMENTE A 4.9 KILOMETROS AL SUR DE LA INTERSECCION DE LA RUTA 5 CON LA RUTA B-";"TALTAL";"-25.768569784558608";"-70.36765765359262"
"Antofagasta";"NO ENROLADO";"CERRO LOS PERALES A 5 KM AL SURESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.418373906849393";"-70.42578081202012"
"Antofagasta";"4000-33";"LOTE B RUTA 5 KM 1071 APROXIMADAMENTE A 4.9 KM AL SUR DE LA INTERSECCION RUTA 5 CON RUTA B 95";"TALTAL";"-25.775972006018932";"-70.36833753874117"
"Antofagasta";"615-2";"AVENIDA DEL MAR MANZANA E SITIO S-2 COMUNA TALTAL";"TALTAL";"-25.01116870512733";"-70.46591686519974"
"Antofagasta";"388-3";"LOTE B-4 AVENIDA ARTURO PRAT 1849 COMUNA TALTAL";"TALTAL";"-25.40052314542402";"-70.47567410627839"
"Antofagasta";"4005-8";"QUEBRADA EL HUESO COMUNA TALTAL";"TALTAL";"-25.41239078021648";"-70.45199221258399"
"Antofagasta";"504-36";"CERRO ARMAZONES COMUNA TALTAL";"TALTAL";"-24.62062705337783";"-70.17809154654124"
"Antofagasta";"510-4";"CALLE ARTURO PRAT LOTE 1 COMUNA TALTAL";"TALTAL";"-25.40354053258724";"-70.48121973325625"
"Antofagasta";"4000-35";"KM 1.071 DE LA RUTA 5 APROXIMADAMENTE A 4.9 KM AL SUR DE LA INTERSECCION RUTA 5 CON RUTA B-95";"TALTAL";"-25.76524699560695";"-70.36933277726477"
"Antofagasta";"600-79";"SITIO 68 MANZANA H ESCUELA G-107 CALETA PAPOSO COMUNA TALTAL";"TALTAL";"-25.010080948978874";"-70.46541747994404"
"Antofagasta";"44-4";"GUILLERMO MATTA 221 LOTE B COMUNA TALTAL";"TALTAL";"-25.4122575306304";"-70.49184379670919"
"Antofagasta";"5000-5";"LOTE B A 31.50 KILOMETROS AL ESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.50220850705654";"-70.167986190527"
"Antofagasta";"4000-31";"LOTE C APROXIMADAMENTE A 4.9 KILOMETROS AL SUR DE LA INTERSECCION DE LA RUTA 5 CON LA RUTA B-";"TALTAL";"-25.77013729010611";"-70.3608036716762"
"Antofagasta";"5000-8";"RUTA 5 KM 1112 APROXIMADAMENTE A 33 KM SURESTE DE LA CIUDAD DE TALTAL LOTE A COMUNA TALTAL";"TALTAL";"-25.538981644931713";"-70.18880343545715"
"Antofagasta";"5000-12";"RUTA 5 KM 1112 APROXIMADAMENTE A 33 KM AL SURESTE DE LA CIUDAD DE TALTAL LOTE A COMUNA TALTAL";"TALTAL";"-25.538926076181475";"-70.1751812540563"
"Antofagasta";"54-1";"PRAT SIN NUMERO COMUNA TALTAL";"TALTAL";"-25.407313693660587";"-70.48670776437864"
"Antofagasta";"5000-14";"RUTA 5 KM 1112 APROXIMADAMENTE A 33 KM AL SURESTE DE LA CIUDAD DE TALTAL LOTE C COMUNA TALTAL";"TALTAL";"-25.534365790000088";"-70.17348825500854"
"Antofagasta";"612-2";"MANZANA T SITIO S-2 CALETA PAPOSO COMUNA TALTAL";"TALTAL";"-25.008399648798044";"-70.4641063504142"
"Antofagasta";"4000-4";"A APROX 43 KM AL SURESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.768290385503843";"-70.30011801663447"
"Antofagasta";"4000-39";"A APROX 42 KM AL SURESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.773383195338543";"-70.37343590161505"
"Antofagasta";"5000-23";"A APROX 74 KM NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-24.925890230597272";"-69.97107338168986"
"Antofagasta";"5000-13";"RUTA 5 KM 1112 APROXIMADAMENTE A 33 KM AL SURESTE DE LA CIUDAD DE TALTAL LOTE B COMUNA TALTAL";"TALTAL";"-25.535936850288877";"-70.18018517645747"
"Antofagasta";"227-2";"CALLE MANUEL ANTONIO MATTA 1157 AL 1175 COMUNA TALTAL";"TALTAL";"-25.41034888844103";"-70.4801395568803"
"Antofagasta";"604-5";"SITIO 67 MANZANA J CALETA PAPOSO COMUNA TALTAL";"TALTAL";"-25.009516232579603";"-70.46515867652685"
"Antofagasta";"550-4";"CERRO LOS PERALES COMUNA TALTAL";"TALTAL";"-25.420996830941096";"-70.426033075589"
"Antofagasta";"2100-5";"LOTE 2 SECTOR LAS BREAS COMUNA TALTAL";"TALTAL";"-25.518725872063424";"-70.3812664595482"
"Antofagasta";"507-31";"SECTOR LOS MARIOS AGUA VERDE COMUNA TALTAL";"TALTAL";"-25.47390905381252";"-70.03055440574617"
"Antofagasta";"4000-34";"LOTE C RUTA 5 KM 1071 APROXIMADAMENTE A 4.9 KM AL SUR DE LA INTERSECCION RUTA 5 CON RUTA B-95";"TALTAL";"-25.778252123205842";"-70.36161679998915"
"Antofagasta";"5001-1";"PAMPA LOS CHANGOS COMUNA TALTAL";"TALTAL";"-24.904142870239422";"-70.00985915744992"
"Antofagasta";"4005-13";"LOTE B CORRALON MUNICIPAL COMUNA TALTAL";"TALTAL";"-25.44596463987907";"-70.44633028308601"
"Antofagasta";"5000-26";"A APROX 70 KM AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-24.956362058123535";"-70.04305544497089"
"Antofagasta";"5000-15";"A 4.5 KM AL NORESTE DE LA INTERSECCION DE LA RUTA 5 CON RUTA B-92 COMUNA TALTAL";"TALTAL";"-25.544408799237758";"-70.31322414002265"
"Antofagasta";"600-79";"CALLE SIN NOMBRE CALETA PAPOSO COMUNA TALTAL";"TALTAL";"-25.01335745356627";"-70.46759175188005"
"Antofagasta";"503-20";"MATTA SIN NUMERO RUTA 1 COMUNA TALTAL";"TALTAL";"-25.39229509481311";"-70.453826335986"
"Antofagasta";"500-1";"MATTA SIN NUMERO RUTA 1 COMUNA TALTAL";"TALTAL";"-25.38820578512379";"-70.45579254275873"
"Antofagasta";"4005-12";"VERTEDERO MUNICIPAL LOTE A COMUNA TALTAL";"TALTAL";"-25.446086248957855";"-70.44363991337573"
"Antofagasta";"5000-6";"LOTE C A 31.50 KILOMETROS AL ESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.49767307164159";"-70.15999046958534"
"Antofagasta";"5000-10";"RUTA 5 KM 1112 APROXIMADAMENTE A 33 KM SURESTE DE LA CIUDAD DE TALTAL LOTE C COMUNA TALTAL";"TALTAL";"-25.534359490462776";"-70.18833945233607"
"Antofagasta";"5000-3";"A 40 KMS AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.11184594258573";"-70.24681820693614"
"Antofagasta";"4000-41";"APROX A 94 KMS AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-24.965149609114466";"-69.6333575530062"
"Antofagasta";"5001-2";"A 13.5 KILOMETROS AL SUROESTE DE LA INTERSECCION RUTA 5 CON RUTA B-800 PAMPA LOS CHANGOS COMU";"TALTAL";"-24.910335281441103";"-70.04307640329513"
"Antofagasta";"5000-4";"LOTE A A 31.50 KILOMETROS AL ESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.512435096581616";"-70.16401402310974"
"Antofagasta";"4000-32";"LOTE A RUTA 5 KILOMETRO 1071 COMUNA TALTAL";"TALTAL";"-25.77356111877917";"-70.36048796490697"
"Antofagasta";"507-14";"APROX A 70 KMS AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-24.963605347898234";"-69.85292525263169"
"Antofagasta";"4000-29";"LOTE A APROXIMADAMENTE A 4.9 KILOMETROS AL SUR DE LA INTERSECCION DE LA RUTA 5 CON LA RUTA B-";"TALTAL";"-25.7663180474597";"-70.36162630071951"
"Antofagasta";"800-2";"PARQUE PUNTA EL FUERTE COMUNA TALTAL";"TALTAL";"-25.390876370603984";"-70.47625884157723"
"Antofagasta";"5000-29";"APROX. A 36 KMS AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL";"TALTAL";"-25.120976400036916";"-70.28327041009672"
"Antofagasta";"501-7";"AERODROMO LAS BREAS COMUNA TALTAL";"TALTAL";"-25.561764095153713";"-70.3738746982832"
"Antofagasta";"507-46";"LOTE B RUTA 5 KM 1200 SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.94194485714649";"-69.93612294836366"
"Antofagasta";"507-47";"LOTE C RUTA 5 KM 1200 SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.95709680426655";"-69.96707721479382"
"Antofagasta";"507-48";"LOTE D RUTA 5 KM 1200 SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.985482334883574";"-69.92501898152446"
"Antofagasta";"507-51";"LOTE G RUTA 5 KM 1200 SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.97830807619683";"-69.96661051322187"
"Antofagasta";"507-53";"LOTE I RUTA 5 KM 1200 SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.993298052333163";"-70.02526322593133"
"Antofagasta";"5000-24";"LOTE A INTERSECCION RUTA 5 CON RUTA B-92 COMUNA TALTAL";"TALTAL";"-25.548378842809626";"-70.21437419800661"
"Antofagasta";"5000-25";"LOTE B RUTA 5 KM 1108 COMUNA TALTAL";"TALTAL";"-25.55074527200061";"-70.2027883177948"
"Antofagasta";"43-2";"LOTE B AVENIDA ARTURO PRAT ESQUINA CALLE ESMERALDA COMUNA TALTAL";"TALTAL";"-25.40966147533688";"-70.49092716905784"
"Antofagasta";"607-2";"SITIO S-1 MANZANA H EQUIPAMIENTO 3 EXPANSION ESCUELA COMUNA TALTAL";"TALTAL";"-25.010080431176178";"-70.46565991890098"
"Antofagasta";"85-40";"SERRANO 498 COMUNA TALTAL";"TALTAL";"-25.4092020307568";"-70.48634613284467"
"Antofagasta";"507-56";"LOTE A AL NORESTE DE LA CIUDAD DE TALTAL SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.883075975974656";"-69.87007322271027"
"Antofagasta";"507-57";"LOTE B AL NORESTE DE LA CIUDAD DE TALTAL SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.89940422362509";"-69.79555377285996"
"Antofagasta";"507-58";"LOTE C AL NORESTE DE LA CIUDAD DE TALTAL SIN NUMERO COMUNA TALTAL";"TALTAL";"-24.94188212096592";"-69.77233289214922"
"Antofagasta";"6737-9";"SECTOR LA NEGRA SIN NUMERO COMUNA ANTOFAGASTA";"ANTOFAGASTA";"-23.831695390412033";"-70.32475819449031"
"Antofagasta";"369-17";"LOTE B BELMOR ROJAS ENTRE CARLOS IBANEZ Y DAVILA BAEZA SIN NUMERO COMUNA TALTAL";"TALTAL";"-25.40179547907626";"-70.4712380158107"
